tattoo,primary,primary_year,SG_id,zone,Sett_Clean,x,y,n_loc_obs,entry_group
015P,33,2008,15,1,POPLAR,382132,201047,1,1
015P,34,2009,15,1,POPLAR,382132,201047,2,1
015P,35,2010,15,1,KENNEL,382464,200922,3,1
015P,36,2011,15,1,KENNEL,382464,200922,2,1
015P,37,2012,16,1,WOODRUSH,382713,200607,3,1
015P,38,2013,15,1,KENNEL,382464,200922,2,1
015P,39,2014,15,1,KENNEL,382464,200922,2,1
015P,40,2015,15,1,KENNEL,382464,200922,1,1
015R,29,2004,2,1,BOX,380621,201409,1,1
015T,42,2017,15,1,KENNEL,382464,200922,3,1
015T,43,2018,15,1,KENNEL,382464,200922,2,1
015T,44,2019,15,1,KENNEL,382464,200922,1,1
015V,40,2015,15,1,KENNEL,382464,200922,3,1
015V,41,2016,15,1,KENNEL,382464,200922,4,1
015V,42,2017,15,1,KENNEL,382464,200922,2,1
015V,43,2018,15,1,CULDESAC,382399,200920,1,1
015W,30,2005,999,2,HOLLYWOOD,381353,199891,1,2
015Y,32,2007,21,1,COLLIERSWOOD,382931,200706,3,1
015Y,35,2010,16,1,WOODRUSH,382713,200607,1,1
015Z,44,2019,3,1,CHESNUT,380834,201150,2,1
016A,39,2014,999,2,INCHBROOK,384013,200739,2,1
016A,40,2015,999,2,INCHBROOK,384013,200739,1,1
016A,42,2017,999,2,INCHBROOK,384013,200739,1,1
016B,31,2006,8,1,CHAIN,381946,201669,1,1
016B,32,2007,8,1,BEND,381942,201770,1,1
016B,33,2008,8,1,HONEYWELL,381931,201706,1,1
016B,34,2009,8,1,HONEYWELL,381931,201706,1,1
016B,35,2010,8,1,HONEYWELL,381931,201706,1,1
016C,41,2016,11,1,YEW,381619,201268,2,1
016C,42,2017,11,1,YEW,381619,201268,2,1
016C,43,2018,11,1,YEW,381619,201268,2,1
016E,38,2013,21,1,COLLIERSWOOD,382931,200706,3,1
016E,43,2018,21,1,COLLIERSWOOD,382931,200706,1,1
016F,35,2010,20,1,PARKMILL,383730,200924,1,1
016G,28,2003,16,1,WOODRUSH,382713,200607,2,1
016G,29,2004,16,1,FORK,382786,200771,2,1
016G,30,2005,21,1,COLLIERSWOOD,382931,200706,2,1
016K,37,2012,12,1,TOP,381795,200962,1,1
016L,36,2011,5,1,JACKSMIREY,380678,200030,1,1
016M,43,2018,22,1,WOODFARM,383337,200429,2,1
016M,44,2019,22,1,WOODFARM,383337,200429,3,1
016N,34,2009,4,1,JUNCTION,380841,200432,2,1
016N,35,2010,4,1,JUNCTION,380841,200432,1,1
016N,36,2011,4,1,ARTHURS,380534,200550,1,1
016P,33,2008,3,1,BEECH,380931,201164,1,1
016P,34,2009,3,1,BEECH,380931,201164,2,1
016P,35,2010,3,1,BEECH,380931,201164,2,1
016P,36,2011,6,1,CEDAR,381022,201589,1,1
016P,37,2012,6,1,FOX,381016,201635,1,1
016P,38,2013,6,1,CEDAR,381022,201589,2,1
016P,39,2014,9,1,LAURELS,381180,201357,1,1
016P,40,2015,6,1,CEDAR,381022,201589,1,1
016R,29,2004,1,1,WEST,380190,201400,1,1
016R,30,2005,1,1,WEST,380190,201400,1,1
016T,42,2017,16,1,WOODRUSH,382713,200607,1,1
016V,40,2015,15,1,KENNEL,382464,200922,3,1
016V,41,2016,15,1,KENNEL,382464,200922,4,1
016V,42,2017,15,1,KENNEL,382464,200922,2,1
016V,43,2018,15,1,CULDESAC,382399,200920,1,1
016V,44,2019,15,1,KENNEL,382464,200922,1,1
016W,30,2005,1,1,WEST,380190,201400,2,1
016Y,32,2007,15,1,KENNEL,382464,200922,2,1
016Z,44,2019,7,1,BREAKHEART,381370,201620,1,1
017A,39,2014,17,1,OLDOAK,382624,201274,2,1
017A,40,2015,17,1,OLDOAK,382624,201274,2,1
017A,41,2016,18,1,NETTLE,383024,201142,2,1
017A,43,2018,18,1,NETTLE,383024,201142,1,1
017B,31,2006,8,1,HONEYWELL,381931,201706,3,1
017B,32,2007,8,1,CHAIN,381946,201669,1,1
017B,33,2008,14,1,COLEPARK,382049,201493,1,1
017B,34,2009,8,1,CHAIN,381946,201669,1,1
017B,35,2010,8,1,HONEYWELL,381931,201706,1,1
017B,36,2011,8,1,CHAIN,381946,201669,1,1
017C,41,2016,11,1,YEW,381619,201268,1,1
017E,38,2013,16,1,WOODRUSH,382713,200607,3,1
017F,35,2010,999,2,WINDSOREDGE,383635,200531,2,1
017F,36,2011,999,2,WINDSOREDGE,383635,200531,3,1
017F,37,2012,999,2,HOPPER,383666,200473,1,1
017G,28,2003,3,1,CHESNUT,380834,201150,1,1
017K,37,2012,15,1,KENNEL,382464,200922,1,1
017L,36,2011,3,1,BEECH,380931,201164,1,1
017L,37,2012,3,1,CHESNUT,380834,201150,2,1
017M,43,2018,21,1,COLLIERSWOOD,382931,200706,2,1
017M,44,2019,21,1,COLLIERSWOOD,382931,200706,2,1
017N,34,2009,4,1,ARTHURS,380534,200550,1,1
017P,33,2008,3,1,BEECH,380931,201164,1,1
017R,29,2004,2,1,BOX,380621,201409,2,1
017R,30,2005,2,1,LARCH,380541,201242,2,1
017R,31,2006,2,1,BOX,380621,201409,1,1
017R,32,2007,2,1,BOX,380621,201409,2,1
017R,33,2008,2,1,BOX,380621,201409,3,1
017R,34,2009,2,1,BOX,380621,201409,2,1
017T,42,2017,22,1,WOODFARM,383337,200429,1,1
017V,40,2015,15,1,KENNEL,382464,200922,2,1
017V,41,2016,15,1,KENNEL,382464,200922,2,1
017V,42,2017,15,1,KENNEL,382464,200922,1,1
017V,43,2018,15,1,KENNEL,382464,200922,1,1
017W,30,2005,1,1,WEST,380190,201400,1,1
017Y,32,2007,16,1,FORK,382786,200771,1,2
017Y,34,2009,16,1,WOODRUSH,382713,200607,1,2
017Z,44,2019,3,1,BEECH,380931,201164,1,1
017Z,45,2020,10,1,HUNTINGGATE,381247,201345,1,1
018A,39,2014,999,2,WINDSOREDGE,383635,200531,2,1
018A,40,2015,999,2,WINDSOREDGE,383635,200531,1,1
018A,42,2017,999,2,WINDSOREDGE,383635,200531,1,1
018A,43,2018,20,1,PARKMILL,383730,200924,1,1
018B,31,2006,8,1,HONEYWELL,381931,201706,3,1
018B,32,2007,8,1,CHAIN,381946,201669,1,1
018B,34,2009,8,1,HONEYWELL,381931,201706,2,1
018B,35,2010,8,1,HONEYWELL,381931,201706,1,1
018B,36,2011,14,1,OAKPILE,382183,201478,1,1
018C,41,2016,11,1,YEW,381619,201268,1,1
018E,38,2013,999,2,WINDSOREDGE,383635,200531,1,2
018F,35,2010,14,1,TRACKSIDE,382281,201327,1,1
018G,28,2003,3,1,CHESNUT,380834,201150,2,1
018G,29,2004,3,1,BEECH,380931,201164,1,1
018G,33,2008,3,1,CHESNUT,380834,201150,1,1
018K,37,2012,12,1,TOP,381795,200962,1,1
018L,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1
018L,37,2012,21,1,COLLIERSWOOD,382931,200706,3,1
018L,38,2013,21,1,COLLIERSWOOD,382931,200706,1,1
018M,43,2018,8,1,HONEYWELL,381931,201706,2,1
018M,44,2019,8,1,HONEYWELL,381931,201706,1,1
018N,34,2009,2,1,BOX,380621,201409,2,1
018N,35,2010,2,1,BOX,380621,201409,3,1
018N,36,2011,2,1,BOX,380621,201409,3,1
018N,37,2012,2,1,LARCH,380541,201242,1,1
018P,33,2008,11,1,YEW,381619,201268,2,1
018P,34,2009,12,1,TOP,381795,200962,2,1
018P,35,2010,12,1,TOP,381795,200962,4,1
018P,36,2011,12,1,TOP,381795,200962,2,1
018R,29,2004,1,1,WEST,380190,201400,2,1
018R,30,2005,1,1,WEST,380190,201400,1,1
018R,32,2007,2,1,LARCH,380541,201242,1,1
018T,42,2017,22,1,WOODFARM,383337,200429,1,1
018V,40,2015,16,1,WOODRUSH,382713,200607,1,1
018V,41,2016,16,1,WOODRUSH,382713,200607,1,1
018W,30,2005,999,2,HOLLYWOOD,381353,199891,1,2
018Y,32,2007,12,1,TOP,381795,200962,2,1
018Y,33,2008,12,1,TOP,381795,200962,2,1
018Z,44,2019,7,1,BOXWOOD,381241,201774,2,1
019A,39,2014,20,1,SCOTLANDBANK,383412,200931,3,1
019A,40,2015,20,1,SCOTLANDBANK,383412,200931,2,1
019A,41,2016,20,1,PARKMILL,383730,200924,2,1
019A,42,2017,20,1,PARKMILL,383730,200924,1,1
019A,43,2018,20,1,PARKMILL,383730,200924,2,1
019A,44,2019,20,1,SCOTLANDBANK,383412,200931,1,1
019B,31,2006,22,1,WOODFARM,383337,200429,3,1
019B,32,2007,22,1,WOODFARM,383337,200429,4,1
019C,41,2016,15,1,KENNEL,382464,200922,2,1
019C,42,2017,15,1,KENNEL,382464,200922,1,1
019E,38,2013,999,2,WINDSOREDGE,383635,200531,2,1
019E,39,2014,999,2,WINDSOREDGE,383635,200531,1,1
019E,40,2015,999,2,WINDSOREDGE,383635,200531,1,1
019E,41,2016,999,2,WINDSOREDGE,383635,200531,2,1
019E,43,2018,999,2,HOPPER,383666,200473,1,1
019F,35,2010,20,1,PARKMILL,383730,200924,1,1
019G,28,2003,10,1,HUNTINGGATE,381247,201345,1,1
019G,29,2004,10,1,HUNTINGGATE,381247,201345,1,1
019G,30,2005,10,1,FERN,381314,201301,1,1
019K,37,2012,12,1,TOP,381795,200962,1,1
019L,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1
019L,37,2012,21,1,COLLIERSWOOD,382931,200706,1,1
019L,39,2014,16,1,WOODRUSH,382713,200607,1,1
019M,43,2018,8,1,HONEYWELL,381931,201706,2,1
019M,44,2019,8,1,CHAIN,381946,201669,1,1
019N,34,2009,2,1,BOX,380621,201409,1,1
019N,35,2010,2,1,BOX,380621,201409,2,1
019P,33,2008,11,1,TAXUS,381737,201220,1,1
019P,34,2009,11,1,YEW,381619,201268,1,1
019P,35,2010,11,1,TAXUS,381737,201220,1,1
019P,36,2011,11,1,TAXUS,381737,201220,1,1
019P,39,2014,11,1,TAXUS,381737,201220,1,1
019P,40,2015,11,1,TAXUS,381737,201220,1,1
019R,29,2004,5,1,JACKSMIREY,380678,200030,3,1
019R,32,2007,5,1,JACKSMIREY,380678,200030,1,1
019R,33,2008,5,1,JACKSMIREY,380678,200030,1,1
019T,42,2017,999,2,WINDSOREDGE,383635,200531,1,1
019T,43,2018,999,2,WINDSOREDGE,383635,200531,1,1
019V,40,2015,16,1,WOODRUSH,382713,200607,1,1
019V,41,2016,21,1,COLLIERSWOOD,382931,200706,2,1
019W,30,2005,999,2,HOLLYWOOD,381353,199891,1,2
019Y,32,2007,3,1,BEECH,380931,201164,1,1
019Z,44,2019,18,1,NETTLE,383024,201142,1,2
020A,39,2014,20,1,PARKMILL,383730,200924,3,1
020A,40,2015,20,1,PARKMILL,383730,200924,3,1
020B,31,2006,22,1,WOODFARM,383337,200429,3,1
020B,32,2007,22,1,WOODFARM,383337,200429,3,1
020B,33,2008,22,1,WOODFARM,383337,200429,2,1
020C,41,2016,11,1,YEW,381619,201268,2,1
020C,42,2017,11,1,YEW,381619,201268,2,1
020C,43,2018,11,1,TAXUS,381737,201220,2,1
020E,38,2013,999,2,WINDSOREDGE,383635,200531,3,1
020E,39,2014,999,2,WINDSOREDGE,383635,200531,2,1
020F,35,2010,8,1,HONEYWELL,381931,201706,1,1
020F,36,2011,8,1,HONEYWELL,381931,201706,4,1
020F,37,2012,8,1,HONEYWELL,381931,201706,1,1
020G,28,2003,22,1,WOODFARM,383337,200429,2,1
020G,29,2004,22,1,WOODFARM,383337,200429,1,1
020K,37,2012,15,1,POPLAR,382132,201047,1,1
020L,36,2011,22,1,WOODFARM,383337,200429,1,1
020L,37,2012,22,1,WOODFARM,383337,200429,3,1
020L,38,2013,22,1,WOODFARM,383337,200429,1,1
020L,39,2014,22,1,WOODFARM,383337,200429,2,1
020L,40,2015,22,1,WOODFARM,383337,200429,1,1
020L,41,2016,22,1,WOODFARM,383337,200429,2,1
020L,42,2017,22,1,WOODFARM,383337,200429,1,1
020L,44,2019,22,1,WOODFARM,383337,200429,2,1
020M,43,2018,6,1,CEDAR,381022,201589,1,1
020M,44,2019,6,1,CEDAR,381022,201589,1,1
020N,34,2009,2,1,BOX,380621,201409,2,1
020N,35,2010,2,1,BOX,380621,201409,1,1
020N,36,2011,2,1,BOX,380621,201409,1,1
020N,37,2012,2,1,LARCH,380541,201242,1,1
020P,33,2008,11,1,YEW,381619,201268,1,1
020P,34,2009,11,1,TAXUS,381737,201220,1,1
020P,35,2010,12,1,TOP,381795,200962,1,1
020R,29,2004,999,2,FIELDFARM,380936,199687,2,1
020T,42,2017,7,1,BOXWOOD,381241,201774,2,1
020T,43,2018,7,1,BOXWOOD,381241,201774,1,1
020T,44,2019,6,1,CEDAR,381022,201589,2,1
020T,45,2020,6,1,CEDAR,381022,201589,1,1
020V,40,2015,12,1,TOP,381795,200962,1,1
020V,41,2016,12,1,TOP,381795,200962,2,1
020W,30,2005,2,1,BOX,380621,201409,1,1
020Y,32,2007,15,1,POPLAR,382132,201047,2,1
020Y,33,2008,15,1,WYCHELM,382074,201085,2,1
020Y,34,2009,15,1,KENNEL,382464,200922,1,1
020Y,35,2010,15,1,KENNEL,382464,200922,2,1
020Y,36,2011,15,1,KENNEL,382464,200922,2,1
020Z,44,2019,20,1,PARKMILL,383730,200924,2,1
021A,39,2014,8,1,HONEYWELL,381931,201706,1,2
021B,31,2006,17,1,OLDOAK,382624,201274,2,1
021B,32,2007,17,1,OLDOAK,382624,201274,2,1
021B,34,2009,14,1,TRACKSIDE,382281,201327,1,1
021B,35,2010,14,1,TRACKSIDE,382281,201327,1,1
021B,36,2011,14,1,TRACKSIDE,382281,201327,2,1
021C,41,2016,7,1,BOXWOOD,381241,201774,2,1
021C,42,2017,7,1,BOXWOOD,381241,201774,2,1
021C,43,2018,6,1,CEDAR,381022,201589,2,1
021C,44,2019,6,1,CEDAR,381022,201589,1,1
021E,38,2013,14,1,OLDCOLEPARK,382142,201424,2,1
021E,39,2014,14,1,TRACKSIDE,382281,201327,2,1
021E,40,2015,8,1,HONEYWELL,381931,201706,1,1
021F,35,2010,3,1,BEECH,380931,201164,1,1
021F,36,2011,3,1,CHESNUT,380834,201150,1,1
021F,37,2012,3,1,MANSION,380901,201150,1,1
021G,28,2003,8,1,HONEYWELL,381931,201706,3,1
021K,37,2012,999,2,WINDSOREDGE,383635,200531,3,1
021L,36,2011,22,1,WOODFARM,383337,200429,1,1
021L,37,2012,22,1,WOODFARM,383337,200429,4,1
021L,38,2013,22,1,WOODFARM,383337,200429,1,1
021L,39,2014,22,1,WOODFARM,383337,200429,1,1
021L,40,2015,22,1,WOODFARM,383337,200429,1,1
021L,41,2016,22,1,WOODFARM,383337,200429,1,1
021L,42,2017,21,1,COLLIERSWOOD,382931,200706,2,1
021L,43,2018,21,1,COLLIERSWOOD,382931,200706,1,1
021M,43,2018,7,1,BOXWOOD,381241,201774,2,2
021N,34,2009,2,1,BOX,380621,201409,1,1
021P,33,2008,8,1,CHAIN,381946,201669,2,1
021P,34,2009,8,1,CHAIN,381946,201669,1,1
021R,29,2004,999,2,FIELDFARM,380936,199687,1,1
021T,42,2017,7,1,BOXWOOD,381241,201774,2,1
021T,43,2018,6,1,CEDAR,381022,201589,2,1
021T,44,2019,6,1,CEDAR,381022,201589,1,1
021V,40,2015,11,1,YEW,381619,201268,3,2
021V,41,2016,11,1,YEW,381619,201268,3,2
021V,42,2017,11,1,TAXUS,381737,201220,2,2
021V,43,2018,8,1,HONEYWELL,381931,201706,1,2
021W,30,2005,999,2,HOLLYWOOD,381353,199891,2,2
021Y,32,2007,15,1,KENNEL,382464,200922,2,2
021Z,44,2019,999,2,PYLON,381275,200279,2,1
022A,39,2014,20,1,SCOTLANDBANK,383412,200931,2,1
022A,40,2015,20,1,SCOTLANDBANK,383412,200931,3,1
022A,41,2016,21,1,COLLIERSWOOD,382931,200706,1,1
022B,31,2006,18,1,HOLLOWTREE,382930,201326,2,1
022B,32,2007,18,1,NETTLE,383024,201142,1,1
022B,35,2010,18,1,HOLLOWTREE,382930,201326,1,1
022B,37,2012,18,1,NETTLE,383024,201142,2,1
022B,38,2013,18,1,NETTLE,383024,201142,1,1
022C,41,2016,8,1,HONEYWELL,381931,201706,2,1
022C,42,2017,999,2,WINDSOREDGE,383635,200531,1,1
022C,43,2018,8,1,HONEYWELL,381931,201706,1,1
022E,38,2013,14,1,TRACKSIDE,382281,201327,2,1
022E,39,2014,14,1,TRACKSIDE,382281,201327,2,1
022E,40,2015,8,1,HONEYWELL,381931,201706,1,1
022E,41,2016,8,1,BEND,381942,201770,1,1
022E,42,2017,8,1,CHAIN,381946,201669,1,1
022F,35,2010,9,1,LAURELS,381180,201357,2,1
022F,36,2011,9,1,LAURELS,381180,201357,2,1
022F,37,2012,10,1,HUNTINGGATE,381247,201345,1,1
022F,38,2013,9,1,LAURELS,381180,201357,1,1
022G,28,2003,20,1,PARKMILL,383730,200924,3,1
022G,29,2004,20,1,PARKMILL,383730,200924,2,1
022G,30,2005,20,1,PARKMILL,383730,200924,2,1
022G,31,2006,18,1,HOLLOWTREE,382930,201326,1,1
022G,33,2008,20,1,PARKMILL,383730,200924,1,1
022G,34,2009,20,1,PARKMILL,383730,200924,1,1
022K,37,2012,999,2,WINDSOREDGE,383635,200531,1,1
022L,36,2011,11,1,YEW,381619,201268,1,1
022L,37,2012,11,1,YEW,381619,201268,2,1
022M,43,2018,7,1,BULLPEN,381230,201693,1,1
022N,34,2009,5,1,JACKSMIREY,380678,200030,1,1
022N,35,2010,5,1,JACKSMIREY,380678,200030,2,1
022N,36,2011,5,1,JACKSMIREY,380678,200030,2,1
022N,37,2012,5,1,JACKSMIREY,380678,200030,1,1
022P,33,2008,17,1,OLDOAK,382624,201274,1,1
022P,34,2009,18,1,NETTLE,383024,201142,1,1
022P,35,2010,18,1,HOLLOWTREE,382930,201326,1,1
022P,36,2011,18,1,NETTLE,383024,201142,1,1
022P,37,2012,18,1,NETTLE,383024,201142,1,1
022R,29,2004,4,1,THISTLEWOODBANK,381109,200408,1,1
022T,42,2017,20,1,PARKMILL,383730,200924,2,2
022V,40,2015,16,1,WOODRUSH,382713,200607,1,1
022W,30,2005,999,2,HOLLYWOOD,381353,199891,2,2
022Y,32,2007,11,1,YEW,381619,201268,2,1
022Z,44,2019,22,1,WOODFARM,383337,200429,2,1
023A,39,2014,20,1,PARKMILL,383730,200924,1,1
023A,40,2015,20,1,PARKMILL,383730,200924,4,1
023A,41,2016,20,1,PARKMILL,383730,200924,1,1
023B,31,2006,8,1,HONEYWELL,381931,201706,2,1
023B,32,2007,8,1,HONEYWELL,381931,201706,3,1
023B,33,2008,14,1,TRACKSIDE,382281,201327,3,1
023B,34,2009,14,1,TRACKSIDE,382281,201327,1,1
023C,41,2016,7,1,BOXWOOD,381241,201774,1,1
023C,42,2017,7,1,BOXWOOD,381241,201774,2,1
023E,38,2013,17,1,OLDOAK,382624,201274,1,1
023E,39,2014,17,1,OLDOAK,382624,201274,1,1
023F,35,2010,12,1,TOP,381795,200962,2,1
023F,36,2011,12,1,TOP,381795,200962,3,1
023K,37,2012,999,2,WINDSOREDGE,383635,200531,1,1
023L,36,2011,12,1,TOP,381795,200962,1,1
023L,37,2012,12,1,TOP,381795,200962,3,1
023M,43,2018,7,1,BOXWOOD,381241,201774,2,1
023M,44,2019,6,1,CEDAR,381022,201589,1,1
023N,34,2009,6,1,CEDAR,381022,201589,1,1
023N,35,2010,6,1,CEDAR,381022,201589,3,1
023N,36,2011,6,1,CEDAR,381022,201589,1,1
023N,37,2012,6,1,CEDAR,381022,201589,2,1
023N,39,2014,9,1,BRACKEN,381157,201365,1,1
023P,33,2008,17,1,OLDOAK,382624,201274,2,1
023P,34,2009,17,1,OLDOAK,382624,201274,3,1
023P,35,2010,17,1,OLDOAK,382624,201274,1,1
023P,36,2011,17,1,OLDOAK,382624,201274,1,1
023R,29,2004,4,1,THISTLEWOODBANK,381109,200408,2,1
023R,30,2005,4,1,THISTLEWOODBANK,381109,200408,1,1
023T,42,2017,18,1,HOLLOWTREE,382930,201326,1,2
023T,43,2018,18,1,NETTLE,383024,201142,2,2
023V,40,2015,11,1,YEW,381619,201268,2,2
023V,41,2016,11,1,TAXUS,381737,201220,1,2
023W,30,2005,999,2,HOLLYWOOD,381353,199891,1,1
023Y,32,2007,16,1,FORK,382786,200771,1,2
023Y,33,2008,16,1,WOODRUSH,382713,200607,1,2
023Y,35,2010,16,1,WOODRUSH,382713,200607,3,2
023Z,44,2019,22,1,WOODFARM,383337,200429,2,1
024A,39,2014,999,2,WINDSOREDGE,383635,200531,2,1
024B,31,2006,18,1,NETTLE,383024,201142,3,1
024B,32,2007,18,1,NETTLE,383024,201142,4,1
024B,33,2008,20,1,PARKMILL,383730,200924,1,1
024B,37,2012,20,1,SCOTLANDBANK,383412,200931,1,1
024B,38,2013,20,1,SCOTLANDBANK,383412,200931,1,1
024B,39,2014,20,1,SCOTLANDBANK,383412,200931,1,1
024C,41,2016,999,2,INCHBROOK,384013,200739,2,1
024C,42,2017,999,2,INCHBROOK,384013,200739,3,1
024C,43,2018,999,2,INCHBROOK,384013,200739,1,1
024E,38,2013,14,1,TRACKSIDE,382281,201327,2,1
024E,39,2014,14,1,TRACKSIDE,382281,201327,1,1
024E,40,2015,14,1,COLEPARK,382049,201493,2,1
024E,41,2016,14,1,TRACKSIDE,382281,201327,1,1
024F,35,2010,22,1,WOODFARM,383337,200429,2,1
024F,36,2011,22,1,WOODFARM,383337,200429,2,1
024G,28,2003,17,1,OLDOAK,382624,201274,1,2
024G,29,2004,17,1,OLDOAK,382624,201274,1,2
024G,31,2006,17,1,OLDOAK,382624,201274,1,2
024G,32,2007,18,1,HOLLOWTREE,382930,201326,1,2
024K,37,2012,8,1,HONEYWELL,381931,201706,2,1
024L,36,2011,11,1,TAXUS,381737,201220,1,1
024L,37,2012,11,1,YEW,381619,201268,2,1
024M,43,2018,6,1,CEDAR,381022,201589,1,1
024M,44,2019,6,1,RABBIT,380856,201662,1,1
024N,34,2009,999,2,INCHBROOK,384013,200739,1,1
024P,33,2008,20,1,SCOTLANDBANK,383412,200931,2,2
024P,35,2010,20,1,PARKMILL,383730,200924,1,2
024P,37,2012,20,1,SCOTLANDBANK,383412,200931,2,2
024P,38,2013,20,1,SCOTLANDBANK,383412,200931,2,2
024P,41,2016,20,1,SCOTLANDBANK,383412,200931,1,2
024R,29,2004,999,2,HEDGE,381350,200278,1,1
024T,42,2017,3,1,MANSION,380901,201150,1,1
024T,43,2018,3,1,BEECH,380931,201164,1,1
024T,44,2019,3,1,BEECH,380931,201164,1,1
024V,40,2015,11,1,TAXUS,381737,201220,1,1
024V,41,2016,12,1,TOP,381795,200962,3,1
024V,42,2017,16,1,WOODRUSH,382713,200607,1,1
024W,30,2005,4,1,MEAD,380390,200637,1,1
024Y,32,2007,11,1,YEW,381619,201268,2,1
024Y,33,2008,12,1,TOP,381795,200962,2,1
024Y,34,2009,12,1,TOP,381795,200962,2,1
024Y,35,2010,12,1,TOP,381795,200962,1,1
024Y,36,2011,15,1,POPLAR,382132,201047,1,1
024Y,38,2013,15,1,POPLAR,382132,201047,1,1
024Z,44,2019,999,2,WINDSOREDGE,383635,200531,2,1
025A,39,2014,17,1,OLDOAK,382624,201274,2,1
025A,40,2015,17,1,OLDOAK,382624,201274,4,1
025B,31,2006,22,1,WOODFARM,383337,200429,3,1
025B,32,2007,22,1,WOODFARM,383337,200429,3,1
025B,33,2008,22,1,WOODFARM,383337,200429,2,1
025B,34,2009,22,1,WOODFARM,383337,200429,1,1
025C,41,2016,999,2,INCHBROOK,384013,200739,1,1
025C,42,2017,999,2,INCHBROOK,384013,200739,1,1
025E,38,2013,6,1,CEDAR,381022,201589,2,1
025E,39,2014,6,1,CEDAR,381022,201589,2,1
025E,40,2015,6,1,CEDAR,381022,201589,1,1
025E,41,2016,6,1,CEDAR,381022,201589,1,1
025E,42,2017,6,1,CEDAR,381022,201589,1,1
025E,44,2019,10,1,HUNTINGGATE,381247,201345,1,1
025F,35,2010,999,2,INCHBROOK,384013,200739,1,1
025F,37,2012,999,2,INCHBROOK,384013,200739,1,1
025G,28,2003,6,1,RABBIT,380856,201662,2,1
025G,29,2004,6,1,CEDAR,381022,201589,1,1
025K,37,2012,999,2,INCHBROOK,384013,200739,1,1
025L,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1
025L,37,2012,21,1,COLLIERSWOOD,382931,200706,2,1
025M,43,2018,999,2,INCHBROOK,384013,200739,2,1
025N,34,2009,999,2,INCHBROOK,384013,200739,1,1
025N,35,2010,999,2,INCHBROOK,384013,200739,1,1
025N,37,2012,999,2,INCHBROOK,384013,200739,1,1
025N,38,2013,999,2,INCHBROOK,384013,200739,1,1
025P,33,2008,5,1,JACKSMIREY,380678,200030,2,1
025P,34,2009,4,1,ARTHURS,380534,200550,1,1
025R,29,2004,4,1,THISTLEWOODBANK,381109,200408,1,1
025T,42,2017,4,1,ARTHURS,380534,200550,1,2
025T,43,2018,4,1,MEAD,380390,200637,1,2
025V,40,2015,11,1,TAXUS,381737,201220,1,1
025V,41,2016,11,1,YEW,381619,201268,1,1
025W,30,2005,4,1,THISTLEWOODBANK,381109,200408,1,1
025W,31,2006,4,1,OPEN,380812,200417,1,1
025W,32,2007,4,1,THISTLEWOODBANK,381109,200408,1,1
025W,33,2008,4,1,JUNCTION,380841,200432,2,1
025Y,32,2007,999,2,WINDSOREDGE,383635,200531,2,1
025Z,44,2019,999,2,INCHBROOK,384013,200739,2,1
026A,39,2014,999,2,INCHBROOK,384013,200739,2,1
026A,40,2015,999,2,INCHBROOK,384013,200739,2,1
026A,42,2017,999,2,INCHBROOK,384013,200739,1,1
026B,31,2006,999,2,INCHBROOK,384013,200739,3,1
026B,32,2007,999,2,INCHBROOK,384013,200739,2,1
026C,41,2016,5,1,JACKSMIREY,380678,200030,2,2
026C,42,2017,5,1,JACKSMIREY,380678,200030,3,2
026C,43,2018,5,1,JACKSMIREY,380678,200030,3,2
026E,38,2013,999,2,INCHBROOK,384013,200739,2,1
026E,39,2014,999,2,INCHBROOK,384013,200739,3,1
026E,40,2015,999,2,INCHBROOK,384013,200739,2,1
026F,35,2010,999,2,INCHBROOK,384013,200739,1,1
026F,36,2011,999,2,INCHBROOK,384013,200739,1,1
026F,38,2013,999,2,INCHBROOK,384013,200739,1,1
026G,28,2003,6,1,RABBIT,380856,201662,2,1
026K,37,2012,6,1,CEDAR,381022,201589,1,1
026L,36,2011,16,1,WOODRUSH,382713,200607,1,1
026M,43,2018,999,2,WINDSOREDGE,383635,200531,3,1
026M,44,2019,999,2,WINDSOREDGE,383635,200531,1,1
026N,34,2009,8,1,HONEYWELL,381931,201706,1,1
026N,35,2010,8,1,HONEYWELL,381931,201706,2,1
026N,36,2011,8,1,HONEYWELL,381931,201706,2,1
026N,37,2012,8,1,HONEYWELL,381931,201706,2,1
026P,33,2008,5,1,JACKSMIREY,380678,200030,2,1
026P,34,2009,5,1,JACKSMIREY,380678,200030,2,1
026R,29,2004,999,2,HEDGE,381350,200278,1,1
026T,42,2017,3,1,CHESNUT,380834,201150,1,1
026T,43,2018,3,1,BEECH,380931,201164,2,1
026V,40,2015,11,1,TAXUS,381737,201220,1,1
026V,41,2016,11,1,YEW,381619,201268,2,1
026W,30,2005,999,2,HOLLYWOOD,381353,199891,1,1
026Y,32,2007,999,2,WINDSOREDGE,383635,200531,3,1
026Y,33,2008,999,2,WINDSOREDGE,383635,200531,3,1
026Y,35,2010,22,1,WOODFARM,383337,200429,1,1
026Z,44,2019,999,2,WINDSOREDGE,383635,200531,2,1
027A,39,2014,17,1,OLDOAK,382624,201274,2,1
027A,40,2015,17,1,OLDOAK,382624,201274,3,1
