tattoo,primary,primary_year,SG_id,zone,Sett_Clean,x,y,n_loc_obs,entry_group
G019,3,1978,2,1,LARCH,380541,201242,1,2
G019,4,1979,2,1,BOX,380621,201409,1,2
G019,5,1980,2,1,LARCH,380541,201242,1,2
G019,6,1981,4,1,MEAD,380390,200637,1,2
G019,7,1982,2,1,LARCH,380541,201242,2,2
G019,8,1983,2,1,LARCH,380541,201242,1,2
G020,2,1977,11,1,YEW,381619,201268,2,2
G020,3,1978,11,1,DEN,381314,201015,1,2
G020,4,1979,11,1,YEW,381619,201268,1,2
G020,5,1980,11,1,DEN,381314,201015,1,2
G020,6,1981,10,1,SEPTICTANK,381357,201285,2,2
G020,7,1982,10,1,SEPTICTANK,381357,201285,2,2
G020,8,1983,9,1,LAURELS,381180,201357,2,2
G021,2,1977,6,1,SYCAMORE,381103,201676,1,2
G024,2,1977,6,1,SYCAMORE,381103,201676,1,1
G024,4,1979,6,1,CEDAR,381022,201589,1,1
G025,2,1977,11,1,YEW,381619,201268,1,2
G025,3,1978,11,1,YEW,381619,201268,1,2
G025,4,1979,11,1,YEW,381619,201268,2,2
G026,2,1977,11,1,YEW,381619,201268,1,1
G028,2,1977,4,1,ARTHURS,380534,200550,1,1
G028,3,1978,4,1,MEAD,380390,200637,2,1
G029,2,1977,4,1,ARTHURS,380534,200550,1,1
G029,3,1978,4,1,ARTHURS,380534,200550,1,1
G030,2,1977,4,1,ARTHURS,380534,200550,1,2
G030,3,1978,4,1,BANK,380563,200499,1,2
G030,4,1979,2,1,LARCH,380541,201242,1,2
G031,2,1977,4,1,ARTHURS,380534,200550,1,2
G031,6,1981,4,1,ARTHURS,380534,200550,1,2
G031,7,1982,4,1,ARTHURS,380534,200550,2,2
G032,2,1977,4,1,ARTHURS,380534,200550,1,2
G034,2,1977,4,1,ARTHURS,380534,200550,1,1
G035,2,1977,4,1,ARTHURS,380534,200550,1,1
G035,3,1978,4,1,BANK,380563,200499,1,1
G036,2,1977,4,1,JUNCTION,380841,200432,1,1
G037,2,1977,4,1,JUNCTION,380841,200432,1,1
G038,2,1977,4,1,JUNCTION,380841,200432,1,1
G039,2,1977,4,1,BANK,380563,200499,1,1
G042,2,1977,4,1,JUNCTION,380841,200432,1,2
G043,2,1977,2,1,LARCH,380541,201242,1,1
G044,3,1978,11,1,DEN,381314,201015,1,2
G044,4,1979,11,1,YEW,381619,201268,1,2
G044,6,1981,11,1,YEW,381619,201268,1,2
G046,2,1977,4,1,MEAD,380390,200637,1,2
G046,6,1981,4,1,JUNCTION,380841,200432,1,2
G048,2,1977,2,1,LARCH,380541,201242,1,1
G049,2,1977,3,1,BEECH,380931,201164,1,2
G050,3,1978,4,1,BANK,380563,200499,1,1
G071,10,1985,999,2,FIELDFARM,380936,199687,1,1
G072,10,1985,999,2,FIELDFARM,380936,199687,1,1
G073,10,1985,999,2,FIELDFARM,380936,199687,1,2
G073,13,1988,999,2,DINGLE,383237,202222,1,2
G073,15,1990,999,2,FIELDFARM,380936,199687,1,2
G073,16,1991,999,2,FIELDFARM,380936,199687,2,2
G073,18,1993,999,2,FIELDFARM,380936,199687,1,2
G073,19,1994,999,2,FIELDFARM,380936,199687,1,2
G073,21,1996,999,2,FIELDFARM,380936,199687,1,2
GX001,1,1976,3,1,BEECH,380931,201164,1,2
GX002,1,1976,3,1,BEECH,380931,201164,1,2
GX003,1,1976,11,1,YEW,381619,201268,1,2
GX004,1,1976,11,1,YEW,381619,201268,1,2
GX005,1,1976,12,1,TOP,381795,200962,1,2
GX006,1,1976,12,1,TOP,381795,200962,1,2
GX007,1,1976,12,1,TOP,381795,200962,1,2
GX009,1,1976,3,1,BEECH,380931,201164,1,2
H001,4,1979,999,2,HEDGE,381350,200278,1,2
H001,5,1980,999,2,HEDGE,381350,200278,1,2
H001,6,1981,999,2,HEDGE,381350,200278,2,2
H002,20,1995,1,1,WEST,380190,201400,1,2
H003,20,1995,999,2,BENCH,380417,201488,1,2
H004,20,1995,999,2,FIELDFARM,380936,199687,1,1
H005,20,1995,21,1,COLLIERSWOOD,382931,200706,3,1
H006,20,1995,8,1,HONEYWELL,381931,201706,2,2
H006,21,1996,8,1,HONEYWELL,381931,201706,2,2
H006,22,1997,8,1,HONEYWELL,381931,201706,1,2
H007,20,1995,999,2,BENCH,380417,201488,2,1
H008,20,1995,999,2,BENCH,380417,201488,2,1
H008,21,1996,999,2,BENCH,380417,201488,3,1
H008,22,1997,999,2,BENCH,380417,201488,2,1
H008,23,1998,999,2,BENCH,380417,201488,2,1
H008,24,1999,999,2,BENCH,380417,201488,2,1
H009,20,1995,2,1,BOX,380621,201409,1,1
H010,20,1995,2,1,BOX,380621,201409,1,1
H011,20,1995,2,1,BOX,380621,201409,1,1
H012,20,1995,4,1,ARTHURS,380534,200550,1,1
H013,20,1995,4,1,ARTHURS,380534,200550,1,1
H014,20,1995,999,2,HEDGE,381350,200278,2,1
H014,21,1996,999,2,HEDGE,381350,200278,1,1
H014,23,1998,999,2,HEDGE,381350,200278,2,1
H014,24,1999,999,2,HEDGE,381350,200278,2,1
H014,25,2000,999,2,HEDGE,381350,200278,1,1
H014,26,2001,999,2,HEDGE,381350,200278,1,1
H014,27,2002,999,2,HEDGE,381350,200278,1,1
H015,20,1995,999,2,HEDGE,381350,200278,2,1
H015,21,1996,999,2,HEDGE,381350,200278,2,1
H015,22,1997,999,2,HEDGE,381350,200278,2,1
H015,23,1998,999,2,HEDGE,381350,200278,1,1
H015,24,1999,999,2,HEDGE,381350,200278,2,1
H015,26,2001,999,2,HEDGE,381350,200278,1,1
H015,27,2002,999,2,HEDGE,381350,200278,1,1
H016,20,1995,1,1,CORRAL,380279,201409,1,1
H016,21,1996,1,1,WEST,380190,201400,4,1
H016,22,1997,1,1,WEST,380190,201400,2,1
H017,20,1995,999,2,HEDGE,381350,200278,1,1
H018,20,1995,999,2,HEDGE,381350,200278,1,1
H019,20,1995,999,2,ATCOMBECORNER,383696,201502,1,1
H019,21,1996,999,2,ATCOMBECORNER,383696,201502,1,1
H020,20,1995,2,1,LARCH,380541,201242,2,1
H020,21,1996,2,1,LARCH,380541,201242,2,1
H020,22,1997,2,1,BOX,380621,201409,1,1
H021,20,1995,1,1,WEST,380190,201400,1,1
H022,20,1995,2,1,LARCH,380541,201242,1,1
H024,20,1995,999,2,BENCH,380417,201488,2,1
H025,20,1995,4,1,THISTLEWOODBANK,381109,200408,1,1
H026,20,1995,4,1,THISTLEWOODBANK,381109,200408,1,1
H027,20,1995,2,1,BOX,380621,201409,1,1
H027,21,1996,2,1,BOX,380621,201409,2,1
H027,22,1997,2,1,LARCH,380541,201242,2,1
H027,23,1998,2,1,LARCH,380541,201242,2,1
H027,24,1999,2,1,BOX,380621,201409,1,1
H027,25,2000,2,1,BOX,380621,201409,2,1
H027,26,2001,2,1,BOX,380621,201409,2,1
H027,27,2002,2,1,BOX,380621,201409,2,1
H027,28,2003,2,1,BOX,380621,201409,2,1
H027,29,2004,2,1,BOX,380621,201409,1,1
H027,30,2005,2,1,BOX,380621,201409,2,1
H027,31,2006,2,1,BOX,380621,201409,2,1
H027,32,2007,2,1,BOX,380621,201409,1,1
H028,20,1995,2,1,LARCH,380541,201242,2,1
H028,21,1996,2,1,LARCH,380541,201242,2,1
H028,23,1998,6,1,RABBIT,380856,201662,2,1
H028,24,1999,6,1,CEDAR,381022,201589,1,1
H028,25,2000,6,1,CEDAR,381022,201589,1,1
H029,20,1995,999,2,HEDGE,381350,200278,2,1
H029,21,1996,999,2,HEDGE,381350,200278,4,1
H029,23,1998,999,2,HEDGE,381350,200278,1,1
H029,24,1999,999,2,HEDGE,381350,200278,3,1
H030,20,1995,1,1,CORRAL,380279,201409,1,1
H031,20,1995,5,1,JACKSMIREY,380678,200030,2,1
H031,21,1996,5,1,JACKSMIREY,380678,200030,2,1
H031,22,1997,5,1,JACKSMIREY,380678,200030,1,1
H031,23,1998,5,1,JACKSMIREY,380678,200030,1,1
H031,24,1999,999,2,SINGLE,380737,200025,1,1
H031,25,2000,5,1,JACKSMIREY,380678,200030,1,1
H032,20,1995,5,1,JACKSMIREY,380678,200030,2,1
H032,21,1996,5,1,JACKSMIREY,380678,200030,1,1
H032,22,1997,5,1,JACKSMIREY,380678,200030,2,1
H032,23,1998,5,1,JACKSMIREY,380678,200030,1,1
H033,20,1995,1,1,WEST,380190,201400,2,1
H033,21,1996,1,1,WEST,380190,201400,3,1
H033,22,1997,1,1,WEST,380190,201400,2,1
H034,20,1995,1,1,CORRAL,380279,201409,1,1
H035,20,1995,1,1,WEST,380190,201400,1,1
H036,20,1995,1,1,WEST,380190,201400,1,1
H037,20,1995,999,2,BENCH,380417,201488,2,1
H038,20,1995,999,2,HEDGE,381350,200278,2,1
H038,21,1996,999,2,HEDGE,381350,200278,1,1
H039,20,1995,999,2,HEDGE,381350,200278,2,1
H039,21,1996,999,2,HEDGE,381350,200278,1,1
H040,20,1995,999,2,ATCOMBEWEST,383375,201417,1,1
H040,21,1996,999,2,ATCOMBEWEST,383375,201417,1,1
H041,20,1995,15,1,POPLAR,382132,201047,1,1
H041,21,1996,15,1,POPLAR,382132,201047,1,1
H041,22,1997,3,1,BEECH,380931,201164,1,1
H042,20,1995,15,1,POPLAR,382132,201047,1,1
H043,20,1995,15,1,POPLAR,382132,201047,1,1
H043,21,1996,15,1,WYCHELM,382074,201085,2,1
H043,22,1997,15,1,WYCHELM,382074,201085,2,1
H043,23,1998,14,1,COLEPARK,382049,201493,1,1
H043,24,1999,15,1,POPLAR,382132,201047,2,1
H043,25,2000,15,1,WYCHELM,382074,201085,2,1
H043,26,2001,15,1,WYCHELM,382074,201085,2,1
H043,27,2002,15,1,WYCHELM,382074,201085,3,1
H043,28,2003,15,1,WYCHELM,382074,201085,3,1
H043,29,2004,15,1,POPLAR,382132,201047,2,1
H043,30,2005,15,1,NEEDLES,382440,200974,1,1
H044,20,1995,2,1,LARCH,380541,201242,1,1
H044,21,1996,15,1,POPLAR,382132,201047,1,1
H044,22,1997,15,1,WYCHELM,382074,201085,3,1
H044,23,1998,3,1,STONEYTRACK,380742,201140,1,1
H044,24,1999,15,1,POPLAR,382132,201047,2,1
H044,25,2000,15,1,WYCHELM,382074,201085,2,1
H045,20,1995,15,1,POPLAR,382132,201047,1,1
H046,20,1995,3,1,BEECH,380931,201164,2,1
H046,21,1996,3,1,BEECH,380931,201164,1,1
H046,22,1997,3,1,CHESNUT,380834,201150,1,1
H046,23,1998,3,1,BEECH,380931,201164,1,1
H046,24,1999,2,1,NEWFENCE,380635,201191,2,1
H046,26,2001,3,1,CHESNUT,380834,201150,1,1
H047,20,1995,15,1,KENNEL,382464,200922,2,1
H047,21,1996,15,1,KENNEL,382464,200922,1,1
H047,22,1997,15,1,KENNEL,382464,200922,1,1
H047,23,1998,15,1,KENNEL,382464,200922,1,1
H048,20,1995,15,1,KENNEL,382464,200922,2,1
H048,21,1996,15,1,KENNEL,382464,200922,1,1
H050,20,1995,22,1,WOODFARM,383337,200429,2,1
H050,21,1996,22,1,WOODFARM,383337,200429,1,1
H051,20,1995,20,1,PARKMILL,383730,200924,2,1
H051,21,1996,20,1,PARKMILL,383730,200924,2,1
H051,22,1997,20,1,PARKMILL,383730,200924,3,1
H051,23,1998,20,1,PARKMILL,383730,200924,1,1
H051,24,1999,999,2,SANDY,383812,200913,1,1
H051,25,2000,20,1,PARKMILL,383730,200924,1,1
H051,26,2001,4,1,BRAMBLE,380625,200466,1,1
H051,28,2003,20,1,PARKMILL,383730,200924,1,1
H052,20,1995,20,1,PARKMILL,383730,200924,1,1
H053,20,1995,6,1,CEDAR,381022,201589,1,1
H053,21,1996,6,1,CEDAR,381022,201589,2,1
H053,22,1997,2,1,BOX,380621,201409,1,1
H053,23,1998,2,1,BOX,380621,201409,1,1
H053,24,1999,6,1,RABBIT,380856,201662,2,1
H054,20,1995,999,2,WINDSOREDGE,383635,200531,2,1
H054,21,1996,999,2,WINDSOREDGE,383635,200531,3,1
H054,22,1997,999,2,WINDSOREDGE,383635,200531,2,1
H054,23,1998,999,2,WINDSOREDGE,383635,200531,1,1
H054,26,2001,999,2,HOPPER,383666,200473,1,1
H054,27,2002,999,2,HOPPER,383666,200473,1,1
H055,20,1995,17,1,TOPOAK,382616,201525,1,1
H055,21,1996,17,1,TOPOAK,382616,201525,2,1
H055,22,1997,14,1,COLEPARK,382049,201493,1,1
H056,20,1995,17,1,TOPOAK,382616,201525,2,1
H057,20,1995,999,2,INCHBROOK,384013,200739,1,1
H057,21,1996,999,2,INCHBROOK,384013,200739,1,1
H057,22,1997,999,2,INCHBROOK,384013,200739,1,1
H057,25,2000,999,2,INCHBROOK,384013,200739,1,1
H057,26,2001,999,2,INCHBROOK,384013,200739,1,1
H057,27,2002,999,2,INCHBROOK,384013,200739,1,1
H057,28,2003,999,2,INCHBROOK,384013,200739,1,1
H057,30,2005,999,2,INCHBROOK,384013,200739,1,1
H058,20,1995,999,2,INCHBROOK,384013,200739,2,1
H058,21,1996,999,2,INCHBROOK,384013,200739,1,1
H059,20,1995,999,2,INCHBROOK,384013,200739,1,1
H059,21,1996,999,2,INCHBROOK,384013,200739,1,1
H060,20,1995,17,1,TOPOAK,382616,201525,2,1
H060,21,1996,17,1,TOPOAK,382616,201525,2,1
H061,20,1995,22,1,WOODFARM,383337,200429,1,1
H061,21,1996,22,1,WOODFARM,383337,200429,3,1
H061,22,1997,22,1,WOODFARM,383337,200429,2,1
H061,23,1998,22,1,WOODFARM,383337,200429,2,1
H061,24,1999,22,1,WOODFARM,383337,200429,1,1
H061,25,2000,22,1,WOODFARM,383337,200429,1,1
H061,26,2001,22,1,WOODFARM,383337,200429,2,1
H061,27,2002,999,2,WINDSOREDGE,383635,200531,1,1
H061,30,2005,21,1,COLLIERSWOOD,382931,200706,1,1
H061,31,2006,21,1,COLLIERSWOOD,382931,200706,1,1
H062,20,1995,999,2,WINDSOREDGE,383635,200531,2,1
H062,21,1996,999,2,WINDSOREDGE,383635,200531,3,1
H063,20,1995,999,2,ATCOMBEWEST,383375,201417,2,1
H063,22,1997,18,1,NETTLE,383024,201142,2,1
H063,23,1998,18,1,NETTLE,383024,201142,1,1
H063,24,1999,18,1,NETTLE,383024,201142,1,1
H063,26,2001,18,1,LINSEED,383011,201367,1,1
H063,27,2002,18,1,HOLLOWTREE,382930,201326,1,1
H063,28,2003,18,1,HOLLOWTREE,382930,201326,1,1
H063,29,2004,18,1,NETTLE,383024,201142,1,1
H063,30,2005,19,1,DAM,383126,200958,1,1
H064,20,1995,999,2,ATCOMBECORNER,383696,201502,1,1
H064,21,1996,999,2,ATCOMBEWEST,383375,201417,1,1
H065,20,1995,4,1,ARTHURS,380534,200550,1,1
H065,21,1996,4,1,ARTHURS,380534,200550,1,1
H066,20,1995,5,1,JACKSMIREY,380678,200030,1,1
H066,21,1996,5,1,JACKSMIREY,380678,200030,3,1
H066,22,1997,4,1,ARTHURS,380534,200550,1,1
H066,24,1999,5,1,JACKSMIREY,380678,200030,1,1
H067,20,1995,999,2,FIELDFARM,380936,199687,1,1
H067,21,1996,999,2,FIELDFARM,380936,199687,2,1
H067,22,1997,999,2,FIELDFARM,380936,199687,1,1
H068,20,1995,16,1,PEGLARS,382355,200596,1,2
H069,20,1995,15,1,POPLAR,382132,201047,1,1
H069,21,1996,15,1,WYCHELM,382074,201085,1,1
H069,23,1998,15,1,PONTINS,382122,200921,2,1
H069,24,1999,15,1,BOG,382099,200773,2,1
H069,25,2000,15,1,BOG,382099,200773,2,1
H069,26,2001,15,1,BOG,382099,200773,1,1
H069,27,2002,15,1,BOG,382099,200773,1,1
H069,28,2003,16,1,PEGLARS,382355,200596,1,1
H069,29,2004,16,1,PEGLARS,382355,200596,3,1
H069,30,2005,16,1,PEGLARS,382355,200596,1,1
H069,31,2006,16,1,PEGLARS,382355,200596,2,1
H070,20,1995,3,1,BEECH,380931,201164,2,1
H070,21,1996,3,1,CHESNUT,380834,201150,2,1
H070,22,1997,3,1,CHESNUT,380834,201150,1,1
H070,23,1998,3,1,CHESNUT,380834,201150,2,1
H071,20,1995,16,1,FORK,382786,200771,2,1
H071,21,1996,16,1,FORK,382786,200771,1,1
H071,22,1997,16,1,WOODRUSH,382713,200607,2,1
H072,20,1995,16,1,PEGLARS,382355,200596,2,2
H073,20,1995,16,1,PEGLARS,382355,200596,1,2
H074,20,1995,17,1,OLDOAK,382624,201274,2,1
H075,20,1995,999,2,BENCH,380417,201488,1,1
H076,20,1995,11,1,YEW,381619,201268,1,1
H076,21,1996,11,1,YEW,381619,201268,2,1
H077,20,1995,17,1,TOPOAK,382616,201525,1,1
H077,21,1996,17,1,TOPOAK,382616,201525,2,1
H077,22,1997,14,1,COLEPARK,382049,201493,1,1
H077,23,1998,8,1,HONEYWELL,381931,201706,2,1
H078,20,1995,999,2,ATCOMBECORNER,383696,201502,1,1
H078,21,1996,999,2,ATCOMBECORNER,383696,201502,1,1
H078,22,1997,20,1,PARKMILL,383730,200924,1,1
I001,27,2002,8,1,HONEYWELL,381931,201706,1,2
I002,27,2002,6,1,RABBIT,380856,201662,1,2
I002,28,2003,6,1,CEDAR,381022,201589,1,2
I002,29,2004,6,1,RABBIT,380856,201662,2,2
I003,27,2002,1,1,WEST,380190,201400,3,1
I003,28,2003,1,1,SPUR,379972,201378,1,1
I004,27,2002,4,1,THISTLEWOODBANK,381109,200408,2,1
I004,28,2003,4,1,JUNCTION,380841,200432,1,1
I005,27,2002,1,1,WEST,380190,201400,3,1
I006,27,2002,1,1,WEST,380190,201400,3,1
I007,27,2002,2,1,BOX,380621,201409,2,1
I007,28,2003,2,1,BOX,380621,201409,3,1
I007,29,2004,2,1,LARCH,380541,201242,1,1
I007,30,2005,2,1,BOX,380621,201409,1,1
I007,31,2006,6,1,RABBIT,380856,201662,3,1
I007,32,2007,6,1,RABBIT,380856,201662,1,1
I008,27,2002,2,1,BOX,380621,201409,2,1
I008,28,2003,2,1,BOX,380621,201409,2,1
I008,29,2004,2,1,BOX,380621,201409,3,1
I008,30,2005,2,1,BOX,380621,201409,1,1
I008,31,2006,2,1,BOX,380621,201409,1,1
I008,32,2007,2,1,BOX,380621,201409,2,1
I008,33,2008,2,1,BOX,380621,201409,1,1
I008,34,2009,999,2,BENCH,380417,201488,1,1
I008,35,2010,2,1,BOX,380621,201409,2,1
I008,36,2011,2,1,BOX,380621,201409,2,1
I008,37,2012,2,1,BOX,380621,201409,1,1
I009,27,2002,999,2,FIELDFARM,380936,199687,3,2
I009,28,2003,999,2,FIELDFARM,380936,199687,1,2
I010,27,2002,999,2,FIELDFARM,380936,199687,1,1
I011,27,2002,1,1,WEST,380190,201400,2,1
I011,28,2003,1,1,WEST,380190,201400,1,1
I012,27,2002,4,1,THISTLEWOODBANK,381109,200408,2,1
I012,28,2003,4,1,JUNCTION,380841,200432,1,1
I013,27,2002,4,1,THISTLEWOODBANK,381109,200408,2,1
I013,28,2003,4,1,THISTLEWOODBANK,381109,200408,2,1
I014,27,2002,3,1,BEECH,380931,201164,2,1
I014,28,2003,3,1,CHESNUT,380834,201150,2,1
I014,29,2004,3,1,BEECH,380931,201164,1,1
I015,27,2002,3,1,BEECH,380931,201164,1,1
I016,27,2002,10,1,HUNTINGGATE,381247,201345,2,1
I016,28,2003,9,1,BRACKEN,381157,201365,1,1
I016,29,2004,4,1,THISTLEWOODBANK,381109,200408,1,1
I016,31,2006,4,1,ARTHURS,380534,200550,1,1
I017,27,2002,10,1,HUNTINGGATE,381247,201345,2,1
I017,28,2003,9,1,BRACKEN,381157,201365,1,1
I018,27,2002,15,1,WYCHELM,382074,201085,2,1
I018,28,2003,16,1,PEGLARS,382355,200596,1,1
I018,29,2004,16,1,PEGLARS,382355,200596,2,1
I019,27,2002,15,1,BOG,382099,200773,1,1
I019,28,2003,15,1,BOG,382099,200773,1,1
I019,29,2004,16,1,PEGLARS,382355,200596,2,1
I019,31,2006,16,1,PEGLARS,382355,200596,2,1
I019,32,2007,16,1,PEGLARS,382355,200596,1,1
I019,33,2008,15,1,KENNEL,382464,200922,1,1
I020,27,2002,15,1,BOG,382099,200773,2,1
I020,28,2003,16,1,PEGLARS,382355,200596,1,1
I020,29,2004,16,1,PEGLARS,382355,200596,1,1
I021,27,2002,15,1,BOG,382099,200773,1,1
I022,27,2002,15,1,WYCHELM,382074,201085,3,1
I022,28,2003,15,1,WYCHELM,382074,201085,3,1
I023,27,2002,15,1,WYCHELM,382074,201085,1,1
I024,27,2002,21,1,COLLIERSWOOD,382931,200706,1,2
I024,28,2003,21,1,COLLIERSWOOD,382931,200706,1,2
I024,29,2004,21,1,COLLIERSWOOD,382931,200706,1,2
I025,27,2002,11,1,TAXUS,381737,201220,1,1
I026,27,2002,11,1,TAXUS,381737,201220,1,1
I027,27,2002,15,1,BOG,382099,200773,2,1
I027,28,2003,16,1,PEGLARS,382355,200596,1,1
I027,29,2004,16,1,PEGLARS,382355,200596,2,1
I028,27,2002,15,1,BOG,382099,200773,1,1
I029,27,2002,999,2,INCHBROOK,384013,200739,1,1
I030,27,2002,999,2,INCHBROOK,384013,200739,2,1
I030,28,2003,999,2,INCHBROOK,384013,200739,3,1
I030,29,2004,999,2,INCHBROOK,384013,200739,3,1
I031,27,2002,999,2,INCHBROOK,384013,200739,1,1
I032,27,2002,20,1,PARKMILL,383730,200924,1,1
I033,27,2002,22,1,WOODFARM,383337,200429,1,1
I034,27,2002,6,1,CEDAR,381022,201589,1,2
I034,28,2003,6,1,RABBIT,380856,201662,1,2
I035,27,2002,20,1,PARKMILL,383730,200924,2,1
I035,28,2003,20,1,PARKMILL,383730,200924,2,1
I035,29,2004,20,1,PARKMILL,383730,200924,1,1
I035,30,2005,20,1,PARKMILL,383730,200924,3,1
I035,31,2006,20,1,PARKMILL,383730,200924,1,1
I035,32,2007,20,1,PARKMILL,383730,200924,2,1
I035,34,2009,20,1,PARKMILL,383730,200924,2,1
I035,35,2010,20,1,PARKMILL,383730,200924,1,1
I036,27,2002,20,1,PARKMILL,383730,200924,1,1
I037,27,2002,1,1,WEST,380190,201400,2,1
I037,28,2003,1,1,WEST,380190,201400,2,1
I038,27,2002,20,1,PARKMILL,383730,200924,1,1
I039,27,2002,1,1,WEST,380190,201400,2,1
I039,28,2003,1,1,WEST,380190,201400,3,1
I040,27,2002,999,2,INCHBROOK,384013,200739,2,1
I040,28,2003,999,2,INCHBROOK,384013,200739,2,1
I041,27,2002,22,1,WOODFARM,383337,200429,1,1
I042,27,2002,999,2,FIELDFARM,380936,199687,2,2
I042,28,2003,999,2,FIELDFARM,380936,199687,3,2
I042,29,2004,999,2,FIELDFARM,380936,199687,2,2
I043,27,2002,1,1,WEST,380190,201400,1,1
I043,28,2003,1,1,WEST,380190,201400,1,1
I044,27,2002,1,1,WEST,380190,201400,1,1
I045,27,2002,1,1,WEST,380190,201400,2,1
I045,28,2003,1,1,WEST,380190,201400,3,1
I045,30,2005,1,1,WEST,380190,201400,1,1
I045,31,2006,1,1,WEST,380190,201400,1,1
I046,27,2002,999,2,FIELDFARM,380936,199687,1,2
I047,27,2002,1,1,WEST,380190,201400,2,1
I047,28,2003,1,1,WEST,380190,201400,1,1
I048,27,2002,999,2,INCHBROOK,384013,200739,2,1
I048,28,2003,999,2,INCHBROOK,384013,200739,1,1
I049,27,2002,999,2,WINDSOREDGE,383635,200531,1,1
I049,29,2004,999,2,WINDSOREDGE,383635,200531,1,1
I050,27,2002,20,1,PARKMILL,383730,200924,1,1
I050,28,2003,20,1,PARKMILL,383730,200924,2,1
I051,27,2002,17,1,TOPOAK,382616,201525,1,2
I052,27,2002,20,1,PARKMILL,383730,200924,1,1
I052,28,2003,20,1,PARKMILL,383730,200924,1,1
I052,30,2005,20,1,PARKMILL,383730,200924,1,1
J001,23,1998,15,1,WYCHELM,382074,201085,2,1
J002,23,1998,2,1,BOX,380621,201409,2,1
J002,24,1999,1,1,BUCKHOLT,379874,201435,1,1
J003,23,1998,2,1,BOX,380621,201409,1,1
J003,24,1999,2,1,LARCH,380541,201242,2,1
J003,25,2000,2,1,JACOBS,380387,201401,1,1
J003,26,2001,2,1,LARCH,380541,201242,1,1
J003,27,2002,2,1,BOX,380621,201409,1,1
J003,28,2003,2,1,BOX,380621,201409,1,1
J004,23,1998,2,1,LARCH,380541,201242,1,1
J005,23,1998,999,2,HEDGE,381350,200278,3,1
J005,24,1999,999,2,HEDGE,381350,200278,2,1
J005,25,2000,999,2,HEDGE,381350,200278,1,1
J005,26,2001,999,2,HEDGE,381350,200278,1,1
J006,23,1998,999,2,HEDGE,381350,200278,1,1
J006,24,1999,999,2,HEDGE,381350,200278,3,1
J007,23,1998,999,2,BENCH,380417,201488,3,1
J007,24,1999,999,2,BENCH,380417,201488,1,1
J008,23,1998,4,1,JUNCTION,380841,200432,3,1
J008,24,1999,4,1,THISTLEWOODBANK,381109,200408,2,1
J008,26,2001,4,1,THISTLEWOODBANK,381109,200408,1,1
J010,23,1998,999,2,HEDGE,381350,200278,3,1
J010,24,1999,999,2,HEDGE,381350,200278,2,1
J010,25,2000,12,1,SAPLING,381716,201013,1,1
J011,23,1998,999,2,FIELDFARM,380936,199687,3,1
J011,24,1999,999,2,FIELDFARM,380936,199687,1,1
J012,23,1998,5,1,JACKSMIREY,380678,200030,2,1
J012,24,1999,5,1,JACKSMIREY,380678,200030,4,1
J012,25,2000,5,1,JACKSMIREY,380678,200030,1,1
J013,23,1998,5,1,JACKSMIREY,380678,200030,2,1
J013,24,1999,5,1,JACKSMIREY,380678,200030,1,1
J013,26,2001,5,1,JACKSMIREY,380678,200030,1,1
J014,23,1998,1,1,WEST,380190,201400,1,1
J014,24,1999,1,1,BUCKHOLT,379874,201435,2,1
J015,23,1998,2,1,BOX,380621,201409,2,1
J015,24,1999,2,1,LARCH,380541,201242,2,1
J015,25,2000,2,1,BOX,380621,201409,2,1
J015,26,2001,2,1,LARCH,380541,201242,1,1
J015,27,2002,2,1,BOX,380621,201409,1,1
J015,28,2003,2,1,BOX,380621,201409,1,1
J015,29,2004,2,1,BOX,380621,201409,1,1
J015,30,2005,2,1,LARCH,380541,201242,1,1
J016,23,1998,2,1,BOX,380621,201409,1,1
J017,23,1998,2,1,BOX,380621,201409,2,1
J017,24,1999,2,1,BOX,380621,201409,2,1
J017,25,2000,2,1,LARCH,380541,201242,1,1
J017,26,2001,2,1,LARCH,380541,201242,1,1
J017,27,2002,2,1,BOX,380621,201409,1,1
J017,28,2003,2,1,BOX,380621,201409,2,1
J018,23,1998,999,2,BENCH,380417,201488,2,1
J019,23,1998,999,2,HEDGE,381350,200278,2,1
J019,24,1999,999,2,HEDGE,381350,200278,1,1
J020,23,1998,999,2,HEDGE,381350,200278,2,1
J020,24,1999,999,2,HEDGE,381350,200278,2,1
J021,23,1998,4,1,ARTHURS,380534,200550,1,1
J021,24,1999,4,1,MEAD,380390,200637,1,1
J022,23,1998,4,1,ARTHURS,380534,200550,2,1
J022,24,1999,4,1,ARTHURS,380534,200550,1,1
J022,25,2000,4,1,ARTHURS,380534,200550,1,1
J022,26,2001,4,1,ARTHURS,380534,200550,1,1
J023,23,1998,4,1,JUNCTION,380841,200432,3,1
J023,24,1999,4,1,JUNCTION,380841,200432,1,1
J023,25,2000,4,1,THISTLEWOODBANK,381109,200408,2,1
J023,26,2001,4,1,THISTLEWOODBANK,381109,200408,1,1
J024,23,1998,2,1,LARCH,380541,201242,2,1
J024,24,1999,2,1,LARCH,380541,201242,2,1
J025,23,1998,4,1,JUNCTION,380841,200432,1,1
J026,23,1998,4,1,JUNCTION,380841,200432,1,1
J026,24,1999,4,1,THISTLEWOODBANK,381109,200408,1,1
J027,23,1998,999,2,FIELDFARM,380936,199687,1,1
J028,23,1998,12,1,TOP,381795,200962,3,1
