tattoo,year,n_year_encounters,n_distinct_setts,n_distinct_socg,annual_socg,annual_sett,annual_x,annual_y,annual_sett_n_encounters,annual_sett_latest_date,has_annual_xy,in_infection_model,in_phase2
026A,2017,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2017-07-11,TRUE,TRUE,TRUE
026B,2006,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,2006-11-28,TRUE,TRUE,FALSE
026B,2007,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2007-06-05,TRUE,TRUE,FALSE
026C,2016,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2016-12-06,TRUE,TRUE,TRUE
026C,2017,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,2017-10-10,TRUE,TRUE,TRUE
026C,2018,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,2018-10-30,TRUE,TRUE,TRUE
026E,2013,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2013-08-13,TRUE,TRUE,TRUE
026E,2014,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,2014-09-09,TRUE,TRUE,TRUE
026E,2015,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2015-06-23,TRUE,TRUE,TRUE
026F,2010,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2010-10-05,TRUE,TRUE,TRUE
026F,2011,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2011-01-25,TRUE,TRUE,TRUE
026F,2013,2,2,1,INCHBROOK,INCHBROOK,384013,200739,1,2013-06-18,TRUE,TRUE,TRUE
026G,2003,2,1,1,CEDAR,RABBIT,380856,201662,2,2003-09-02,TRUE,TRUE,FALSE
026H,2020,1,1,1,NETTLE,NETTLE,383024,201142,1,2020-10-20,TRUE,TRUE,FALSE
026H,2021,3,2,2,NETTLE,HOLLOWTREE,382930,201326,2,2021-09-29,TRUE,TRUE,FALSE
026K,2012,1,1,1,CEDAR,CEDAR,381022,201589,1,2012-06-26,TRUE,TRUE,FALSE
026L,2011,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,2011-09-20,TRUE,TRUE,FALSE
026M,2018,3,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2018-10-16,TRUE,TRUE,TRUE
026M,2019,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2019-08-13,TRUE,TRUE,TRUE
026M,2020,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2020-09-01,TRUE,TRUE,TRUE
026M,2022,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
026N,2009,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2009-11-17,TRUE,TRUE,TRUE
026N,2010,3,1,1,HONEYWELL,HONEYWELL,381931,201706,3,2010-12-15,TRUE,TRUE,TRUE
026N,2011,3,2,1,HONEYWELL,HONEYWELL,381931,201706,2,2011-07-19,TRUE,TRUE,TRUE
026N,2012,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2012-06-27,TRUE,TRUE,TRUE
026P,2008,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2008-10-21,TRUE,TRUE,FALSE
026P,2009,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2009-07-21,TRUE,TRUE,FALSE
026R,2004,1,1,1,HEDGE,HEDGE,381350,200278,1,2004-05-26,TRUE,TRUE,FALSE
026S,2021,2,2,1,HONEYWELL,HONEYWELL,381931,201706,1,2021-08-24,TRUE,TRUE,FALSE
026T,2017,2,2,1,BEECH,CHESNUT,380834,201150,1,2017-10-10,TRUE,TRUE,FALSE
026T,2018,4,2,1,BEECH,CHESNUT,380834,201150,2,2018-10-30,TRUE,TRUE,FALSE
026T,2019,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
026V,2015,2,2,2,TOP,TOP,381795,200962,1,2015-11-10,TRUE,TRUE,FALSE
026V,2016,2,1,1,YEW,YEW,381619,201268,2,2016-05-10,TRUE,TRUE,FALSE
026W,2005,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,2005-05-25,TRUE,TRUE,FALSE
026Y,2007,3,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2007-11-06,TRUE,TRUE,TRUE
026Y,2008,3,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2008-08-19,TRUE,TRUE,TRUE
026Y,2010,1,1,1,WOODFARM,WOODFARM,383337,200429,1,2010-05-24,TRUE,TRUE,TRUE
026Z,2019,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2019-10-02,TRUE,TRUE,TRUE
026Z,2020,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2020-09-01,TRUE,TRUE,TRUE
026Z,2021,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2021-08-10,TRUE,TRUE,TRUE
026Z,2022,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
027A,2014,3,2,1,OLDOAK,OLDOAK,382624,201274,2,2014-11-04,TRUE,TRUE,TRUE
027A,2015,3,1,1,OLDOAK,OLDOAK,382624,201274,3,2015-09-08,TRUE,TRUE,TRUE
027A,2016,3,1,1,OLDOAK,OLDOAK,382624,201274,3,2016-10-19,TRUE,TRUE,TRUE
027A,2017,1,1,1,OLDOAK,OLDOAK,382624,201274,1,2017-01-25,TRUE,TRUE,TRUE
027B,2006,2,2,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2006-05-23,TRUE,TRUE,FALSE
027C,2016,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2016-09-21,TRUE,TRUE,FALSE
027E,2013,1,1,1,TRACKSIDE,OLDCOLEPARK,382142,201424,1,2013-06-19,TRUE,TRUE,TRUE
027E,2014,3,2,2,TRACKSIDE,OLDCOLEPARK,382142,201424,2,2014-09-09,TRUE,TRUE,TRUE
027E,2015,1,1,1,COLEPARK,COLEPARK,382049,201493,1,2015-06-24,TRUE,TRUE,TRUE
027E,2016,3,1,1,COLEPARK,COLEPARK,382049,201493,3,2016-10-18,TRUE,TRUE,TRUE
027F,2010,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2010-10-05,TRUE,TRUE,FALSE
027F,2011,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2011-05-25,TRUE,TRUE,FALSE
027G,2003,3,2,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2003-09-02,TRUE,TRUE,TRUE
027G,2009,2,2,1,WOODFARM,WOODFARM,383337,200429,1,2009-01-13,TRUE,TRUE,TRUE
027K,2012,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2012-06-26,TRUE,TRUE,FALSE
027L,2011,1,1,1,BREAKHEART,BOXWOOD,381241,201774,1,2011-07-19,TRUE,TRUE,FALSE
027M,2018,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,2018-10-16,TRUE,TRUE,FALSE
027M,2019,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2019-08-14,TRUE,TRUE,FALSE
027N,2009,2,2,1,CEDAR,RABBIT,380856,201662,1,2009-11-17,TRUE,TRUE,FALSE
027N,2010,1,1,1,CEDAR,CEDAR,381022,201589,1,2010-01-26,TRUE,TRUE,FALSE
027P,2008,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2008-10-21,TRUE,TRUE,FALSE
027P,2009,2,1,1,ARTHURS,ARTHURS,380534,200550,2,2009-07-21,TRUE,TRUE,FALSE
027R,2004,2,2,1,ARTHURS,MEAD,380390,200637,1,2004-10-20,TRUE,TRUE,FALSE
027S,2021,1,1,1,NETTLE,LINSEED,383011,201367,1,2021-08-24,TRUE,TRUE,FALSE
027S,2022,2,2,1,NETTLE,HOLLOWTREE,382930,201326,1,2022-06-28,TRUE,TRUE,FALSE
027T,2017,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2017-10-31,TRUE,TRUE,TRUE
027T,2018,6,2,2,WOODFARM,WOODFARM,383337,200429,5,2018-11-27,TRUE,TRUE,TRUE
027T,2019,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2019-09-10,TRUE,TRUE,TRUE
027T,2020,2,2,1,WOODFARM,WOODFARM,383337,200429,1,2020-08-19,TRUE,TRUE,TRUE
027V,2015,1,1,1,YEW,TAXUS,381737,201220,1,2015-06-09,TRUE,TRUE,FALSE
027V,2016,1,1,1,YEW,YEW,381619,201268,1,2016-01-12,TRUE,TRUE,FALSE
027W,2005,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,2005-05-25,TRUE,TRUE,FALSE
027Y,2007,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2007-11-06,TRUE,TRUE,TRUE
027Y,2008,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2008-08-19,TRUE,TRUE,TRUE
027Y,2009,2,2,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2009-10-13,TRUE,TRUE,TRUE
027Z,2019,2,2,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2019-08-13,TRUE,TRUE,FALSE
028A,2014,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2014-06-25,TRUE,TRUE,TRUE
028A,2015,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2015-09-08,TRUE,TRUE,TRUE
028A,2016,1,1,1,WINDSOREDGE,HOPPER,383666,200473,1,2016-08-09,TRUE,TRUE,TRUE
028A,2018,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2018-06-26,TRUE,TRUE,TRUE
028B,2006,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2006-05-23,TRUE,TRUE,FALSE
028C,2016,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2016-10-18,TRUE,TRUE,FALSE
028C,2017,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2017-07-11,TRUE,TRUE,FALSE
028E,2013,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2013-09-24,TRUE,TRUE,FALSE
028F,2010,2,1,1,OLDOAK,OLDOAK,382624,201274,2,2010-11-30,TRUE,TRUE,TRUE
028F,2011,4,1,1,OLDOAK,OLDOAK,382624,201274,4,2011-10-04,TRUE,TRUE,TRUE
028F,2012,3,3,3,COLEPARK,OLDCOLEPARK,382142,201424,1,2012-08-15,TRUE,TRUE,TRUE
028F,2013,2,1,1,TRACKSIDE,TRACKSIDE,382281,201327,2,2013-08-13,TRUE,TRUE,TRUE
028F,2014,3,2,1,TRACKSIDE,TRACKSIDE,382281,201327,2,2014-09-09,TRUE,TRUE,TRUE
028F,2015,1,1,1,COLEPARK,COLEPARK,382049,201493,1,2015-09-08,TRUE,TRUE,TRUE
028F,2016,1,1,1,TRACKSIDE,TRACKSIDE,382281,201327,1,2016-01-26,TRUE,TRUE,TRUE
028F,2018,1,1,1,COLEPARK,COLEPARK,382049,201493,1,2018-01-30,TRUE,TRUE,TRUE
028G,2003,3,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2003-11-25,TRUE,TRUE,FALSE
028G,2004,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2004-10-06,TRUE,TRUE,FALSE
028K,2012,2,1,1,SCOTLANDBANK,SCOTLANDBANK,383412,200931,2,2012-08-15,TRUE,TRUE,TRUE
028K,2013,3,2,2,SCOTLANDBANK,SCOTLANDBANK,383412,200931,2,2013-10-23,TRUE,TRUE,TRUE
028K,2014,1,1,1,SCOTLANDBANK,SCOTLANDBANK,383412,200931,1,2014-11-04,TRUE,TRUE,TRUE
028K,2016,1,1,1,SCOTLANDBANK,SCOTLANDBANK,383412,200931,1,2016-01-26,TRUE,TRUE,TRUE
028K,2017,1,1,1,SCOTLANDBANK,SCOTLANDBANK,383412,200931,1,2017-01-24,TRUE,TRUE,TRUE
028L,2011,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2011-07-19,TRUE,TRUE,TRUE
028L,2015,1,1,1,SCOTLANDBANK,SCOTLANDBANK,383412,200931,1,2015-09-08,TRUE,TRUE,TRUE
028M,2018,3,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,3,2018-10-16,TRUE,TRUE,TRUE
028M,2019,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2019-08-13,TRUE,TRUE,TRUE
028M,2020,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2020-09-01,TRUE,TRUE,TRUE
028M,2021,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2021-05-26,TRUE,TRUE,TRUE
028M,2022,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
028N,2009,2,1,1,BREAKHEART,BOXWOOD,381241,201774,2,2009-11-17,TRUE,TRUE,TRUE
028N,2010,3,1,1,BREAKHEART,BOXWOOD,381241,201774,3,2010-10-05,TRUE,TRUE,TRUE
028N,2011,2,1,1,BREAKHEART,BOXWOOD,381241,201774,2,2011-07-19,TRUE,TRUE,TRUE
028P,2008,3,1,1,HEDGE,HEDGE,381350,200278,3,2008-12-09,TRUE,TRUE,FALSE
028R,2004,1,1,1,HEDGE,HEDGE,381350,200278,1,2004-05-26,TRUE,TRUE,FALSE
028S,2021,2,2,2,PARKMILL,SCOTLANDBANK,383412,200931,1,2021-11-09,TRUE,TRUE,TRUE
028S,2022,3,2,2,SCOTLANDBANK,SCOTLANDBANK,383412,200931,2,2022-10-18,TRUE,TRUE,TRUE
028S,2023,3,3,2,HONEYWELL,TOPOAK,382616,201525,1,2023-07-18,TRUE,TRUE,TRUE
028T,2017,1,1,1,WYCHELM,POPLAR,382132,201047,1,2017-08-15,TRUE,TRUE,FALSE
028V,2015,1,1,1,WYCHELM,POPLAR,382132,201047,1,2015-06-10,TRUE,TRUE,FALSE
028W,2005,3,1,1,WEST,WEST,380190,201400,3,2005-09-13,TRUE,TRUE,FALSE
028Y,2007,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,2007-11-07,TRUE,TRUE,FALSE
028Y,2008,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2008-06-03,TRUE,TRUE,FALSE
028Y,2009,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
028Z,2019,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2019-08-13,TRUE,TRUE,FALSE
029A,2014,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2014-09-09,TRUE,TRUE,FALSE
029B,2006,2,2,1,OLDOAK,TOPOAK,382616,201525,1,2006-08-16,TRUE,TRUE,TRUE
029B,2007,1,1,1,HONEYWELL,TRACKSIDE,382281,201327,1,2007-09-11,TRUE,TRUE,TRUE
029B,2008,1,1,1,OLDOAK,OLDOAK,382624,201274,1,2008-06-03,TRUE,TRUE,TRUE
029B,2009,1,1,1,NETTLE,NETTLE,383024,201142,1,2009-05-06,TRUE,TRUE,TRUE
029C,2016,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2016-10-18,TRUE,TRUE,FALSE
029C,2017,1,1,1,HONEYWELL,CHAIN,381946,201669,1,2017-01-25,TRUE,TRUE,FALSE
029E,2013,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,2013-12-10,TRUE,TRUE,FALSE
029E,2014,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,2014-09-24,TRUE,TRUE,FALSE
029F,2010,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2010-11-02,TRUE,TRUE,TRUE
029F,2011,2,1,1,JUNCTION,JUNCTION,380841,200432,2,2011-07-05,TRUE,TRUE,TRUE
029F,2012,1,1,1,JUNCTION,JUNCTION,380841,200432,1,2012-09-19,TRUE,TRUE,TRUE
029G,2003,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2003-09-02,TRUE,TRUE,TRUE
029G,2004,2,2,1,WOODFARM,WOODFARM,383337,200429,1,2004-02-03,TRUE,TRUE,TRUE
029G,2006,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,2006-05-16,TRUE,TRUE,TRUE
029K,2012,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2012-06-26,TRUE,TRUE,FALSE
029L,2011,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2011-07-19,TRUE,TRUE,FALSE
029M,2018,3,1,1,PARKMILL,PARKMILL,383730,200924,3,2018-12-12,TRUE,TRUE,FALSE
029M,2019,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2019-08-14,TRUE,TRUE,FALSE
029M,2020,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
029N,2009,2,1,1,OLDOAK,OLDOAK,382624,201274,2,2009-11-17,TRUE,TRUE,TRUE
029N,2010,4,1,1,OLDOAK,OLDOAK,382624,201274,4,2010-11-30,TRUE,TRUE,TRUE
029N,2011,4,1,1,OLDOAK,OLDOAK,382624,201274,4,2011-10-04,TRUE,TRUE,TRUE
029N,2012,4,1,1,OLDOAK,OLDOAK,382624,201274,4,2012-10-16,TRUE,TRUE,TRUE
029N,2013,2,1,1,OLDOAK,OLDOAK,382624,201274,2,2013-08-13,TRUE,TRUE,TRUE
029N,2014,1,1,1,OLDOAK,OLDOAK,382624,201274,1,2014-01-28,TRUE,TRUE,TRUE
029N,2015,2,1,1,OLDOAK,OLDOAK,382624,201274,2,2015-09-09,TRUE,TRUE,TRUE
029N,2016,1,1,1,OLDOAK,OLDOAK,382624,201274,1,2016-10-18,TRUE,TRUE,TRUE
029N,2017,4,1,1,OLDOAK,OLDOAK,382624,201274,4,2017-11-14,TRUE,TRUE,TRUE
029N,2018,3,1,1,OLDOAK,OLDOAK,382624,201274,3,2018-12-11,TRUE,TRUE,TRUE
029P,2008,3,1,1,HEDGE,HEDGE,381350,200278,3,2008-12-09,TRUE,TRUE,FALSE
029R,2004,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,2004-05-26,TRUE,TRUE,FALSE
029R,2005,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
029S,2021,2,2,2,PARKMILL,SCOTLANDBANK,383412,200931,1,2021-11-09,TRUE,TRUE,FALSE
029S,2022,1,1,1,OLDOAK,TOPOAK,382616,201525,1,2022-06-28,TRUE,TRUE,FALSE
029T,2017,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2017-11-14,TRUE,TRUE,TRUE
029T,2022,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2022-10-19,TRUE,TRUE,TRUE
029T,2023,2,2,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2023-07-18,TRUE,TRUE,TRUE
029V,2015,2,1,1,YEW,YEW,381619,201268,2,2015-08-25,TRUE,TRUE,FALSE
029V,2016,1,1,1,YEW,YEW,381619,201268,1,2016-05-10,TRUE,TRUE,FALSE
029W,2005,3,1,1,WEST,WEST,380190,201400,3,2005-12-14,TRUE,TRUE,TRUE
029W,2007,2,2,1,WEST,CORRAL,380279,201409,1,2007-07-31,TRUE,TRUE,TRUE
029W,2008,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
029Y,2007,3,1,1,HONEYWELL,HONEYWELL,381931,201706,3,2007-11-06,TRUE,TRUE,TRUE
029Y,2008,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2008-06-03,TRUE,TRUE,TRUE
029Y,2010,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2010-01-27,TRUE,TRUE,TRUE
029Y,2011,1,1,1,TRACKSIDE,TRACKSIDE,382281,201327,1,2011-05-24,TRUE,TRUE,TRUE
029Z,2019,2,1,1,WOODRUSH,WOODRUSH,382713,200607,2,2019-11-19,TRUE,TRUE,FALSE
029Z,2020,2,2,1,WOODRUSH,WOODRUSH,382713,200607,1,2020-08-18,TRUE,TRUE,FALSE
030A,2014,1,1,1,WEST,WEST,380190,201400,1,2014-08-12,TRUE,TRUE,FALSE
030B,2006,3,1,1,PARKMILL,PARKMILL,383730,200924,3,2006-11-28,TRUE,TRUE,TRUE
030B,2007,3,2,1,PARKMILL,PARKMILL,383730,200924,2,2007-11-06,TRUE,TRUE,TRUE
030B,2008,2,1,1,PARKMILL,PARKMILL,383730,200924,2,2008-08-19,TRUE,TRUE,TRUE
030B,2009,3,3,2,PARKMILL,PARKMILL,383730,200924,1,2009-05-05,TRUE,TRUE,TRUE
030E,2013,3,1,1,WEST,WEST,380190,201400,3,2013-12-10,TRUE,TRUE,FALSE
030E,2014,1,1,1,WEST,WEST,380190,201400,1,2014-05-20,TRUE,TRUE,FALSE
030F,2010,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2010-12-15,TRUE,TRUE,FALSE
030G,2003,1,1,1,CEDAR,RABBIT,380856,201662,1,2003-06-04,TRUE,TRUE,FALSE
030K,2012,1,1,1,CEDAR,CEDAR,381022,201589,1,2012-06-26,TRUE,TRUE,FALSE
030L,2011,2,1,1,LARCH,BOX,380621,201409,2,2011-12-06,TRUE,TRUE,TRUE
030L,2012,3,1,1,LARCH,BOX,380621,201409,3,2012-09-18,TRUE,TRUE,TRUE
030L,2013,3,2,1,LARCH,BOX,380621,201409,2,2013-12-11,TRUE,TRUE,TRUE
030L,2014,3,3,3,BEECH,CHESNUT,380834,201150,1,2014-12-10,TRUE,TRUE,TRUE
030L,2015,1,1,1,BEECH,BEECH,380931,201164,1,2015-05-20,TRUE,TRUE,TRUE
030M,2018,4,1,1,INCHBROOK,INCHBROOK,384013,200739,4,2018-12-12,TRUE,TRUE,TRUE
030M,2024,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2024-06-11,TRUE,TRUE,TRUE
030N,2009,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2009-11-17,TRUE,TRUE,TRUE
030N,2010,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2010-10-05,TRUE,TRUE,TRUE
030N,2011,3,1,1,HONEYWELL,HONEYWELL,381931,201706,3,2011-07-20,TRUE,TRUE,TRUE
030N,2012,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,2012-10-16,TRUE,TRUE,TRUE
030N,2013,2,2,1,HONEYWELL,HONEYWELL,381931,201706,1,2013-08-13,TRUE,TRUE,TRUE
030N,2014,3,1,1,HONEYWELL,HONEYWELL,381931,201706,3,2014-11-05,TRUE,TRUE,TRUE
030N,2015,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
030P,2008,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2008-10-22,TRUE,TRUE,TRUE
030P,2009,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,2009-07-21,TRUE,TRUE,TRUE
030P,2010,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,2010-05-11,TRUE,TRUE,TRUE
030R,2004,3,1,1,LARCH,BOX,380621,201409,3,2004-10-19,TRUE,TRUE,FALSE
030S,2021,3,1,1,INCHBROOK,INCHBROOK,384013,200739,3,2021-12-07,TRUE,TRUE,TRUE
030S,2022,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2022-10-18,TRUE,TRUE,TRUE
030S,2024,2,2,2,NETTLE,QUARRY,383188,201092,1,2024-09-03,TRUE,TRUE,TRUE
030T,2017,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2017-09-05,TRUE,TRUE,TRUE
030T,2018,2,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,2,2018-06-26,TRUE,TRUE,TRUE
030T,2021,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,2021-05-26,TRUE,TRUE,TRUE
030V,2015,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2015-06-23,TRUE,TRUE,FALSE
030W,2005,3,1,1,WEST,WEST,380190,201400,3,2005-12-13,TRUE,TRUE,FALSE
030W,2006,1,1,1,WEST,WEST,380190,201400,1,2006-07-18,TRUE,TRUE,FALSE
030W,2009,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
030Y,2007,3,1,1,HONEYWELL,HONEYWELL,381931,201706,3,2007-11-06,TRUE,TRUE,FALSE
030Y,2008,4,3,2,HONEYWELL,HONEYWELL,381931,201706,2,2008-11-19,TRUE,TRUE,FALSE
030Y,2009,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
030Z,2019,3,1,1,KENNEL,KENNEL,382464,200922,3,2019-11-19,TRUE,TRUE,TRUE
030Z,2020,2,1,1,KENNEL,KENNEL,382464,200922,2,2020-10-06,TRUE,TRUE,TRUE
030Z,2021,2,1,1,KENNEL,KENNEL,382464,200922,2,2021-08-10,TRUE,TRUE,TRUE
030Z,2022,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
031A,2014,2,1,1,WEST,WEST,380190,201400,2,2014-09-23,TRUE,TRUE,FALSE
031B,2006,2,1,1,WOODFARM,WOODFARM,383337,200429,2,2006-08-16,TRUE,TRUE,FALSE
031B,2007,4,1,1,WOODFARM,WOODFARM,383337,200429,4,2007-10-10,TRUE,TRUE,FALSE
031B,2008,1,1,0,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
031E,2013,2,1,1,WEST,WEST,380190,201400,2,2013-09-24,TRUE,TRUE,TRUE
031E,2014,2,1,1,WEST,WEST,380190,201400,2,2014-09-24,TRUE,TRUE,TRUE
031E,2015,1,1,1,WEST,WEST,380190,201400,1,2015-05-20,TRUE,TRUE,TRUE
031E,2017,1,1,1,WEST,WEST,380190,201400,1,2017-06-13,TRUE,TRUE,TRUE
031G,2003,1,1,1,PARKMILL,PARKMILL,383730,200924,1,2003-06-04,TRUE,TRUE,FALSE
031K,2012,1,1,1,CEDAR,CEDAR,381022,201589,1,2012-06-26,TRUE,TRUE,FALSE
031L,2011,2,1,1,LARCH,BOX,380621,201409,2,2011-12-06,TRUE,TRUE,TRUE
031L,2012,3,2,1,LARCH,LARCH,380541,201242,2,2012-09-18,TRUE,TRUE,TRUE
031L,2013,4,2,1,LARCH,BOX,380621,201409,2,2013-07-16,TRUE,TRUE,TRUE
031M,2018,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2018-06-26,TRUE,TRUE,FALSE
031N,2009,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2009-11-17,TRUE,TRUE,TRUE
031N,2010,3,2,1,HONEYWELL,HONEYWELL,381931,201706,2,2010-10-05,TRUE,TRUE,TRUE
031N,2011,2,1,1,HONEYWELL,HONEYWELL,381931,201706,2,2011-05-24,TRUE,TRUE,TRUE
031P,2008,3,1,1,ARTHURS,MEAD,380390,200637,3,2008-12-09,TRUE,TRUE,FALSE
031R,2004,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,2004-05-26,TRUE,TRUE,FALSE
031S,2021,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2021-08-24,TRUE,TRUE,FALSE
031T,2017,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2017-09-05,TRUE,TRUE,FALSE
031T,2018,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,2018-01-30,TRUE,TRUE,FALSE
031V,2015,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,2015-09-08,TRUE,TRUE,FALSE
031W,2005,3,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,2005-07-19,TRUE,TRUE,FALSE
031Y,2007,3,1,1,CEDAR,RABBIT,380856,201662,3,2007-11-06,TRUE,TRUE,TRUE
031Y,2008,2,2,2,BREAKHEART,CEDAR,381022,201589,1,2008-08-19,TRUE,TRUE,TRUE
031Y,2009,2,2,2,BREAKHEART,BOXWOOD,381241,201774,1,2009-10-13,TRUE,TRUE,TRUE
031Y,2010,1,1,1,BREAKHEART,BOXWOOD,381241,201774,1,2010-06-15,TRUE,TRUE,TRUE
