tattoo,year,n_year_encounters,n_distinct_setts,n_distinct_socg,annual_socg,annual_sett,annual_x,annual_y,annual_sett_n_encounters,annual_sett_latest_date,has_annual_xy,in_infection_model,in_phase2
E061,1991,3,1,1,DINGLE,DINGLE,383237,202222,3,1991-07-30,TRUE,TRUE,TRUE
E061,1992,3,1,1,DINGLE,DINGLE,383237,202222,3,1992-09-23,TRUE,TRUE,TRUE
E061,1993,1,1,1,DINGLE,DINGLE,383237,202222,1,1993-07-20,TRUE,TRUE,TRUE
E062,1988,2,1,1,BUNGALOW,BUNGALOW,383675,202710,2,1988-09-20,TRUE,TRUE,FALSE
E062,1989,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1989-07-18,TRUE,TRUE,FALSE
E063,1988,2,1,1,DINGLE,DINGLE,383237,202222,2,1988-09-20,TRUE,TRUE,TRUE
E063,1989,4,1,1,DINGLE,DINGLE,383237,202222,4,1989-10-03,TRUE,TRUE,TRUE
E063,1990,1,1,1,DINGLE,DINGLE,383237,202222,1,1990-07-17,TRUE,TRUE,TRUE
E063,1991,1,1,1,DINGLE,DINGLE,383237,202222,1,1991-05-21,TRUE,TRUE,TRUE
E063,1993,2,1,1,DINGLE,DINGLE,383237,202222,2,1993-09-14,TRUE,TRUE,TRUE
E063,1995,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1995-03-30,TRUE,TRUE,TRUE
E064,1988,1,1,1,DINGLE,DINGLE,383237,202222,1,1988-07-05,TRUE,TRUE,TRUE
E064,1989,2,1,1,DINGLE,DINGLE,383237,202222,2,1989-10-04,TRUE,TRUE,TRUE
E064,1991,1,1,1,DINGLE,DINGLE,383237,202222,1,1991-01-15,TRUE,TRUE,TRUE
E064,1992,1,1,1,DINGLE,DINGLE,383237,202222,1,1992-09-22,TRUE,TRUE,TRUE
E065,1988,2,2,2,BUNGALOW,STREAM,383608,202451,1,1988-09-20,TRUE,TRUE,TRUE
E065,1989,2,1,1,BUNGALOW,BUNGALOW,383675,202710,2,1989-10-04,TRUE,TRUE,TRUE
E065,1991,2,1,1,BUNGALOW,BUNGALOW,383675,202710,2,1991-10-16,TRUE,TRUE,TRUE
E065,1994,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1994-05-25,TRUE,TRUE,TRUE
E065,1995,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1995-08-18,TRUE,TRUE,TRUE
E066,1988,2,1,1,BUNGALOW,BUNGALOW,383675,202710,2,1988-09-21,TRUE,TRUE,TRUE
E066,1989,2,1,1,BUNGALOW,BUNGALOW,383675,202710,2,1989-07-19,TRUE,TRUE,TRUE
E066,1990,2,1,1,BUNGALOW,BUNGALOW,383675,202710,2,1990-07-18,TRUE,TRUE,TRUE
E067,1988,1,1,1,DINGLE,DINGLE,383237,202222,1,1988-07-06,TRUE,TRUE,TRUE
E067,1989,3,2,2,DINGLE,DINGLE,383237,202222,2,1989-07-19,TRUE,TRUE,TRUE
E067,1990,2,1,1,DARKWOOD,DARKWOOD,383135,202599,2,1990-07-17,TRUE,TRUE,TRUE
E067,1991,2,1,1,DARKWOOD,DARKWOOD,383135,202599,2,1991-07-30,TRUE,TRUE,TRUE
E067,1992,2,1,1,DARKWOOD,DARKWOOD,383135,202599,2,1992-07-14,TRUE,TRUE,TRUE
E067,1993,1,1,1,DARKWOOD,DARKWOOD,383135,202599,1,1993-07-20,TRUE,TRUE,TRUE
E068,1988,2,1,1,WEST,WEST,380190,201400,2,1988-10-04,TRUE,TRUE,TRUE
E068,1989,4,1,1,WEST,WEST,380190,201400,4,1989-10-17,TRUE,TRUE,TRUE
E068,1990,3,3,2,LARCH,BOX,380621,201409,1,1990-10-16,TRUE,TRUE,TRUE
E068,1991,3,1,1,LARCH,BOX,380621,201409,3,1991-10-29,TRUE,TRUE,TRUE
E068,1992,1,1,1,LARCH,LARCH,380541,201242,1,1992-07-29,TRUE,TRUE,TRUE
E068,1995,2,1,1,LARCH,BOX,380621,201409,2,1995-09-19,TRUE,TRUE,TRUE
E068,1996,3,2,1,LARCH,LARCH,380541,201242,2,1996-07-30,TRUE,TRUE,TRUE
E069,1988,2,1,1,WEST,WEST,380190,201400,2,1988-10-04,TRUE,TRUE,FALSE
E069,1989,1,1,1,WEST,CORRAL,380279,201409,1,1989-08-01,TRUE,TRUE,FALSE
E070,1988,2,1,1,WEST,WEST,380190,201400,2,1988-10-04,TRUE,TRUE,FALSE
E070,1989,1,1,1,WEST,WEST,380190,201400,1,1989-10-18,TRUE,TRUE,FALSE
E071,1988,2,1,1,LARCH,BOX,380621,201409,2,1988-10-04,TRUE,TRUE,TRUE
E071,1989,3,2,1,LARCH,BOX,380621,201409,2,1989-10-17,TRUE,TRUE,TRUE
E071,1990,3,2,1,LARCH,LARCH,380541,201242,2,1990-10-16,TRUE,TRUE,TRUE
E071,1991,2,2,2,BEECH,CHESNUT,380834,201150,1,1991-09-04,TRUE,TRUE,TRUE
E071,1992,1,1,1,WEST,CORRAL,380279,201409,1,1992-07-28,TRUE,TRUE,TRUE
E072,1988,2,1,1,ARTHURS,TODDS,380393,200413,2,1988-10-04,TRUE,TRUE,TRUE
E072,1989,3,2,1,ARTHURS,ARTHURS,380534,200550,2,1989-10-17,TRUE,TRUE,TRUE
E072,1990,2,1,1,ARTHURS,ARTHURS,380534,200550,2,1990-10-17,TRUE,TRUE,TRUE
E072,1991,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1991-06-05,TRUE,TRUE,TRUE
E072,1992,1,1,1,ARTHURS,BRAMBLE,380625,200466,1,1992-05-19,TRUE,TRUE,TRUE
E072,1993,1,1,1,ARTHURS,MEAD,380390,200637,1,1993-08-03,TRUE,TRUE,TRUE
E072,1994,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1994-10-19,TRUE,TRUE,TRUE
E072,1995,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1995-05-24,TRUE,TRUE,TRUE
E073,1988,2,2,1,LARCH,BOX,380621,201409,1,1988-10-04,TRUE,TRUE,TRUE
E073,1989,3,2,1,LARCH,LARCH,380541,201242,2,1989-10-17,TRUE,TRUE,TRUE
E073,1990,3,2,1,LARCH,LARCH,380541,201242,2,1990-05-22,TRUE,TRUE,TRUE
E073,1991,1,1,1,LARCH,BOX,380621,201409,1,1991-08-13,TRUE,TRUE,TRUE
E073,1992,1,1,1,LARCH,BOX,380621,201409,1,1992-07-28,TRUE,TRUE,TRUE
E073,1993,2,2,2,LARCH,BENCH,380417,201488,1,1993-10-13,TRUE,TRUE,TRUE
E073,1994,1,1,1,WEST,BENCH,380417,201488,1,1994-08-03,TRUE,TRUE,TRUE
E073,1995,3,2,1,WEST,BENCH,380417,201488,2,1995-09-19,TRUE,TRUE,TRUE
E073,1996,1,1,1,WEST,WEST,380190,201400,1,1996-03-01,TRUE,TRUE,TRUE
E074,1988,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1988-10-04,TRUE,TRUE,TRUE
E074,1989,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1989-05-23,TRUE,TRUE,TRUE
E074,1990,4,2,2,ARTHURS,ARTHURS,380534,200550,2,1990-10-16,TRUE,TRUE,TRUE
E074,1991,2,2,2,ARTHURS,JACKSMIREY,380678,200030,1,1991-06-05,TRUE,TRUE,TRUE
E074,1992,1,1,1,OUTSIDE,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
E075,1988,3,2,1,LARCH,LARCH,380541,201242,2,1988-10-04,TRUE,TRUE,FALSE
E076,1988,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1988-10-04,TRUE,TRUE,TRUE
E076,1989,4,2,1,FIELDFARM,FIELDFARM,380936,199687,3,1989-10-17,TRUE,TRUE,TRUE
E076,1990,3,2,2,FIELDFARM,FIELDFARM,380936,199687,2,1990-10-16,TRUE,TRUE,TRUE
E076,1991,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1991-08-14,TRUE,TRUE,TRUE
E076,1992,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1992-01-29,TRUE,TRUE,TRUE
E076,1993,2,2,1,FIELDFARM,FIELDFARM,380936,199687,1,1993-05-25,TRUE,TRUE,TRUE
E077,1988,2,2,1,JUNCTION,JUNCTION,380841,200432,1,1988-10-04,TRUE,TRUE,TRUE
E077,1989,3,2,1,JUNCTION,JUNCTION,380841,200432,2,1989-08-02,TRUE,TRUE,TRUE
E077,1990,2,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1990-10-16,TRUE,TRUE,TRUE
E077,1991,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1991-06-04,TRUE,TRUE,TRUE
E077,1992,2,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1992-05-19,TRUE,TRUE,TRUE
E078,1988,2,1,1,HEDGE,HEDGE,381350,200278,2,1988-10-04,TRUE,TRUE,FALSE
E078,1989,1,1,1,HEDGE,HEDGE,381350,200278,1,1989-01-25,TRUE,TRUE,FALSE
E079,1988,2,2,1,JUNCTION,OPEN,380812,200417,1,1988-10-04,TRUE,TRUE,TRUE
E079,1989,4,2,1,JUNCTION,JUNCTION,380841,200432,3,1989-10-17,TRUE,TRUE,TRUE
E079,1990,4,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1990-10-17,TRUE,TRUE,TRUE
E079,1991,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1991-06-04,TRUE,TRUE,TRUE
E080,1988,2,1,1,HEDGE,HEDGE,381350,200278,2,1988-10-04,TRUE,TRUE,TRUE
E080,1989,3,1,1,HEDGE,HEDGE,381350,200278,3,1989-10-17,TRUE,TRUE,TRUE
E080,1990,2,1,1,HEDGE,HEDGE,381350,200278,2,1990-10-17,TRUE,TRUE,TRUE
E080,1991,3,2,2,HEDGE,HEDGE,381350,200278,2,1991-10-29,TRUE,TRUE,TRUE
E080,1992,1,1,1,HEDGE,HEDGE,381350,200278,1,1992-10-06,TRUE,TRUE,TRUE
E080,1993,1,1,1,HEDGE,HEDGE,381350,200278,1,1993-08-03,TRUE,TRUE,TRUE
E081,1988,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1988-10-04,TRUE,TRUE,FALSE
E081,1989,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1989-05-23,TRUE,TRUE,FALSE
E082,1988,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1988-10-04,TRUE,TRUE,TRUE
E082,1989,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1989-10-18,TRUE,TRUE,TRUE
E082,1990,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1990-05-22,TRUE,TRUE,TRUE
E082,1991,1,1,1,WINDSOREDGE,WINDSOREDGE,383635,200531,1,1991-05-02,TRUE,TRUE,TRUE
E083,1988,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1988-10-04,TRUE,TRUE,TRUE
E083,1989,3,1,1,FIELDFARM,FIELDFARM,380936,199687,3,1989-10-17,TRUE,TRUE,TRUE
E083,1990,3,3,1,JACKSMIREY,SINGLE,380737,200025,1,1990-10-05,TRUE,TRUE,TRUE
E083,1992,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1992-07-29,TRUE,TRUE,TRUE
E083,1993,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1993-05-25,TRUE,TRUE,TRUE
E083,1994,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,1994-10-18,TRUE,TRUE,TRUE
E083,1995,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1995-06-20,TRUE,TRUE,TRUE
E083,1996,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1996-07-31,TRUE,TRUE,TRUE
E083,1997,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1997-01-14,TRUE,TRUE,TRUE
E083,1998,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1998-10-06,TRUE,TRUE,TRUE
E083,1999,2,2,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1999-07-20,TRUE,TRUE,TRUE
E084,1988,2,1,1,HEDGE,HEDGE,381350,200278,2,1988-10-04,TRUE,TRUE,FALSE
E085,1988,2,2,1,LARCH,BOX,380621,201409,1,1988-10-04,TRUE,TRUE,FALSE
E085,1989,3,2,2,LARCH,LARCH,380541,201242,2,1989-05-24,TRUE,TRUE,FALSE
E086,1988,2,1,1,BEECH,BEECH,380931,201164,2,1988-10-18,TRUE,TRUE,TRUE
E086,1989,4,2,2,BEECH,BEECH,380931,201164,3,1989-11-01,TRUE,TRUE,TRUE
E086,1990,2,2,2,BEECH,BEECH,380931,201164,1,1990-08-14,TRUE,TRUE,TRUE
E086,1991,2,2,1,BEECH,CHESNUT,380834,201150,1,1991-09-04,TRUE,TRUE,TRUE
E086,1993,2,2,2,CEDAR,LAURELS,381180,201357,1,1993-06-09,TRUE,TRUE,TRUE
E087,1988,2,2,1,YEW,YEW,381619,201268,1,1988-10-18,TRUE,TRUE,TRUE
E087,1989,3,1,1,YEW,YEW,381619,201268,3,1989-10-31,TRUE,TRUE,TRUE
E087,1990,2,1,1,YEW,YEW,381619,201268,2,1990-08-15,TRUE,TRUE,TRUE
E087,1991,4,2,1,YEW,YEW,381619,201268,3,1991-11-12,TRUE,TRUE,TRUE
E087,1992,2,1,1,YEW,TAXUS,381737,201220,2,1992-10-20,TRUE,TRUE,TRUE
E087,1993,3,2,1,YEW,YEW,381619,201268,2,1993-06-09,TRUE,TRUE,TRUE
E087,1994,2,1,1,YEW,YEW,381619,201268,2,1994-11-01,TRUE,TRUE,TRUE
E088,1988,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1988-10-18,TRUE,TRUE,TRUE
E088,1989,4,1,1,COLLIERSWOOD,FORK,382786,200771,4,1989-10-31,TRUE,TRUE,TRUE
E088,1990,3,2,1,COLLIERSWOOD,FORK,382786,200771,2,1990-08-14,TRUE,TRUE,TRUE
E088,1991,4,3,2,COLLIERSWOOD,FORK,382786,200771,2,1991-11-13,TRUE,TRUE,TRUE
E088,1992,2,2,2,COLLIERSWOOD,WOODRUSH,382713,200607,1,1992-08-11,TRUE,TRUE,TRUE
E088,1993,3,3,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,1993-10-26,TRUE,TRUE,TRUE
E088,1994,1,1,1,COLLIERSWOOD,WOODRUSH,382713,200607,1,1994-02-08,TRUE,TRUE,TRUE
E089,1988,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1988-08-16,TRUE,TRUE,TRUE
E089,1989,2,1,1,COLEPARK,COLEPARK,382049,201493,2,1989-06-20,TRUE,TRUE,TRUE
E089,1990,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1990-06-20,TRUE,TRUE,TRUE
E089,1993,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1993-02-24,TRUE,TRUE,TRUE
E090,1988,1,1,1,CEDAR,CEDAR,381022,201589,1,1988-08-17,TRUE,TRUE,FALSE
E090,1989,1,1,1,CEDAR,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
E091,1988,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,1988-11-15,TRUE,TRUE,FALSE
E092,1988,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1988-09-06,TRUE,TRUE,TRUE
E092,1989,2,1,1,INCHBROOK,INCHBROOK,384013,200739,2,1989-07-05,TRUE,TRUE,TRUE
E092,1990,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1990-03-14,TRUE,TRUE,TRUE
E092,1991,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1991-07-16,TRUE,TRUE,TRUE
E092,1993,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1993-07-07,TRUE,TRUE,TRUE
E092,1997,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1997-07-09,TRUE,TRUE,TRUE
E092,1998,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1998-06-30,TRUE,TRUE,TRUE
E093,1988,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1988-09-20,TRUE,TRUE,TRUE
E093,1989,3,1,1,BUNGALOW,BUNGALOW,383675,202710,3,1989-07-18,TRUE,TRUE,TRUE
E093,1990,1,1,1,DINGLE,DINGLE,383237,202222,1,1990-03-20,TRUE,TRUE,TRUE
E094,1988,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1988-10-04,TRUE,TRUE,TRUE
E094,1989,3,2,1,ARTHURS,ARTHURS,380534,200550,2,1989-10-17,TRUE,TRUE,TRUE
E094,1990,2,2,1,ARTHURS,BRAMBLE,380625,200466,1,1990-10-16,TRUE,TRUE,TRUE
E094,1991,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1991-10-29,TRUE,TRUE,TRUE
E095,1988,1,1,1,JUNCTION,OPEN,380812,200417,1,1988-10-04,TRUE,TRUE,FALSE
E096,1988,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1988-10-05,TRUE,TRUE,FALSE
E096,1989,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1989-01-25,TRUE,TRUE,FALSE
E096,1990,1,1,1,FIELDFARM,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
E097,1988,1,1,1,NETTLE,NETTLE,383024,201142,1,1988-11-01,TRUE,TRUE,TRUE
E097,1989,3,2,2,OLDOAK,OLDOAK,382624,201274,2,1989-11-14,TRUE,TRUE,TRUE
E097,1990,3,2,1,OLDOAK,OLDOAK,382624,201274,2,1990-11-14,TRUE,TRUE,TRUE
E097,1991,2,2,1,OLDOAK,OLDOAK,382624,201274,1,1991-11-26,TRUE,TRUE,TRUE
E097,1992,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1992-06-16,TRUE,TRUE,TRUE
E098,1988,1,1,1,NETTLE,NETTLE,383024,201142,1,1988-11-01,TRUE,TRUE,TRUE
E098,1989,3,2,2,NETTLE,NETTLE,383024,201142,2,1989-06-21,TRUE,TRUE,TRUE
E098,1990,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1990-11-13,TRUE,TRUE,TRUE
E098,1991,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1991-07-03,TRUE,TRUE,TRUE
E099,1988,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,1988-11-02,TRUE,TRUE,FALSE
E100,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,TRUE
E100,1989,3,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,3,1989-10-17,TRUE,TRUE,TRUE
E100,1990,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,1990-05-23,TRUE,TRUE,TRUE
E101,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,TRUE
E101,1989,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,1989-10-18,TRUE,TRUE,TRUE
E101,1990,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1990-05-22,TRUE,TRUE,TRUE
E102,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,FALSE
E102,1989,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1989-03-20,TRUE,TRUE,FALSE
E103,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,TRUE
E103,1989,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,1989-10-18,TRUE,TRUE,TRUE
E103,1990,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,1990-10-16,TRUE,TRUE,TRUE
E103,1991,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1991-06-04,TRUE,TRUE,TRUE
E103,1992,3,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,3,1992-10-07,TRUE,TRUE,TRUE
E103,1994,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1994-10-19,TRUE,TRUE,TRUE
E104,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,FALSE
E104,1989,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,1989-09-05,TRUE,TRUE,FALSE
E105,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,FALSE
E106,1988,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1988-12-06,TRUE,TRUE,TRUE
E106,1989,2,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,2,1989-09-06,TRUE,TRUE,TRUE
E106,1990,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1990-10-16,TRUE,TRUE,TRUE
E106,1991,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1991-06-05,TRUE,TRUE,TRUE
E106,1993,1,1,1,HOLLYWOOD,HOLLYWOOD,381353,199891,1,1993-08-03,TRUE,TRUE,TRUE
F001,1985,3,1,1,PEGLARS,PEGLARS,382355,200596,3,1985-11-05,TRUE,TRUE,TRUE
F001,1986,4,2,1,PEGLARS,PEGLARS,382355,200596,3,1986-11-12,TRUE,TRUE,TRUE
F001,1987,4,3,2,PEGLARS,PEGLARS,382355,200596,2,1987-11-10,TRUE,TRUE,TRUE
F001,1988,3,2,1,PEGLARS,PEGLARS,382355,200596,2,1988-08-03,TRUE,TRUE,TRUE
F002,1985,3,3,1,SEPTICTANK,SEPTICTANK,381357,201285,1,1985-11-05,TRUE,TRUE,TRUE
F002,1986,2,2,1,SEPTICTANK,SEPTICTANK,381357,201285,1,1986-05-13,TRUE,TRUE,TRUE
F002,1987,3,2,1,SEPTICTANK,SEPTICTANK,381357,201285,2,1987-05-12,TRUE,TRUE,TRUE
F002,1988,1,1,1,SEPTICTANK,OLDPONDDRAIN,381503,201484,1,1988-04-02,TRUE,TRUE,TRUE
F003,1985,3,1,1,SEPTICTANK,SEPTICTANK,381357,201285,3,1985-11-05,TRUE,TRUE,FALSE
F003,1986,3,2,1,SEPTICTANK,SEPTICTANK,381357,201285,2,1986-11-11,TRUE,TRUE,FALSE
F003,1987,1,1,1,LARCH,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F004,1985,3,2,1,LARCH,BOX,380621,201409,2,1985-11-05,TRUE,TRUE,TRUE
F004,1986,3,2,1,LARCH,BOX,380621,201409,2,1986-11-11,TRUE,TRUE,TRUE
F004,1987,1,1,1,LARCH,LARCH,380541,201242,1,1987-05-13,TRUE,TRUE,TRUE
F004,1988,1,1,1,BEECH,BEECH,380931,201164,1,1988-04-02,TRUE,TRUE,TRUE
F005,1985,3,2,1,LARCH,LARCH,380541,201242,2,1985-11-05,TRUE,TRUE,TRUE
F005,1986,1,1,1,LARCH,BOX,380621,201409,1,1986-05-13,TRUE,TRUE,TRUE
F005,1988,1,1,1,KENNEL,KENNEL,382464,200922,1,1988-02-10,TRUE,TRUE,TRUE
F005,1993,1,1,1,KENNEL,KENNEL,382464,200922,1,1993-02-10,TRUE,TRUE,TRUE
F006,1985,2,1,1,YEW,YEW,381619,201268,2,1985-08-13,TRUE,TRUE,FALSE
F007,1985,2,1,1,YEW,YEW,381619,201268,2,1985-11-05,TRUE,TRUE,TRUE
F007,1986,1,1,1,YEW,YEW,381619,201268,1,1986-11-12,TRUE,TRUE,TRUE
F007,1987,1,1,1,YEW,YEW,381619,201268,1,1987-05-11,TRUE,TRUE,TRUE
F007,1988,1,1,1,YEW,YEW,381619,201268,1,1988-10-18,TRUE,TRUE,TRUE
F007,1989,2,1,1,YEW,YEW,381619,201268,2,1989-10-31,TRUE,TRUE,TRUE
F007,1991,2,2,1,YEW,YEW,381619,201268,1,1991-09-04,TRUE,TRUE,TRUE
F007,1992,3,3,2,YEW,COLEPARK,382049,201493,1,1992-11-03,TRUE,TRUE,TRUE
F007,1993,2,2,1,YEW,CHERRIES,381841,201313,1,1993-10-26,TRUE,TRUE,TRUE
F008,1985,2,1,1,ARTHURS,ARTHURS,380534,200550,2,1985-06-28,TRUE,TRUE,FALSE
F009,1985,2,1,1,PEGLARS,PEGLARS,382355,200596,2,1985-11-05,TRUE,TRUE,TRUE
F009,1986,4,1,1,PEGLARS,PEGLARS,382355,200596,4,1986-11-11,TRUE,TRUE,TRUE
F009,1987,4,2,1,PEGLARS,PEGLARS,382355,200596,2,1987-11-11,TRUE,TRUE,TRUE
F009,1988,3,3,2,COLLIERSWOOD,WOODRUSH,382713,200607,1,1988-10-18,TRUE,TRUE,TRUE
F009,1989,1,1,1,COLLIERSWOOD,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
F010,1985,3,1,1,PEGLARS,PEGLARS,382355,200596,3,1985-11-05,TRUE,TRUE,FALSE
F011,1985,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1985-11-05,TRUE,TRUE,TRUE
F011,1986,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,1986-02-17,TRUE,TRUE,TRUE
F011,1987,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1987-08-18,TRUE,TRUE,TRUE
F011,1988,1,1,1,COLLIERSWOOD,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
F012,1985,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,1985-11-05,TRUE,TRUE,FALSE
F012,1986,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,1986-08-12,TRUE,TRUE,FALSE
F013,1985,3,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1985-11-05,TRUE,TRUE,TRUE
F013,1986,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1986-02-17,TRUE,TRUE,TRUE
F013,1987,2,2,1,JUNCTION,OPEN,380812,200417,1,1987-08-18,TRUE,TRUE,TRUE
F013,1988,2,2,1,JUNCTION,JUNCTION,380841,200432,1,1988-10-04,TRUE,TRUE,TRUE
F013,1989,2,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1989-10-18,TRUE,TRUE,TRUE
F013,1990,2,2,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1990-07-31,TRUE,TRUE,TRUE
F013,1991,2,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1991-08-14,TRUE,TRUE,TRUE
F013,1992,1,1,1,JUNCTION,JUNCTION,380841,200432,1,1992-07-28,TRUE,TRUE,TRUE
F013,1994,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1994-10-18,TRUE,TRUE,TRUE
F013,1995,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1995-06-20,TRUE,TRUE,TRUE
F014,1985,2,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1985-11-06,TRUE,TRUE,FALSE
F014,1986,3,3,2,JUNCTION,OPEN,380812,200417,1,1986-08-12,TRUE,TRUE,FALSE
F014,1987,1,1,1,JUNCTION,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F015,1985,3,1,1,JACKSMIREY,JACKSMIREY,380678,200030,3,1985-11-05,TRUE,TRUE,FALSE
F015,1986,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1986-03-03,TRUE,TRUE,FALSE
F015,1987,1,1,1,JACKSMIREY,JACKSMIREY,380678,200030,1,1987-05-14,TRUE,TRUE,FALSE
F016,1985,3,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,3,1985-09-30,TRUE,TRUE,FALSE
F017,1985,2,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,2,1985-11-05,TRUE,TRUE,FALSE
