tattoo,date,pm,sample,afno,result,lesions,abscesses,Spoligo,SpolPrime,Sampler1,Sampler2
I013,07/01/2003,No,OA,59030011,NEGATIVE,,,,,ACC,
I013,07/01/2003,No,URINE,59030012,NEGATIVE,,,,,ACC,
I013,13/05/2003,No,FAECES,59030217,NEGATIVE,,,,,DH,
I013,13/05/2003,No,OA,59030215,NEGATIVE,,,,,DH,
I013,13/05/2003,No,URINE,59030216,NEGATIVE,,,,,DH,
I013,05/08/2003,No,OA,59030794,NEGATIVE,,,,,CH,
I013,05/08/2003,No,URINE,59030795,NEGATIVE,,,,,CH,
I014,18/06/2002,No,FAECES,59020448,NEGATIVE,,,,,RD,
I014,18/06/2002,No,OA,59020446,NEGATIVE,,,,,RD,
I014,18/06/2002,No,URINE,59020447,NEGATIVE,,,,,RD,
I014,05/11/2002,No,OA,59021567,NEGATIVE,,,,,GW,
I014,05/11/2002,No,URINE,59021568,NEGATIVE,,,,,GW,
I014,20/05/2003,No,FAECES,59030300,NEGATIVE,,,,,DH,
I014,20/05/2003,No,OA,59030298,NEGATIVE,,,,,DH,
I014,20/05/2003,No,URINE,59030299,NEGATIVE,,,,,DH,
I014,19/08/2003,No,OA,59030856,NEGATIVE,,,,,CH,
I014,19/08/2003,No,URINE,59030857,NEGATIVE,,,,,CH,
I014,12/11/2003,No,OA,59031486,NEGATIVE,,,,,CH,
I014,12/11/2003,No,URINE,59031487,NEGATIVE,,,,,CH,
I014,08/06/2004,No,FAECES,59040264,NEGATIVE,,,,,CH,
I014,08/06/2004,No,OA,59040262,NEGATIVE,,,,,CH,
I014,08/06/2004,No,URINE,59040263,NEGATIVE,,,,,CH,
I014,15/08/2004,Yes,LYMPH NODE,59040719,M.BOVIS,VL,,17,,,
I015,18/06/2002,No,FAECES,59020450,NEGATIVE,,,,,LR,
I015,18/06/2002,No,OA,59020449,NEGATIVE,,,,,LR,
I015,15/08/2002,Yes,KIDNEYS,,,NVL,,,,,
I015,15/08/2002,Yes,LIVER,,,NVL,,,,,
I015,15/08/2002,Yes,LUNG,,,NVL,,,,,
I015,15/08/2002,Yes,LYMPH NODE,,,NVL,,,,,
I015,15/08/2002,Yes,POOLED,59021114,M.BOVIS,,,17,,,
I015,15/08/2002,Yes,SPLEEN,,,NVL,,,,,
I016,18/06/2002,No,FAECES,59020452,NEGATIVE,,,,,LR,
I016,18/06/2002,No,OA,59020451,NEGATIVE,,,,,LR,
I016,21/08/2002,No,OA,59021135,NEGATIVE,,,,,DH,
I016,05/11/2002,No,FAECES,59021571,NEGATIVE,,,,,GW,
I016,05/11/2002,No,OA,59021569,NEGATIVE,,,,,GW,
I016,05/11/2002,No,URINE,59021570,NEGATIVE,,,,,GW,
I016,21/05/2003,No,OA,59030301,NEGATIVE,,,,,DH,
I016,21/05/2003,No,URINE,59030302,NEGATIVE,,,,,DH,
I016,11/11/2003,No,FAECES,59031489,NEGATIVE,,,,,SB,
I016,11/11/2003,No,OA,59031488,NEGATIVE,,,,,SB,
I016,24/08/2004,No,FAECES,59040724,NEGATIVE,,,,,CH,
I016,24/08/2004,No,OA,59040722,NEGATIVE,,,,,CH,
I016,24/08/2004,No,RUMP,59040725,NEGATIVE,,,,,CH,
I016,24/08/2004,No,URINE,59040723,NEGATIVE,,,,,CH,
I016,12/12/2006,No,FAECES,59061027,NEGATIVE,,,,,JM,
I016,12/12/2006,No,OA,59061024,NEGATIVE,,,,,JM,
I016,12/12/2006,No,TA,59061025,NEGATIVE,,,,,JM,
I016,12/12/2006,No,URINE,59061026,NEGATIVE,,,,,JM,
I016,17/09/2007,Yes,KIDNEYS,,,NVL,,,,,
I016,17/09/2007,Yes,LIVER,,,NVL,,,,,
I016,17/09/2007,Yes,LUNG,,,VL,,,,,
I016,17/09/2007,Yes,LYMPH NODE,,,NVL,,,,,
I016,17/09/2007,Yes,OTHER,59070787,NEGATIVE,,,,,,
I016,17/09/2007,Yes,SPLEEN,,,NVL,,,,,
I017,18/06/2002,No,OA,59020453,NEGATIVE,,,,,GW,
I017,21/08/2002,No,FAECES,59021138,NEGATIVE,,,,,PS,
I017,21/08/2002,No,OA,59021136,NEGATIVE,,,,,PS,
I017,21/08/2002,No,URINE,59021137,NEGATIVE,,,,,PS,
I017,05/11/2002,No,FAECES,59021574,NEGATIVE,,,,,GW,
I017,05/11/2002,No,OA,59021572,NEGATIVE,,,,,GW,
I017,05/11/2002,No,URINE,59021573,NEGATIVE,,,,,GW,
I017,20/05/2003,No,BODY,59030305,M.BOVIS,,,17,,GW,
I017,20/05/2003,No,FAECES,59030304,M.BOVIS,,,17,,GW,
I017,20/05/2003,No,OA,59030303,NEGATIVE,,,,,GW,
I017,20/05/2003,No,OTHER,59030306,M.BOVIS,,,17,,GW,
I017,19/08/2003,No,FAECES,59030912,NEGATIVE,,,,,SB,
I017,19/08/2003,No,OA,59030858,M.BOVIS,,,17,,SB,
I017,19/08/2003,No,OTHER,59030860,M.BOVIS,,,17,,SB,
I017,19/08/2003,No,URINE,59030859,M.BOVIS,,,17,,SB,
I017,12/11/2003,No,BODY,59031492,M.BOVIS,,,17,,SB,
I017,12/11/2003,No,OA,59031490,M.BOVIS,,,17,,SB,
I017,12/11/2003,No,URINE,59031491,NEGATIVE,,,,,SB,
I018,18/06/2002,No,FAECES,59020455,NEGATIVE,,,,,GW,
I018,18/06/2002,No,OA,59020454,NEGATIVE,,,,,GW,
I018,20/08/2002,No,FAECES,59021140,NEGATIVE,,,,,DH,
I018,20/08/2002,No,OA,59021139,NEGATIVE,,,,,DH,
I018,05/11/2002,No,OA,59021575,NEGATIVE,,,,,GW,
I018,12/11/2003,No,OA,59031493,NEGATIVE,,,,,ADL,
I018,20/01/2004,No,FAECES,59040036,NEGATIVE,,,,,CH,
I018,20/01/2004,No,OA,59040035,NEGATIVE,,,,,CH,
I018,08/06/2004,No,FAECES,59040266,NEGATIVE,,,,,SB,
I018,08/06/2004,No,OA,59040265,NEGATIVE,,,,,SB,
I018,05/07/2005,Yes,KIDNEYS,,,NVL,,,,,
I018,05/07/2005,Yes,LIVER,,,NVL,,,,,
I018,05/07/2005,Yes,LUNG,,,NVL,,,,,
I018,05/07/2005,Yes,LYMPH NODE,,,NVL,,,,,
I018,05/07/2005,Yes,OTHER,59050583,M.BOVIS,,,17,,,
I018,05/07/2005,Yes,SPLEEN,,,NVL,,,,,
I019,18/06/2002,No,FAECES,59020458,NEGATIVE,,,,,RD,
I019,18/06/2002,No,OA,59020456,NEGATIVE,,,,,RD,
I019,18/06/2002,No,URINE,59020457,NEGATIVE,,,,,RD,
I019,20/08/2002,No,FAECES,59021143,NEGATIVE,,,,,,
I019,20/08/2002,No,OA,59021141,NEGATIVE,,,,,DH,
I019,20/08/2002,No,URINE,59021142,NEGATIVE,,,,,DH,
I019,14/01/2003,No,OA,59030027,NEGATIVE,,,,,RD,
I019,14/01/2003,No,URINE,59030028,NEGATIVE,,,,,RD,
I019,12/11/2003,No,OA,59031494,NEGATIVE,,,,,ADL,
I019,12/11/2003,No,URINE,59031495,NEGATIVE,,,,,ADL,
I019,09/06/2004,No,OA,59040267,NEGATIVE,,,,,CH,
I019,09/06/2004,No,URINE,59040268,NEGATIVE,,,,,CH,
I019,09/11/2004,No,FAECES,59040994,NEGATIVE,,,,,SB,
I019,09/11/2004,No,OA,59040992,NEGATIVE,,,,,SB,
I019,09/11/2004,No,URINE,59040993,NEGATIVE,,,,,SB,
I019,02/08/2006,No,TA,59060451,NEGATIVE,,,,,CH,
I019,02/08/2006,No,URINE,59060452,NEGATIVE,,,,,CH,
I019,08/11/2006,No,OA,59060828,NEGATIVE,,,,,PS,
I019,08/11/2006,No,TA,59060829,NEGATIVE,,,,,PS,
I019,08/11/2006,No,URINE,59060830,NEGATIVE,,,,,PS,
I019,22/05/2007,No,FAECES,59070169,NEGATIVE,,,,,RD,
I019,22/05/2007,No,TA,59070167,NEGATIVE,,,,,RD,
I019,22/05/2007,No,URINE,59070168,NEGATIVE,,,,,RD,
I019,20/05/2008,No,FAECES,59080269,NEGATIVE,,,,,CH,
I019,20/05/2008,No,OA,59080266,NEGATIVE,,,,,CH,
I019,20/05/2008,No,TA,59080267,NEGATIVE,,,,,CH,
I019,20/05/2008,No,URINE,59080268,NEGATIVE,,,,,CH,
I019,05/08/2008,No,FAECES,59080759,NEGATIVE,,,,,SC,
I019,05/08/2008,No,OA,59080756,NEGATIVE,,,,,SC,
I019,05/08/2008,No,TA,59080757,NEGATIVE,,,,,SC,
I019,05/08/2008,No,URINE,59080758,NEGATIVE,,,,,SC,
I020,18/06/2002,No,FAECES,59020460,NEGATIVE,,,,,GW,
I020,18/06/2002,No,OA,59020459,NEGATIVE,,,,,GW,
I020,20/08/2002,No,FAECES,59021146,NEGATIVE,,,,,RD,
I020,20/08/2002,No,OA,59021144,NEGATIVE,,,,,RD,
I020,20/08/2002,No,URINE,59021145,NEGATIVE,,,,,RD,
I020,05/11/2002,No,OA,59021576,NEGATIVE,,,,,GW,
I020,05/11/2002,No,URINE,59021577,NEGATIVE,,,,,GW,
I020,14/01/2003,No,FAECES,59030030,NEGATIVE,,,,,ACC,
I020,14/01/2003,No,OA,59030029,NEGATIVE,,,,,ACC,
I020,08/06/2004,No,FAECES,59040271,NEGATIVE,,,,,CH,
I020,08/06/2004,No,OA,59040269,NEGATIVE,,,,,CH,
I020,08/06/2004,No,RUMP,59040272,NEGATIVE,,,,,CH,
I020,08/06/2004,No,URINE,59040270,NEGATIVE,,,,,CH,
I020,11/09/2004,Yes,KIDNEYS,59040814,NEGATIVE,NVL,,,,,
I020,11/09/2004,Yes,LIVER,59040814,NEGATIVE,NVL,,,,,
I020,11/09/2004,Yes,LUNG,59040814,NEGATIVE,NVL,,,,,
I020,11/09/2004,Yes,LYMPH NODE,59040814,NEGATIVE,NVL,,,,,
I020,11/09/2004,Yes,SPLEEN,59040814,NEGATIVE,NVL,,,,,
I021,18/06/2002,No,FAECES,59020463,NEGATIVE,,,,,RD,
I021,18/06/2002,No,OA,59020461,NEGATIVE,,,,,RD,
I021,18/06/2002,No,URINE,59020462,NEGATIVE,,,,,RD,
I022,18/06/2002,No,FAECES,59020465,NEGATIVE,,,,,GW,
I022,18/06/2002,No,OA,59020464,NEGATIVE,,,,,GW,
I022,20/08/2002,No,FAECES,59021149,NEGATIVE,,,,,DH,
I022,20/08/2002,No,OA,59021147,NEGATIVE,,,,,DH,
I022,20/08/2002,No,URINE,59021148,NEGATIVE,,,,,DH,
I022,05/11/2002,No,FAECES,59021580,NEGATIVE,,,,,DH,
I022,05/11/2002,No,OA,59021578,NEGATIVE,,,,,DH,
I022,05/11/2002,No,URINE,59021579,NEGATIVE,,,,,DH,
I022,14/01/2003,No,FAECES,59030033,NEGATIVE,,,,,ACC,
I022,14/01/2003,No,OA,59030031,NEGATIVE,,,,,ACC,
I022,14/01/2003,No,URINE,59030032,NEGATIVE,,,,,DH,
I022,20/05/2003,No,FAECES,59030308,NEGATIVE,,,,,DH,
I022,20/05/2003,No,OA,59030307,NEGATIVE,,,,,DH,
I022,19/08/2003,No,OA,59030861,NEGATIVE,,,,,CH,
I022,11/11/2003,No,FAECES,59031498,M.BOVIS,,,17,,DH,
I022,11/11/2003,No,OA,59031496,M.BOVIS,,,17,,DH,
I022,11/11/2003,No,OTHER,59031499,M.BOVIS,,,17,,DH,
I022,11/11/2003,No,URINE,59031497,M.BOVIS,,,17,,DH,
I022,12/05/2004,No,OA,59040112,M.BOVIS,,,17,,PS,
I022,12/05/2004,No,URINE,59040113,M.BOVIS,,,17,,PS,
I022,12/05/2004,Yes,KIDNEYS,59040119,M.BOVIS,,,17,,,
I022,12/05/2004,Yes,LUNG,59040118,M.BOVIS,,,17,,,
I022,12/05/2004,Yes,LYMPH NODE,59040117,M.BOVIS,VL,,17,,,
I023,18/06/2002,No,FAECES,59020468,NEGATIVE,,,,,RD,
I023,18/06/2002,No,OA,59020466,NEGATIVE,,,,,RD,
I023,18/06/2002,No,URINE,59000467,NEGATIVE,,,,,RD,
I024,19/06/2002,No,OA,59020469,NEGATIVE,,,,,LR,
I024,19/08/2003,No,FAECES,59030913,NEGATIVE,,,,,RD,
I024,19/08/2003,No,OA,59030862,NEGATIVE,,,,,RD,
I024,19/08/2003,No,URINE,59030863,NEGATIVE,,,,,RD,
I024,09/06/2004,No,OA,59040273,NEGATIVE,,,,,BT,
I024,09/06/2004,No,URINE,59040274,NEGATIVE,,,,,BT,
I025,19/06/2002,No,FAECES,59020472,NEGATIVE,,,,,RD,
I025,19/06/2002,No,OA,59020470,NEGATIVE,,,,,RD,
I025,19/06/2002,No,URINE,59020471,NEGATIVE,,,,,RD,
I026,19/06/2002,No,FAECES,59020475,NEGATIVE,,,,,RD,
I026,19/06/2002,No,OA,59020473,NEGATIVE,,,,,RD,
I026,19/06/2002,No,URINE,59020474,NEGATIVE,,,,,RD,
I027,19/06/2002,No,FAECES,59020478,NEGATIVE,,,,,RD,
I027,19/06/2002,No,OA,59020476,NEGATIVE,,,,,RD,
I027,19/06/2002,No,URINE,59020477,NEGATIVE,,,,,RD,
I027,20/08/2002,No,FAECES,59021152,NEGATIVE,,,,,RD,
I027,20/08/2002,No,OA,59021150,NEGATIVE,,,,,RD,
I027,20/08/2002,No,URINE,59021151,NEGATIVE,,,,,RD,
I027,05/11/2002,No,FAECES,59021583,NEGATIVE,,,,,GW,
I027,05/11/2002,No,OA,59021581,NEGATIVE,,,,,GW,
I027,05/11/2002,No,URINE,59021582,NEGATIVE,,,,,GW,
I027,14/01/2003,No,FAECES,59030036,NEGATIVE,,,,,RD,
I027,14/01/2003,No,OA,59030034,NEGATIVE,,,,,RD,
I027,14/01/2003,No,URINE,59030035,NEGATIVE,,,,,RD,
I027,08/06/2004,No,FAECES,59040277,NEGATIVE,,,,,CH,
I027,08/06/2004,No,OA,59040275,NEGATIVE,,,,,CH,
I027,08/06/2004,No,URINE,59040276,NEGATIVE,,,,,CH,
I027,09/11/2004,No,FAECES,59040996,NEGATIVE,,,,,SB,
I027,09/11/2004,No,OA,59040995,NEGATIVE,,,,,SB,
I027,09/11/2004,No,URINE,59041017,NEGATIVE,,,,,SB,
I028,19/06/2002,No,OA,59020479,NEGATIVE,,,,,GW,
I029,09/07/2002,No,FAECES,59020688,NEGATIVE,,,,,GW,
I029,09/07/2002,No,OA,59020387,NEGATIVE,,,,,GW,
I030,09/07/2002,No,FAECES,59020691,NEGATIVE,,,,,GW,
I030,09/07/2002,No,OA,59020689,NEGATIVE,,,,,GW,
I030,09/07/2002,No,URINE,59020690,NEGATIVE,,,,,GW,
I030,10/09/2002,No,FAECES,59021308,NEGATIVE,,,,,RD,
I030,10/09/2002,No,OA,59021306,NEGATIVE,,,,,RD,
I030,10/09/2002,No,URINE,59021307,NEGATIVE,,,,,RD,
I030,19/11/2002,No,FAECES,59021632,NEGATIVE,,,,,DH,
I030,19/11/2002,No,OA,59021630,NEGATIVE,,,,,DH,
I030,19/11/2002,No,URINE,59021631,NEGATIVE,,,,,DH,
I030,21/01/2003,No,OA,59030057,NEGATIVE,,,,,ACC,
I030,21/01/2003,No,URINE,59030058,NEGATIVE,,,,,ACC,
I030,03/06/2003,No,FAECES,59030371,NEGATIVE,,,,,SB,
I030,03/06/2003,No,OA,59030369,NEGATIVE,,,,,SB,
I030,03/06/2003,No,URINE,59030370,NEGATIVE,,,,,SB,
I030,02/09/2003,No,FAECES,59030936,NEGATIVE,,,,,CH,
I030,02/09/2003,No,OA,59030934,NEGATIVE,,,,,CH,
I030,02/09/2003,No,URINE,59030935,NEGATIVE,,,,,CH,
I030,03/02/2004,No,OA,59040069,NEGATIVE,,,,,CH,
I030,03/02/2004,No,URINE,59040070,NEGATIVE,,,,,CH,
I030,06/07/2004,No,FAECES,59040621,NEGATIVE,,,,,CH,
I030,06/07/2004,No,OA,59040619,NEGATIVE,,,,,CH,
I030,06/07/2004,No,URINE,59040620,NEGATIVE,,,,,CH,
I030,05/10/2004,No,FAECES,59040882,NEGATIVE,,,,,RD,
I030,05/10/2004,No,OA,59040880,NEGATIVE,,,,,RD,
I030,05/10/2004,No,URINE,59040881,NEGATIVE,,,,,RD,
I030,24/11/2004,No,OA,59041023,NEGATIVE,,,,,GW,
I030,24/11/2004,No,URINE,59041024,NEGATIVE,,,,,GW,
I031,09/07/2002,No,FAECES,59020694,NEGATIVE,,,,,GW,
I031,09/07/2002,No,OA,59020693,NEGATIVE,,,,,GW,
I032,09/07/2002,No,FAECES,59020697,NEGATIVE,,,,,DH,
I032,09/07/2002,No,OA,59020695,NEGATIVE,,,,,DH,
I032,09/07/2002,No,URINE,59020696,NEGATIVE,,,,,DH,
I033,09/07/2002,No,OA,59020698,NEGATIVE,,,,,GW,
I034,09/07/2002,No,OA,59020699,NEGATIVE,,,,,GW,
I034,10/09/2002,No,FAECES,59021310,NEGATIVE,,,,,RD,
I034,10/09/2002,No,OA,59021309,NEGATIVE,,,,,RD,
I034,19/11/2002,No,FAECES,59021634,NEGATIVE,,,,,DH,
I034,19/11/2002,No,OA,59021633,NEGATIVE,,,,,DH,
I034,21/01/2003,No,FAECES,59030060,NEGATIVE,,,,,ACC,
I034,21/01/2003,No,OA,59030059,NEGATIVE,,,,,ACC,
I035,09/07/2002,No,FAECES,59020702,NEGATIVE,,,,,GW,
I035,09/07/2002,No,OA,59020700,NEGATIVE,,,,,GW,
I035,09/07/2002,No,URINE,59020701,NEGATIVE,,,,,GW,
I035,11/09/2002,No,OA,59021311,NEGATIVE,,,,,GW,
I035,19/11/2002,No,FAECES,59021637,NEGATIVE,,,,,DH,
I035,19/11/2002,No,OA,59021635,NEGATIVE,,,,,DH,
I035,19/11/2002,No,URINE,59021636,NEGATIVE,,,,,DH,
I035,03/06/2003,No,FAECES,59030374,NEGATIVE,,,,,GW,
I035,03/06/2003,No,OA,59030372,NEGATIVE,,,,,GW,
I035,03/06/2003,No,URINE,59030373,NEGATIVE,,,,,GW,
I035,02/09/2003,No,OA,59030937,NEGATIVE,,,,,RD,
I035,02/09/2003,No,URINE,59030938,NEGATIVE,,,,,RD,
I035,06/07/2004,No,FAECES,59040624,NEGATIVE,,,,,GW,
I035,06/07/2004,No,OA,59040622,NEGATIVE,,,,,GW,
I035,06/07/2004,No,URINE,59040623,NEGATIVE,,,,,GW,
I035,22/06/2005,No,OA,59050443,NEGATIVE,,,,,CH,
I035,22/06/2005,No,URINE,59050444,NEGATIVE,,,,,CH,
I035,16/08/2005,No,FAECES,59050769,NEGATIVE,,,,,GW,
I035,16/08/2005,No,OA,59050874,NEGATIVE,,,,,GW,
I035,16/08/2005,No,URINE,59050875,NEGATIVE,,,,,GW,
I035,11/10/2005,No,HEAD,59051067,NEGATIVE,,,,,SB,
I035,11/10/2005,No,OA,59051065,NEGATIVE,,,,,SB,
I035,11/10/2005,No,URINE,59051066,NEGATIVE,,,,,SB,
I035,24/05/2006,No,TA,59060123,NEGATIVE,,,,,CH,
I035,24/05/2006,No,URINE,59060124,NEGATIVE,,,,,CH,
I035,05/06/2007,No,FAECES,59070317,NEGATIVE,,,,,RD,
I035,05/06/2007,No,OA,59070314,NEGATIVE,,,,,RD,
I035,05/06/2007,No,TA,59070315,NEGATIVE,,,,,RD,
I035,05/06/2007,No,URINE,59070316,NEGATIVE,,,,,RD,
I035,06/11/2007,No,FAECES,59071032,NEGATIVE,,,,,GW,
I035,06/11/2007,No,OA,59071029,NEGATIVE,,,,,GW,
I035,06/11/2007,No,TA,59071030,NEGATIVE,,,,,GW,
I035,06/11/2007,No,URINE,59071031,NEGATIVE,,,,,GW,
I035,06/05/2009,No,OA,59090004,NEGATIVE,,,,,GW,
I035,06/05/2009,No,TA,59090005,NEGATIVE,,,,,GW,
I035,06/05/2009,No,URINE,59090006,NEGATIVE,,,,,GW,
I035,14/10/2009,No,OA,59090634,NEGATIVE,,,,,JM,
I035,14/10/2009,No,TA,59090635,NEGATIVE,,,,,JM,
I035,14/10/2009,No,URINE,59090636,NEGATIVE,,,,,JM,
I035,15/06/2010,No,FAECES,59100300,NEGATIVE,,,,,JJ,
I035,15/06/2010,No,OA,59100297,NEGATIVE,,,,,JJ,
I035,15/06/2010,No,TA,59100298,NEGATIVE,,,,,JJ,
I035,15/06/2010,No,URINE,59100299,NEGATIVE,,,,,JJ,
I036,09/07/2002,No,FAECES,59020705,NEGATIVE,,,,,PS,
I036,09/07/2002,No,OA,59020703,NEGATIVE,,,,,PS,
I036,09/07/2002,No,URINE,59020704,NEGATIVE,,,,,PS,
I037,09/07/2002,No,FAECES,59020708,NEGATIVE,,,,,GW,
I037,09/07/2002,No,OA,59020706,NEGATIVE,,,,,GW,
I037,09/07/2002,No,URINE,59020707,NEGATIVE,,,,,GW,
I037,06/08/2002,No,FAECES,59020959,NEGATIVE,,,,,DH,
I037,06/08/2002,No,OA,59020957,NEGATIVE,,,,,DH,
I037,06/08/2002,No,URINE,59020958,NEGATIVE,,,,,DH,
I037,22/10/2002,No,FAECES,59021514,NEGATIVE,,,,,GW,
I037,22/10/2002,No,OA,59021512,NEGATIVE,,,,,GW,
I037,22/10/2002,No,URINE,59021513,NEGATIVE,,,,,GW,
I037,13/05/2003,No,FAECES,59030220,NEGATIVE,,,,,DH,
I037,13/05/2003,No,OA,59030218,NEGATIVE,,,,,DH,
I037,13/05/2003,No,URINE,59030219,NEGATIVE,,,,,DH,
I037,05/08/2003,No,FAECES,59030798,NEGATIVE,,,,,CH,
I037,05/08/2003,No,OA,59030796,NEGATIVE,,,,,CH,
I037,05/08/2003,No,URINE,59030797,NEGATIVE,,,,,CH,
I038,09/07/2002,No,FAECES,59020711,NEGATIVE,,,,,DH,
I038,09/07/2002,No,OA,59020709,NEGATIVE,,,,,DH,
I038,09/07/2002,No,URINE,59020710,NEGATIVE,,,,,DH,
I039,09/07/2002,No,OA,59020712,NEGATIVE,,,,,GW,
I039,09/07/2002,No,URINE,59020713,NEGATIVE,,,,,GW,
I039,06/08/2002,No,FAECES,59020962,NEGATIVE,,,,,DH,
I039,06/08/2002,No,OA,59020960,NEGATIVE,,,,,DH,
I039,06/08/2002,No,URINE,59020961,NEGATIVE,,,,,DH,
I039,22/10/2002,No,FAECES,59021517,NEGATIVE,,,,,GW,
I039,22/10/2002,No,OA,59021515,NEGATIVE,,,,,GW,
I039,22/10/2002,No,URINE,59021516,NEGATIVE,,,,,GW,
I039,07/01/2003,No,FAECES,59030016,NEGATIVE,,,,,ACC,
I039,07/01/2003,No,OA,59030014,NEGATIVE,,,,,ACC,
I039,07/01/2003,No,URINE,59030015,NEGATIVE,,,,,ACC,
I039,13/05/2003,No,FAECES,59030223,NEGATIVE,,,,,DH,
I039,13/05/2003,No,OA,59030221,NEGATIVE,,,,,DH,
I039,13/05/2003,No,URINE,59030222,NEGATIVE,,,,,DH,
I039,05/08/2003,No,FAECES,59030801,NEGATIVE,,,,,CH,
I039,05/08/2003,No,OA,59030799,NEGATIVE,,,,,CH,
I039,05/08/2003,No,URINE,59030800,NEGATIVE,,,,,CH,
I040,10/07/2002,No,OA,59020714,NEGATIVE,,,,,LR,
I040,10/09/2002,No,FAECES,59021314,NEGATIVE,,,,,GW,
I040,10/09/2002,No,OA,59021312,NEGATIVE,,,,,GW,
I040,10/09/2002,No,URINE,59021313,NEGATIVE,,,,,GW,
I040,19/11/2002,No,FAECES,59021640,NEGATIVE,,,,,DH,
I040,19/11/2002,No,OA,59021638,NEGATIVE,,,,,DH,
I040,19/11/2002,No,URINE,59021639,NEGATIVE,,,,,DH,
I040,03/06/2003,No,FAECES,59030377,M.BOVIS,,,17,,SB,
I040,03/06/2003,No,OA,59030375,M.BOVIS,,,17,,SB,
I040,03/06/2003,No,URINE,59030376,NEGATIVE,,,,,SB,
I040,03/09/2003,No,FAECES,59030941,M.BOVIS,,,17,,SB,
I040,03/09/2003,No,OA,59030939,M.BOVIS,,,17,,SB,
I040,03/09/2003,No,URINE,59030940,M.BOVIS,,,17,,SB,
I041,10/07/2002,No,OA,,,,,,,LR,
I042,06/08/2002,No,FAECES,59020965,NEGATIVE,,,,,LR,
I042,06/08/2002,No,OA,59020963,NEGATIVE,,,,,LR,
I042,06/08/2002,No,URINE,59020964,NEGATIVE,,,,,LR,
I042,22/10/2002,No,OA,59021518,NEGATIVE,,,,,DH,
I042,22/10/2002,No,URINE,59021519,NEGATIVE,,,,,DH,
I042,13/05/2003,No,FAECES,59030226,NEGATIVE,,,,,DH,
I042,13/05/2003,No,OA,59030224,NEGATIVE,,,,,DH,
I042,13/05/2003,No,URINE,59030225,NEGATIVE,,,,,DH,
I042,05/08/2003,No,OA,59030802,NEGATIVE,,,,,GW,
I042,05/08/2003,No,URINE,59030803,NEGATIVE,,,,,GW,
I042,29/10/2003,No,OA,59031376,NEGATIVE,,,,,DH,
I042,29/10/2003,No,URINE,59031377,NEGATIVE,,,,,DH,
I042,25/05/2004,No,FAECES,59040218,NEGATIVE,,,RETEST,,CH,
I042,25/05/2004,No,OA,59040216,NEGATIVE,,,,,CH,
I042,25/05/2004,No,URINE,59040217,NEGATIVE,,,,,CH,
I042,24/08/2004,No,FAECES,59040728,NEGATIVE,,,,,CH,
I042,24/08/2004,No,OA,59040726,NEGATIVE,,,,,CH,
I042,24/08/2004,No,URINE,59040727,NEGATIVE,,,,,CH,
I043,06/08/2002,No,FAECES,59020967,NEGATIVE,,,,,LR,
I043,06/08/2002,No,OA,59020966,NEGATIVE,,,,,LR,
I043,07/01/2003,No,FAECES,59030019,NEGATIVE,,,,,,
I043,07/01/2003,No,L SUBM,59030020,NEGATIVE,,,,,RD,
I043,07/01/2003,No,OA,59030017,NEGATIVE,,,,,ACC,
I043,07/01/2003,No,URINE,59030018,NEGATIVE,,,,,ACC,RD
I044,06/08/2002,No,FAECES,59020970,NEGATIVE,,,,,LR,
I044,06/08/2002,No,OA,59020968,NEGATIVE,,,,,LR,
I044,06/08/2002,No,URINE,59020969,NEGATIVE,,,,,LR,
I045,06/08/2002,No,FAECES,59020973,NEGATIVE,,,,,LR,
I045,06/08/2002,No,OA,59020971,NEGATIVE,,,,,LR,
I045,06/08/2002,No,URINE,59020972,NEGATIVE,,,,,LR,
I045,22/10/2002,No,FAECES,59021522,NEGATIVE,,,,,GW,
I045,22/10/2002,No,OA,59021520,NEGATIVE,,,,,GW,
I045,22/10/2002,No,URINE,59021521,NEGATIVE,,,,,GW,
I045,13/05/2003,No,FAECES,59030229,NEGATIVE,,,,,DH,
I045,13/05/2003,No,OA,59030227,NEGATIVE,,,,,DH,
I045,13/05/2003,No,URINE,59030228,NEGATIVE,,,,,DH,
I045,05/08/2003,No,OA,59030804,NEGATIVE,,,,,CH,
I045,05/08/2003,No,URINE,59030805,NEGATIVE,,,,,CH,
I045,29/10/2003,No,FAECES,59031380,NEGATIVE,,,,,DH,
I045,29/10/2003,No,OA,59031378,NEGATIVE,,,,,DH,
I045,29/10/2003,No,URINE,59031379,NEGATIVE,,,,,DH,
I045,20/07/2005,No,OA,59050594,NEGATIVE,,,,,GW,
I045,18/07/2006,No,FAECES,59060427,NEGATIVE,,,,,CH,
I045,18/07/2006,No,TA,59060425,NEGATIVE,,,,,CH,
I045,18/07/2006,No,URINE,59060426,NEGATIVE,,,,,CH,
I046,07/08/2002,No,FAECES,59020975,NEGATIVE,,,,,DH,
I046,07/08/2002,No,OA,59020974,NEGATIVE,,,,,DH,
I046,03/09/2003,Yes,KIDNEYS,,NEGATIVE,NVL,,,,,
I046,03/09/2003,Yes,LIVER,,NEGATIVE,NVL,,,,,
I046,03/09/2003,Yes,LUNG,,NEGATIVE,NVL,,,,,
I046,03/09/2003,Yes,LYMPH NODE,,NEGATIVE,NVL,,,,,
I046,03/09/2003,Yes,SPLEEN,,NEGATIVE,NVL,,,,,
