tattoo,date,pm,sample,afno,result,lesions,abscesses,Spoligo,SpolPrime,Sampler1,Sampler2
I047,07/08/2002,No,FAECES,59020978,NEGATIVE,,,,,LR,
I047,07/08/2002,No,OA,59020976,NEGATIVE,,,,,LR,
I047,07/08/2002,No,URINE,59020977,NEGATIVE,,,,,LR,
I047,22/10/2002,No,FAECES,59021525,NEGATIVE,,,,,DH,
I047,22/10/2002,No,OA,59021523,NEGATIVE,,,,,DH,
I047,22/10/2002,No,URINE,59021524,NEGATIVE,,,,,DH,
I047,13/05/2003,No,FAECES,59030232,NEGATIVE,,,,,RD,
I047,13/05/2003,No,OA,59030230,NEGATIVE,,,,,RD,
I047,13/05/2003,No,URINE,59030231,NEGATIVE,,,,,RD,
I048,10/09/2002,No,FAECES,59021317,NEGATIVE,,,,,GW,
I048,10/09/2002,No,OA,59021315,NEGATIVE,,,,,GW,
I048,10/09/2002,No,URINE,59021316,NEGATIVE,,,,,GW,
I048,19/11/2002,No,FAECES,59021642,NEGATIVE,,,,,DH,
I048,19/11/2002,No,OA,59021641,NEGATIVE,,,,,DH,
I048,04/06/2003,No,FAECES,59030379,NEGATIVE,,,,,SB,
I048,04/06/2003,No,OA,59030378,NEGATIVE,,,,,SB,
I048,02/09/2003,Yes,LYMPH NODE,59031053,M.BOVIS,VL,,17,,,
I048,02/09/2003,Yes,SPLEEN,,,NVL,,,,,
I049,10/09/2002,No,FAECES,59021320,NEGATIVE,,,,,RD,
I049,10/09/2002,No,OA,59021318,NEGATIVE,,,,,RD,
I049,10/09/2002,No,URINE,59021319,NEGATIVE,,,,,RD,
I049,06/07/2004,No,OA,59040625,NEGATIVE,,,,,GW,
I049,06/07/2004,No,URINE,59040626,NEGATIVE,,,,,GW,
I050,19/11/2002,No,FAECES,59021645,NEGATIVE,,,,,GW,
I050,19/11/2002,No,OA,59021643,NEGATIVE,,,,,GW,
I050,19/11/2002,No,URINE,59021644,NEGATIVE,,,,,GW,
I050,21/01/2003,No,FAECES,59030063,NEGATIVE,,,,,ACC,
I050,21/01/2003,No,OA,59030061,NEGATIVE,,,,,ACC,
I050,21/01/2003,No,URINE,59030062,NEGATIVE,,,,,ACC,
I050,04/06/2003,No,OA,59030380,NEGATIVE,,,,,DH,
I050,04/06/2003,No,URINE,59030381,NEGATIVE,,,,,DH,
I051,20/11/2002,No,FAECES,59021648,NEGATIVE,,,,,DH,
I051,20/11/2002,No,OA,59021646,NEGATIVE,,,,,DH,
I051,20/11/2002,No,RUMP,59021649,,,,,,DH,
I051,20/11/2002,No,URINE,59021647,NEGATIVE,,,,,DH,
I052,20/11/2002,No,OA,59021650,NEGATIVE,,,,,DH,
I052,20/11/2002,No,URINE,59021651,NEGATIVE,,,,,DH,
I052,22/01/2003,No,FAECES,59030066,NEGATIVE,,,,,ACC,
I052,22/01/2003,No,OA,59030064,NEGATIVE,,,,,ACC,
I052,22/01/2003,No,URINE,59030065,NEGATIVE,,,,,ACC,
I052,22/06/2005,No,OA,59050445,NEGATIVE,,,,,RD,
I052,22/06/2005,No,URINE,59050446,NEGATIVE,,,,,RD,
J001,03/02/1998,No,FAECES,61980521,NEGATIVE,,,,,,
J001,03/02/1998,No,OA,61980519,NEGATIVE,,,,,,
J001,03/02/1998,No,URINE,61980520,NEGATIVE,,,,,,
J001,16/06/1998,No,FAECES,61983425,M.BOVIS,,,FAIL,,,
J001,16/06/1998,No,OA,61983423,NEGATIVE,,,,,,
J001,16/06/1998,No,RUMP,61983426,NEGATIVE,,,,,,
J001,16/06/1998,No,URINE,61983424,NEGATIVE,,,,,,
J001,11/08/1998,No,FAECES,61984287,NEGATIVE,,,,,,
J001,11/08/1998,No,OA,61984286,NEGATIVE,,,,,,
J001,11/08/1998,No,RUMP,61984288,M.BOVIS,,,17,,,
J002,19/05/1998,No,OA,61982351,NEGATIVE,,,,,,
J002,19/05/1998,No,URINE,61982352,NEGATIVE,,,,,,
J002,28/07/1998,No,FAECES,61983942,NEGATIVE,,,,,,
J002,28/07/1998,No,OA,61983940,NEGATIVE,,,,,,
J002,28/07/1998,No,URINE,61983941,NEGATIVE,,,,,,
J002,06/10/1998,No,FAECES,61985455,NEGATIVE,,,,,,
J002,06/10/1998,No,OA,61985453,NEGATIVE,,,,,,
J002,06/10/1998,No,URINE,61985454,NEGATIVE,,,,,,
J002,26/01/1999,No,FAECES,61990477,NEGATIVE,,,,,,
J002,26/01/1999,No,OA,61990475,NEGATIVE,,,,,,
J002,26/01/1999,No,URINE,61990476,NEGATIVE,,,,,,
J002,25/05/1999,No,FAECES,61992686,NEGATIVE,,,,,,
J002,25/05/1999,No,OA,61992684,NEGATIVE,,,,,,
J002,25/05/1999,No,URINE,61992685,NEGATIVE,,,,,,
J003,19/05/1998,No,FAECES,61982355,NEGATIVE,,,,,,
J003,19/05/1998,No,OA,61982353,NEGATIVE,,,,,,
J003,19/05/1998,No,URINE,61982354,NEGATIVE,,,,,,
J003,29/07/1998,No,OA,61983943,NEGATIVE,,,,,,
J003,29/07/1998,No,URINE,61983944,NEGATIVE,,,,,,
J003,07/10/1998,No,OA,61985456,NEGATIVE,,,,,,
J003,07/10/1998,No,URINE,61985457,NEGATIVE,,,,,,
J003,25/05/1999,No,FAECES,61992689,NEGATIVE,,,,,,
J003,25/05/1999,No,OA,61992687,NEGATIVE,,,,,,
J003,25/05/1999,No,URINE,61992688,NEGATIVE,,,,,,
J003,20/07/1999,No,FAECES,61994213,NEGATIVE,,,,,,
J003,20/07/1999,No,OA,61994211,NEGATIVE,,,,,,
J003,20/07/1999,No,URINE,61994212,NEGATIVE,,,,,,
J003,21/09/1999,No,FAECES,61995988,NEGATIVE,,,,,,
J003,21/09/1999,No,OA,61995986,NEGATIVE,,,,,,
J003,21/09/1999,No,URINE,61995987,NEGATIVE,,,,,,
J003,23/05/2000,No,OA,59000873,NEGATIVE,,,,,,
J003,23/05/2000,No,URINE,59000874,NEGATIVE,,,,,,
J003,03/10/2000,No,FAECES,59002167,NEGATIVE,,,,,,
J003,03/10/2000,No,OA,59002165,NEGATIVE,,,,,,
J003,03/10/2000,No,URINE,59002166,NEGATIVE,,,,,,
J003,25/07/2001,No,OA,59010369,NEGATIVE,,,,,,
J003,25/07/2001,No,URINE,59010370,,,,,,,
J003,05/09/2001,No,OA,59010739,NEGATIVE,,,,,LR,
J003,05/09/2001,No,URINE,59010740,NEGATIVE,,,,,LR,
J003,16/10/2001,No,FAECES,59011039,NEGATIVE,,,,,RD,
J003,16/10/2001,No,OA,59011037,NEGATIVE,,,,,RD,
J003,16/10/2001,No,URINE,59011038,NEGATIVE,,,,,RD,
J003,29/05/2002,No,OA,59020310,NEGATIVE,,,,,DH,
J003,29/05/2002,No,URINE,59020311,NEGATIVE,,,,,DH,
J003,14/05/2003,No,OA,59030233,NEGATIVE,,,,,AW,RD
J003,14/05/2003,No,URINE,59030234,NEGATIVE,,,,,AW,RD
J004,19/05/1998,No,FAECES,61982357,NEGATIVE,,,,,,
J004,19/05/1998,No,OA,61982356,NEGATIVE,,,,,,
J005,19/05/1998,No,FAECES,61982360,NEGATIVE,,,,,,
J005,19/05/1998,No,OA,61982358,NEGATIVE,,,,,,
J005,19/05/1998,No,URINE,61982359,NEGATIVE,,,,,,
J005,28/07/1998,No,OA,61983945,NEGATIVE,,,,,,
J005,06/10/1998,No,FAECES,61985460,NEGATIVE,,,,,,
J005,06/10/1998,No,OA,61985458,NEGATIVE,,,,,,
J005,06/10/1998,No,URINE,61985459,NEGATIVE,,,,,,
J005,26/01/1999,No,FAECES,61990480,NEGATIVE,,,,,,
J005,26/01/1999,No,OA,61990478,NEGATIVE,,,,,,
J005,26/01/1999,No,URINE,61990479,NEGATIVE,,,,,,
J005,18/08/1999,No,FAECES,61994945,NEGATIVE,,,,,,
J005,18/08/1999,No,OA,61994943,NEGATIVE,,,,,,
J005,18/08/1999,No,URINE,61994944,NEGATIVE,,,,,,
J005,22/09/1999,No,FAECES,61995991,NEGATIVE,,,,,,
J005,22/09/1999,No,OA,61995989,NEGATIVE,,,,,,
J005,22/09/1999,No,URINE,61995990,NEGATIVE,,,,,,
J005,15/02/2000,No,FAECES,59000813,NEGATIVE,,,,,,
J005,15/02/2000,No,OA,59000812,NEGATIVE,,,,,,
J005,15/02/2000,No,OTHER,59000814,NEGATIVE,,,,,,
J005,16/10/2001,No,FAECES,59011041,NEGATIVE,,,,,RD,
J005,16/10/2001,No,OA,59011040,NEGATIVE,,,,,RD,
J006,19/05/1998,No,OA,61982361,NEGATIVE,,,,,,
J006,19/05/1998,No,URINE,61982362,NEGATIVE,,,,,,
J006,26/01/1999,No,FAECES,61990483,NEGATIVE,,,,,,
J006,26/01/1999,No,OA,61990481,NEGATIVE,,,,,,
J006,26/01/1999,No,URINE,61990482,NEGATIVE,,,,,,
J006,25/05/1999,No,FAECES,61992691,NEGATIVE,,,,,,
J006,25/05/1999,No,OA,61992690,NEGATIVE,,,,,,
J006,20/07/1999,No,FAECES,61994215,NEGATIVE,,,,,,
J006,20/07/1999,No,OA,61994214,NEGATIVE,,,,,,
J006,17/08/1999,No,FAECES,61994948,NEGATIVE,,,,,,
J006,17/08/1999,No,OA,61994946,NEGATIVE,,,,,,
J006,17/08/1999,No,URINE,61994947,NEGATIVE,,,,,,
J006,21/09/1999,No,FAECES,61995994,NEGATIVE,,,,,,
J006,21/09/1999,No,OA,61995992,NEGATIVE,,,,,,
J006,21/09/1999,No,URINE,61995993,NEGATIVE,,,,,,
J007,19/05/1998,No,OA,61982363,NEGATIVE,,,,,,
J007,19/05/1998,No,URINE,61982364,NEGATIVE,,,,,,
J007,28/07/1998,No,FAECES,61983947,NEGATIVE,,,,,,
J007,28/07/1998,No,OA,61983946,NEGATIVE,,,,,,
J007,07/10/1998,No,OA,61985461,NEGATIVE,,,,,,
J007,07/10/1998,No,URINE,61985462,NEGATIVE,,,,,,
J007,26/05/1999,No,OA,61992692,NEGATIVE,,,,,,
J007,26/05/1999,No,RUMP,61992694,NEGATIVE,,,,,,
J007,26/05/1999,No,URINE,61992693,NEGATIVE,,,,,,
J008,19/05/1998,No,FAECES,61982366,NEGATIVE,,,,,,
J008,19/05/1998,No,OA,61982365,NEGATIVE,,,,,,
J008,28/07/1998,No,OA,61983948,NEGATIVE,,,,,,
J008,28/07/1998,No,URINE,61983949,NEGATIVE,,,,,,
J008,06/10/1998,No,OA,61985463,NEGATIVE,,,,,,
J008,06/10/1998,No,URINE,61985464,NEGATIVE,,,,,,
J008,21/07/1999,No,FAECES,61994218,NEGATIVE,,,,,,
J008,21/07/1999,No,OA,61994216,NEGATIVE,,,,,,
J008,21/07/1999,No,URINE,61994217,NEGATIVE,,,,,,
J008,13/10/1999,No,FAECES,59990028,NEGATIVE,,,,,,
J008,13/10/1999,No,OA,59990026,NEGATIVE,,,,,,
J008,13/10/1999,No,URINE,59990027,NEGATIVE,,,,,,
J008,05/09/2001,No,OA,59010741,NEGATIVE,,,,,LR,
J009,19/05/1998,No,FAECES,61982369,NEGATIVE,,,,,,
J009,19/05/1998,No,OA,61982367,NEGATIVE,,,,,,
J009,19/05/1998,No,URINE,61982368,NEGATIVE,,,,,,
J010,19/05/1998,No,FAECES,61982371,NEGATIVE,,,,,,
J010,19/05/1998,No,OA,61982370,NEGATIVE,,,,,,
J010,28/07/1998,No,OA,61983950,NEGATIVE,,,,,,
J010,28/07/1998,No,URINE,61983951,NEGATIVE,,,,,,
J010,07/10/1998,No,FAECES,61985467,NEGATIVE,,,,,,
J010,07/10/1998,No,OA,61985465,NEGATIVE,,,,,,
J010,07/10/1998,No,URINE,61985466,NEGATIVE,,,,,,
J010,27/01/1999,No,OA,61990484,NEGATIVE,,,,,,
J010,27/01/1999,No,URINE,61990485,NEGATIVE,,,,,,
J010,21/07/1999,No,FAECES,61994221,NEGATIVE,,,,,,
J010,21/07/1999,No,OA,61994219,NEGATIVE,,,,,,
J010,21/07/1999,No,URINE,61994220,NEGATIVE,,,,,,
J010,17/08/1999,No,FAECES,61994951,NEGATIVE,,,,,,
J010,17/08/1999,No,OA,61994949,NEGATIVE,,,,,,
J010,17/08/1999,No,URINE,61994950,NEGATIVE,,,,,,
J010,21/06/2000,No,FAECES,59001109,NEGATIVE,,,,,,
J010,21/06/2000,No,OA,59001107,NEGATIVE,,,,,,
J010,21/06/2000,No,URINE,59001108,NEGATIVE,,,,,,
J010,19/07/2000,No,OA,59001443,NEGATIVE,,,,,,
J010,19/07/2000,No,URINE,59001444,NEGATIVE,,,,,,
J011,19/05/1998,No,FAECES,61982374,NEGATIVE,,,,,,
J011,19/05/1998,No,OA,61982372,NEGATIVE,,,,,,
J011,19/05/1998,No,URINE,61982373,NEGATIVE,,,,,,
J011,28/07/1998,No,FAECES,61983954,NEGATIVE,,,,,,
J011,28/07/1998,No,OA,61983952,NEGATIVE,,,,,,
J011,28/07/1998,No,URINE,61983953,NEGATIVE,,,,,,
J011,07/10/1998,No,OA,61985468,NEGATIVE,,,,,,
J011,26/01/1999,No,HEAD,61990488,NEGATIVE,,,,,,
J011,26/01/1999,No,OA,61990486,NEGATIVE,,,,,,
J011,26/01/1999,No,URINE,61990487,NEGATIVE,,,,,,
J011,30/05/1999,Yes,KIDNEYS,61994840,NEGATIVE,NVL,,,,,
J011,30/05/1999,Yes,LIVER,61994840,NEGATIVE,NVL,,,,,
J011,30/05/1999,Yes,LUNG,61994840,NEGATIVE,NVL,,,,,
J011,30/05/1999,Yes,LYMPH NODE,61994840,NEGATIVE,NVL,,,,,
J011,30/05/1999,Yes,SPLEEN,61994840,NEGATIVE,NVL,,,,,
J012,19/05/1998,No,FAECES,61982377,NEGATIVE,,,,,,
J012,19/05/1998,No,OA,61982375,NEGATIVE,,,,,,
J012,19/05/1998,No,URINE,61982376,NEGATIVE,,,,,,
J012,14/07/1998,No,FAECES,61983782,NEGATIVE,,,,,,
J012,14/07/1998,No,OA,61983781,NEGATIVE,,,,,,
J012,22/09/1998,No,FAECES,61985220,NEGATIVE,,,,,,
J012,22/09/1998,No,OA,61985218,NEGATIVE,,,,,,
J012,22/09/1998,No,URINE,61985219,NEGATIVE,,,,,,
J012,06/10/1998,No,OA,61985469,NEGATIVE,,,,,,
J012,17/11/1998,No,FAECES,61986402,NEGATIVE,,,,,,
J012,17/11/1998,No,OA,61986400,NEGATIVE,,,,,,
J012,17/11/1998,No,URINE,61986401,NEGATIVE,,,,,,
J012,27/01/1999,No,FAECES,61990490,NEGATIVE,,,,,,
J012,27/01/1999,No,OA,61990489,NEGATIVE,,,,,,
J012,25/05/1999,No,FAECES,61992696,NEGATIVE,,,,,,
J012,25/05/1999,No,OA,61992695,NEGATIVE,,,,,,
J012,20/07/1999,No,FAECES,61994224,NEGATIVE,,,,,,
J012,20/07/1999,No,OA,61994222,NEGATIVE,,,,,,
J012,20/07/1999,No,URINE,61994223,NEGATIVE,,,,,,
J012,12/10/1999,No,FAECES,59990031,NEGATIVE,,,,,,
J012,12/10/1999,No,OA,59990029,NEGATIVE,,,,,,
J012,12/10/1999,No,URINE,59990030,NEGATIVE,,,,,,
J012,23/05/2000,No,OA,59000875,NEGATIVE,,,,,,
J012,23/05/2000,No,URINE,59000876,NEGATIVE,,,,,,
J013,19/05/1998,No,FAECES,61982380,NEGATIVE,,,,,,
J013,19/05/1998,No,OA,61982378,NEGATIVE,,,,,,
J013,19/05/1998,No,URINE,61982379,NEGATIVE,,,,,,
J013,15/07/1998,No,FAECES,61983784,NEGATIVE,,,,,,
J013,15/07/1998,No,OA,61983783,NEGATIVE,,,,,,
J013,23/09/1998,No,FAECES,61985222,NEGATIVE,,,,,,
J013,23/09/1998,No,OA,61985221,NEGATIVE,,,,,,
J013,12/01/1999,No,FAECES,61990150,NEGATIVE,,,,,,
J013,12/01/1999,No,OA,61990148,NEGATIVE,,,,,,
J013,12/01/1999,No,URINE,61990149,NEGATIVE,,,,,,
J013,26/01/1999,No,FAECES,61990493,NEGATIVE,,,,,,
J013,26/01/1999,No,OA,61990491,NEGATIVE,,,,,,
J013,26/01/1999,No,URINE,61990492,NEGATIVE,,,,,,
J013,21/07/1999,No,OA,61994225,NEGATIVE,,,,,,
J013,21/07/1999,No,URINE,61994226,NEGATIVE,,,,,,
J013,22/09/1999,No,FAECES,61995997,NEGATIVE,,,,,,
J013,22/09/1999,No,OA,61995995,NEGATIVE,,,,,,
J013,22/09/1999,No,URINE,61995996,NEGATIVE,,,,,,
J013,16/10/2001,No,FAECES,59011044,NEGATIVE,,,,,RD,
J013,16/10/2001,No,OA,59011042,NEGATIVE,,,,,RD,
J013,16/10/2001,No,URINE,59011043,NEGATIVE,,,,,RD,
J013,16/05/2002,No,FAECES,59020213,NEGATIVE,,,,,ADL,
J013,16/05/2002,No,HEAD,59020214,NEGATIVE,,,,,LR,
J013,16/05/2002,No,OA,59020212,NEGATIVE,,,,,LR,
J013,16/05/2002,No,RUMP,59020215,M.BOVIS,,,17,,LR,
J014,20/05/1998,No,OA,61982381,NEGATIVE,,,,,,
J014,20/05/1998,No,URINE,61982382,NEGATIVE,,,,,,
J014,06/10/1998,No,OA,61985470,NEGATIVE,,,,,,
J014,06/10/1998,No,URINE,61985471,NEGATIVE,,,,,,
J014,27/01/1999,No,OA,61990494,NEGATIVE,,,,,,
J014,27/01/1999,No,URINE,61990495,NEGATIVE,,,,,,
J014,25/05/1999,No,FAECES,61992699,NEGATIVE,,,,,,
J014,25/05/1999,No,OA,61992697,NEGATIVE,,,,,,
J014,25/05/1999,No,URINE,61992698,NEGATIVE,,,,,,
J014,20/07/1999,No,FAECES,61994229,NEGATIVE,,,,,,
J014,20/07/1999,No,OA,61994227,NEGATIVE,,,,,,
J014,20/07/1999,No,URINE,61994228,NEGATIVE,,,,,,
J015,20/05/1998,No,OA,61982383,NEGATIVE,,,,,,
J015,20/05/1998,No,URINE,61982384,NEGATIVE,,,,,,
J015,28/07/1998,No,OA,61983955,NEGATIVE,,,,,,
J015,28/07/1998,No,URINE,61983956,NEGATIVE,,,,,,
J015,07/10/1998,No,FAECES,61985474,NEGATIVE,,,,,,
J015,07/10/1998,No,OA,61985472,NEGATIVE,,,,,,
J015,07/10/1998,No,URINE,61985473,NEGATIVE,,,,,,
J015,26/01/1999,No,FAECES,61990498,NEGATIVE,,,,,,
J015,26/01/1999,No,OA,61990496,NEGATIVE,,,,,,
J015,26/01/1999,No,URINE,61990497,NEGATIVE,,,,,,
J015,25/05/1999,No,BODY,61992702,NEGATIVE,,,,,,
J015,25/05/1999,No,OA,61992700,NEGATIVE,,,,,,
J015,25/05/1999,No,URINE,61992701,NEGATIVE,,,,,,
J015,21/07/1999,No,FAECES,61994232,NEGATIVE,,,,,,
J015,21/07/1999,No,OA,61994230,NEGATIVE,,,,,,
J015,21/07/1999,No,URINE,61994231,NEGATIVE,,,,,,
J015,23/05/2000,No,FAECES,59000879,NEGATIVE,,,,,,
J015,23/05/2000,No,OA,59000877,NEGATIVE,,,,,,
J015,23/05/2000,No,URINE,59000878,NEGATIVE,,,,,,
J015,05/09/2000,No,FAECES,59001889,NEGATIVE,,,,,,
J015,05/09/2000,No,OA,59001888,NEGATIVE,,,,,,
J015,25/07/2001,No,OA,59010371,NEGATIVE,,,,,,
J015,25/07/2001,No,URINE,59010372,NEGATIVE,,,,,,
J015,04/09/2001,No,FAECES,59010743,NEGATIVE,,,,,GW,
J015,04/09/2001,No,OA,59010742,NEGATIVE,,,,,GW,
J015,28/05/2002,No,FAECES,59020314,NEGATIVE,,,,,DH,
J015,28/05/2002,No,OA,59020312,NEGATIVE,,,,,DH,
J015,28/05/2002,No,URINE,59020313,NEGATIVE,,,,,DH,
J015,13/05/2003,No,FAECES,59030237,NEGATIVE,,,,,DH,
J015,13/05/2003,No,OA,59030235,NEGATIVE,,,,,DH,
J015,13/05/2003,No,URINE,59030236,NEGATIVE,,,,,DH,
J015,24/08/2004,No,FAECES,59040731,NEGATIVE,,,,,CH,
J015,24/08/2004,No,OA,59040729,NEGATIVE,,,,,CH,
J015,24/08/2004,No,URINE,59040730,NEGATIVE,,,,,CH,
J015,22/09/2004,No,OA,59040827,NEGATIVE,,,,,SB,
J015,22/09/2004,No,OTHER,59040829,NEGATIVE,,,,,SB,
J015,22/09/2004,No,URINE,59040828,NEGATIVE,,,,,SB,
J015,19/10/2004,No,FAECES,59040939,NEGATIVE,,,,,RD,
J015,19/10/2004,No,OA,59040937,NEGATIVE,,,,,RD,
J015,19/10/2004,No,URINE,59040938,NEGATIVE,,,,,RD,
J015,08/06/2005,No,OA,59050327,NEGATIVE,,,,,PS,
J015,08/06/2005,No,URINE,59050328,NEGATIVE,,,,,PS,
J015,19/07/2005,No,FAECES,59050597,NEGATIVE,,,,,GW,
J015,19/07/2005,No,OA,59050595,NEGATIVE,,,,,GW,
J015,19/07/2005,No,URINE,59050596,NEGATIVE,,,,,GW,
J015,04/10/2005,Yes,KIDNEYS,,,NVL,,,,,
J015,04/10/2005,Yes,LIVER,,,NVL,,,,,
J015,04/10/2005,Yes,LUNG,,,NVL,,,,,
J015,04/10/2005,Yes,LYMPH NODE,,,NVL,,,,,
J015,04/10/2005,Yes,POOLED,59051130,M.BOVIS,,,17,,,
J015,04/10/2005,Yes,SPLEEN,,,NVL,,,,,
J016,20/05/1998,No,FAECES,61982387,NEGATIVE,,,,,,
J016,20/05/1998,No,OA,61982385,NEGATIVE,,,,,,
J016,20/05/1998,No,URINE,61982386,NEGATIVE,,,,,,
J016,28/07/1998,No,FAECES,61983958,NEGATIVE,,,,,,
J016,28/07/1998,No,OA,61983957,NEGATIVE,,,,,,
J016,06/10/1998,No,FAECES,61985477,NEGATIVE,,,,,,
J016,06/10/1998,No,OA,61985475,NEGATIVE,,,,,,
J016,06/10/1998,No,URINE,61985476,NEGATIVE,,,,,,
J016,07/09/2000,Yes,KIDNEYS,59002033,NEGATIVE,NVL,,,,,
J016,07/09/2000,Yes,LIVER,59002033,NEGATIVE,NVL,,,,,
J016,07/09/2000,Yes,LUNG,59002033,NEGATIVE,NVL,,,,,
J016,07/09/2000,Yes,LYMPH NODE,59002033,NEGATIVE,NVL,,,,,
J016,07/09/2000,Yes,SPLEEN,59002033,NEGATIVE,NVL,,,,,
J017,20/05/1998,No,FAECES,61982390,NEGATIVE,,,,,,
J017,20/05/1998,No,OA,61982388,NEGATIVE,,,,,,
J017,20/05/1998,No,URINE,61982389,NEGATIVE,,,,,,
J017,28/07/1998,No,FAECES,61983961,NEGATIVE,,,,,,
J017,28/07/1998,No,OA,61983959,NEGATIVE,,,,,,
J017,28/07/1998,No,URINE,61983960,NEGATIVE,,,,,,
J017,06/10/1998,No,OA,61985478,NEGATIVE,,,,,,
J017,06/10/1998,No,URINE,61985479,NEGATIVE,,,,,,
J017,27/01/1999,No,FAECES,61990501,NEGATIVE,,,,,,
J017,27/01/1999,No,OA,61990499,NEGATIVE,,,,,,
J017,27/01/1999,No,URINE,61990500,NEGATIVE,,,,,,
J017,25/05/1999,No,FAECES,61992705,NEGATIVE,,,,,,
J017,25/05/1999,No,OA,61992703,NEGATIVE,,,,,,
J017,25/05/1999,No,URINE,61992704,NEGATIVE,,,,,,
J017,20/07/1999,No,FAECES,61994235,NEGATIVE,,,,,,
J017,20/07/1999,No,OA,61994233,NEGATIVE,,,,,,
J017,20/07/1999,No,URINE,61994234,NEGATIVE,,,,,,
J017,21/09/1999,No,FAECES,61996000,NEGATIVE,,,,,,
J017,21/09/1999,No,OA,61995998,NEGATIVE,,,,,,
J017,21/09/1999,No,RUMP,61996001,NEGATIVE,,,,,,
J017,21/09/1999,No,URINE,61995999,NEGATIVE,,,,,,
J017,05/09/2000,No,FAECES,59001892,NEGATIVE,,,,,,
J017,05/09/2000,No,OA,59001890,NEGATIVE,,,,,,
J017,05/09/2000,No,URINE,59001891,NEGATIVE,,,,,,
J017,04/10/2000,No,FAECES,59002170,NEGATIVE,,,,,,
J017,04/10/2000,No,OA,59002168,NEGATIVE,,,,,,
J017,04/10/2000,No,URINE,59002169,NEGATIVE,,,,,,
J017,24/07/2001,No,FAECES,59010375,NEGATIVE,,,,,,
J017,24/07/2001,No,OA,59010373,NEGATIVE,,,,,,
J017,24/07/2001,No,URINE,59010374,NEGATIVE,,,,,,
J017,04/09/2001,No,FAECES,59010746,NEGATIVE,,,,,LR,
J017,04/09/2001,No,OA,59010744,NEGATIVE,,,,,LR,
J017,04/09/2001,No,URINE,59010745,NEGATIVE,,,,,LR,
J017,06/08/2002,No,FAECES,59020981,NEGATIVE,,,,,LR,
J017,06/08/2002,No,OA,59020979,NEGATIVE,,,,,LR,
J017,06/08/2002,No,URINE,59020980,NEGATIVE,,,,,LR,
J017,13/05/2003,No,OA,59030238,NEGATIVE,,,,,RD,
J017,13/05/2003,No,URINE,59030239,NEGATIVE,,,,,RD,
J017,05/08/2003,No,OA,59030806,NEGATIVE,,,,,CH,
J017,14/06/2005,Yes,LIVER,,,NVL,,,,,
J017,14/06/2005,Yes,LUNG,,,NVL,,,,,
J017,14/06/2005,Yes,LYMPH NODE,,,NVL,,,,,
J017,14/06/2005,Yes,OTHER,59050429,M.BOVIS,,,17,,,
J017,14/06/2005,Yes,SPLEEN,,,NVL,,,,,
J018,20/05/1998,No,FAECES,61982393,NEGATIVE,,,,,,
J018,20/05/1998,No,OA,61982391,NEGATIVE,,,,,,
J018,20/05/1998,No,URINE,61982392,NEGATIVE,,,,,,
J018,28/07/1998,No,FAECES,61983964,NEGATIVE,,,,,,
J018,28/07/1998,No,OA,61983962,NEGATIVE,,,,,,
J018,28/07/1998,No,URINE,61983963,NEGATIVE,,,,,,
J019,20/05/1998,No,OA,61982394,NEGATIVE,,,,,,
J019,20/05/1998,No,URINE,61982395,NEGATIVE,,,,,,
J019,29/07/1998,No,OA,61893965,NEGATIVE,,,,,,
J019,29/07/1998,No,URINE,61983966,NEGATIVE,,,,,,
J019,27/01/1999,No,FAECES,61990503,NEGATIVE,,,,,,
J019,27/01/1999,No,OA,61990502,NEGATIVE,,,,,,
J019,15/04/1999,Yes,KIDNEYS,61994841,NEGATIVE,NVL,,,,,
J019,15/04/1999,Yes,LIVER,61994841,NEGATIVE,NVL,,,,,
J019,15/04/1999,Yes,LUNG,61994841,NEGATIVE,NVL,,,,,
J019,15/04/1999,Yes,LYMPH NODE,61994841,NEGATIVE,NVL,,,,,
J019,15/04/1999,Yes,SPLEEN,61994841,NEGATIVE,NVL,,,,,
J020,20/05/1998,No,OA,61982396,NEGATIVE,,,,,,
J020,20/05/1998,No,URINE,61982397,NEGATIVE,,,,,,
J020,28/07/1998,No,FAECES,61983968,NEGATIVE,,,,,,
J020,28/07/1998,No,OA,61983967,NEGATIVE,,,,,,
J020,26/05/1999,No,OA,61992706,NEGATIVE,,,,,,
J020,26/05/1999,No,URINE,61992707,NEGATIVE,,,,,,
J020,21/09/1999,No,OA,61996002,NEGATIVE,,,,,,
J020,21/09/1999,No,URINE,61996003,NEGATIVE,,,,,,
J021,20/05/1998,No,FAECES,61982400,NEGATIVE,,,,,,
J021,20/05/1998,No,OA,61982398,NEGATIVE,,,,,,
J021,20/05/1998,No,URINE,61982399,NEGATIVE,,,,,,
J021,06/10/1998,No,OA,61985480,NEGATIVE,,,,,,
J021,26/05/1999,No,FAECES,61992710,NEGATIVE,,,,,,
J021,26/05/1999,No,OA,61992708,NEGATIVE,,,,,,
J021,26/05/1999,No,URINE,61992709,NEGATIVE,,,,,,
J022,20/05/1998,No,FAECES,61982403,NEGATIVE,,,,,,
J022,20/05/1998,No,OA,61982401,NEGATIVE,,,,,,
J022,20/05/1998,No,URINE,61982402,NEGATIVE,,,,,,
J022,06/10/1998,No,OA,61985481,NEGATIVE,,,,,,
J022,06/10/1998,No,URINE,61985482,NEGATIVE,,,,,,
