tattoo,primary,origin_year,origin_SG,origin_zone,origin_sett,origin_x,origin_y,n_loc_obs,entry_group,next_primary,next_year,dest_x,dest_y,dest_SG,dest_zone,dest_sett,observed_category,observed_distance_m
H043,26,2001,15,1,WYCHELM,382074,201085,2,1,27,2002,382074,201085,15,1,WYCHELM,same_SG,0
H043,27,2002,15,1,WYCHELM,382074,201085,3,1,28,2003,382074,201085,15,1,WYCHELM,same_SG,0
H043,28,2003,15,1,WYCHELM,382074,201085,3,1,29,2004,382132,201047,15,1,POPLAR,same_SG,69.33974329343886
H043,29,2004,15,1,POPLAR,382132,201047,2,1,30,2005,382440,200974,15,1,NEEDLES,same_SG,316.53277871335854
H044,20,1995,2,1,LARCH,380541,201242,1,1,21,1996,382132,201047,15,1,POPLAR,nonneighbour_SG,1602.9054869205484
H044,21,1996,15,1,POPLAR,382132,201047,1,1,22,1997,382074,201085,15,1,WYCHELM,same_SG,69.33974329343886
H044,22,1997,15,1,WYCHELM,382074,201085,3,1,23,1998,380742,201140,3,1,STONEYTRACK,nonneighbour_SG,1333.1350269196291
H044,23,1998,3,1,STONEYTRACK,380742,201140,1,1,24,1999,382132,201047,15,1,POPLAR,nonneighbour_SG,1393.1076771018097
H044,24,1999,15,1,POPLAR,382132,201047,2,1,25,2000,382074,201085,15,1,WYCHELM,same_SG,69.33974329343886
H046,20,1995,3,1,BEECH,380931,201164,2,1,21,1996,380931,201164,3,1,BEECH,same_SG,0
H046,21,1996,3,1,BEECH,380931,201164,1,1,22,1997,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
H046,22,1997,3,1,CHESNUT,380834,201150,1,1,23,1998,380931,201164,3,1,BEECH,same_SG,98.00510190801293
H046,23,1998,3,1,BEECH,380931,201164,1,1,24,1999,380635,201191,2,1,NEWFENCE,neighbour_SG,297.22886804615734
H047,20,1995,15,1,KENNEL,382464,200922,2,1,21,1996,382464,200922,15,1,KENNEL,same_SG,0
H047,21,1996,15,1,KENNEL,382464,200922,1,1,22,1997,382464,200922,15,1,KENNEL,same_SG,0
H047,22,1997,15,1,KENNEL,382464,200922,1,1,23,1998,382464,200922,15,1,KENNEL,same_SG,0
H048,20,1995,15,1,KENNEL,382464,200922,2,1,21,1996,382464,200922,15,1,KENNEL,same_SG,0
H050,20,1995,22,1,WOODFARM,383337,200429,2,1,21,1996,383337,200429,22,1,WOODFARM,same_SG,0
H051,20,1995,20,1,PARKMILL,383730,200924,2,1,21,1996,383730,200924,20,1,PARKMILL,same_SG,0
H051,21,1996,20,1,PARKMILL,383730,200924,2,1,22,1997,383730,200924,20,1,PARKMILL,same_SG,0
H051,22,1997,20,1,PARKMILL,383730,200924,3,1,23,1998,383730,200924,20,1,PARKMILL,same_SG,0
H051,23,1998,20,1,PARKMILL,383730,200924,1,1,24,1999,383812,200913,999,2,SANDY,peripheral,82.73451516749222
H051,25,2000,20,1,PARKMILL,383730,200924,1,1,26,2001,380625,200466,4,1,BRAMBLE,nonneighbour_SG,3138.5966609298493
H053,20,1995,6,1,CEDAR,381022,201589,1,1,21,1996,381022,201589,6,1,CEDAR,same_SG,0
H053,21,1996,6,1,CEDAR,381022,201589,2,1,22,1997,380621,201409,2,1,BOX,neighbour_SG,439.5463570546342
H053,22,1997,2,1,BOX,380621,201409,1,1,23,1998,380621,201409,2,1,BOX,same_SG,0
H053,23,1998,2,1,BOX,380621,201409,1,1,24,1999,380856,201662,6,1,RABBIT,neighbour_SG,345.30276569989996
H055,20,1995,17,1,TOPOAK,382616,201525,1,1,21,1996,382616,201525,17,1,TOPOAK,same_SG,0
H055,21,1996,17,1,TOPOAK,382616,201525,2,1,22,1997,382049,201493,14,1,COLEPARK,neighbour_SG,567.902280326466
H060,20,1995,17,1,TOPOAK,382616,201525,2,1,21,1996,382616,201525,17,1,TOPOAK,same_SG,0
H061,20,1995,22,1,WOODFARM,383337,200429,1,1,21,1996,383337,200429,22,1,WOODFARM,same_SG,0
H061,21,1996,22,1,WOODFARM,383337,200429,3,1,22,1997,383337,200429,22,1,WOODFARM,same_SG,0
H061,22,1997,22,1,WOODFARM,383337,200429,2,1,23,1998,383337,200429,22,1,WOODFARM,same_SG,0
H061,23,1998,22,1,WOODFARM,383337,200429,2,1,24,1999,383337,200429,22,1,WOODFARM,same_SG,0
H061,24,1999,22,1,WOODFARM,383337,200429,1,1,25,2000,383337,200429,22,1,WOODFARM,same_SG,0
H061,25,2000,22,1,WOODFARM,383337,200429,1,1,26,2001,383337,200429,22,1,WOODFARM,same_SG,0
H061,26,2001,22,1,WOODFARM,383337,200429,2,1,27,2002,383635,200531,999,2,WINDSOREDGE,peripheral,314.97301471713416
H061,30,2005,21,1,COLLIERSWOOD,382931,200706,1,1,31,2006,382931,200706,21,1,COLLIERSWOOD,same_SG,0
H063,22,1997,18,1,NETTLE,383024,201142,2,1,23,1998,383024,201142,18,1,NETTLE,same_SG,0
H063,23,1998,18,1,NETTLE,383024,201142,1,1,24,1999,383024,201142,18,1,NETTLE,same_SG,0
H063,26,2001,18,1,LINSEED,383011,201367,1,1,27,2002,382930,201326,18,1,HOLLOWTREE,same_SG,90.78546139112804
H063,27,2002,18,1,HOLLOWTREE,382930,201326,1,1,28,2003,382930,201326,18,1,HOLLOWTREE,same_SG,0
H063,28,2003,18,1,HOLLOWTREE,382930,201326,1,1,29,2004,383024,201142,18,1,NETTLE,same_SG,206.6204249342257
H063,29,2004,18,1,NETTLE,383024,201142,1,1,30,2005,383126,200958,19,1,DAM,neighbour_SG,210.38060747131613
H065,20,1995,4,1,ARTHURS,380534,200550,1,1,21,1996,380534,200550,4,1,ARTHURS,same_SG,0
H066,20,1995,5,1,JACKSMIREY,380678,200030,1,1,21,1996,380678,200030,5,1,JACKSMIREY,same_SG,0
H066,21,1996,5,1,JACKSMIREY,380678,200030,3,1,22,1997,380534,200550,4,1,ARTHURS,neighbour_SG,539.570199325352
H069,20,1995,15,1,POPLAR,382132,201047,1,1,21,1996,382074,201085,15,1,WYCHELM,same_SG,69.33974329343886
H069,23,1998,15,1,PONTINS,382122,200921,2,1,24,1999,382099,200773,15,1,BOG,same_SG,149.77650015940418
H069,24,1999,15,1,BOG,382099,200773,2,1,25,2000,382099,200773,15,1,BOG,same_SG,0
H069,25,2000,15,1,BOG,382099,200773,2,1,26,2001,382099,200773,15,1,BOG,same_SG,0
H069,26,2001,15,1,BOG,382099,200773,1,1,27,2002,382099,200773,15,1,BOG,same_SG,0
H069,27,2002,15,1,BOG,382099,200773,1,1,28,2003,382355,200596,16,1,PEGLARS,neighbour_SG,311.231425148554
H069,28,2003,16,1,PEGLARS,382355,200596,1,1,29,2004,382355,200596,16,1,PEGLARS,same_SG,0
H069,29,2004,16,1,PEGLARS,382355,200596,3,1,30,2005,382355,200596,16,1,PEGLARS,same_SG,0
H069,30,2005,16,1,PEGLARS,382355,200596,1,1,31,2006,382355,200596,16,1,PEGLARS,same_SG,0
H070,20,1995,3,1,BEECH,380931,201164,2,1,21,1996,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
H070,21,1996,3,1,CHESNUT,380834,201150,2,1,22,1997,380834,201150,3,1,CHESNUT,same_SG,0
H070,22,1997,3,1,CHESNUT,380834,201150,1,1,23,1998,380834,201150,3,1,CHESNUT,same_SG,0
H071,20,1995,16,1,FORK,382786,200771,2,1,21,1996,382786,200771,16,1,FORK,same_SG,0
H071,21,1996,16,1,FORK,382786,200771,1,1,22,1997,382713,200607,16,1,WOODRUSH,same_SG,179.51323071016242
H076,20,1995,11,1,YEW,381619,201268,1,1,21,1996,381619,201268,11,1,YEW,same_SG,0
H077,20,1995,17,1,TOPOAK,382616,201525,1,1,21,1996,382616,201525,17,1,TOPOAK,same_SG,0
H077,21,1996,17,1,TOPOAK,382616,201525,2,1,22,1997,382049,201493,14,1,COLEPARK,neighbour_SG,567.902280326466
H077,22,1997,14,1,COLEPARK,382049,201493,1,1,23,1998,381931,201706,8,1,HONEYWELL,neighbour_SG,243.50154003619772
I002,27,2002,6,1,RABBIT,380856,201662,1,2,28,2003,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
I002,28,2003,6,1,CEDAR,381022,201589,1,2,29,2004,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
I003,27,2002,1,1,WEST,380190,201400,3,1,28,2003,379972,201378,1,1,SPUR,same_SG,219.10727965998757
I004,27,2002,4,1,THISTLEWOODBANK,381109,200408,2,1,28,2003,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
I007,27,2002,2,1,BOX,380621,201409,2,1,28,2003,380621,201409,2,1,BOX,same_SG,0
I007,28,2003,2,1,BOX,380621,201409,3,1,29,2004,380541,201242,2,1,LARCH,same_SG,185.17289218457435
I007,29,2004,2,1,LARCH,380541,201242,1,1,30,2005,380621,201409,2,1,BOX,same_SG,185.17289218457435
I007,30,2005,2,1,BOX,380621,201409,1,1,31,2006,380856,201662,6,1,RABBIT,neighbour_SG,345.30276569989996
I007,31,2006,6,1,RABBIT,380856,201662,3,1,32,2007,380856,201662,6,1,RABBIT,same_SG,0
I008,27,2002,2,1,BOX,380621,201409,2,1,28,2003,380621,201409,2,1,BOX,same_SG,0
I008,28,2003,2,1,BOX,380621,201409,2,1,29,2004,380621,201409,2,1,BOX,same_SG,0
I008,29,2004,2,1,BOX,380621,201409,3,1,30,2005,380621,201409,2,1,BOX,same_SG,0
I008,30,2005,2,1,BOX,380621,201409,1,1,31,2006,380621,201409,2,1,BOX,same_SG,0
I008,31,2006,2,1,BOX,380621,201409,1,1,32,2007,380621,201409,2,1,BOX,same_SG,0
I008,32,2007,2,1,BOX,380621,201409,2,1,33,2008,380621,201409,2,1,BOX,same_SG,0
I008,33,2008,2,1,BOX,380621,201409,1,1,34,2009,380417,201488,999,2,BENCH,peripheral,218.76242821837573
I008,35,2010,2,1,BOX,380621,201409,2,1,36,2011,380621,201409,2,1,BOX,same_SG,0
I008,36,2011,2,1,BOX,380621,201409,2,1,37,2012,380621,201409,2,1,BOX,same_SG,0
I011,27,2002,1,1,WEST,380190,201400,2,1,28,2003,380190,201400,1,1,WEST,same_SG,0
I012,27,2002,4,1,THISTLEWOODBANK,381109,200408,2,1,28,2003,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
I013,27,2002,4,1,THISTLEWOODBANK,381109,200408,2,1,28,2003,381109,200408,4,1,THISTLEWOODBANK,same_SG,0
I014,27,2002,3,1,BEECH,380931,201164,2,1,28,2003,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
I014,28,2003,3,1,CHESNUT,380834,201150,2,1,29,2004,380931,201164,3,1,BEECH,same_SG,98.00510190801293
I016,27,2002,10,1,HUNTINGGATE,381247,201345,2,1,28,2003,381157,201365,9,1,BRACKEN,neighbour_SG,92.19544457292888
I016,28,2003,9,1,BRACKEN,381157,201365,1,1,29,2004,381109,200408,4,1,THISTLEWOODBANK,neighbour_SG,958.2030056308528
I017,27,2002,10,1,HUNTINGGATE,381247,201345,2,1,28,2003,381157,201365,9,1,BRACKEN,neighbour_SG,92.19544457292888
I018,27,2002,15,1,WYCHELM,382074,201085,2,1,28,2003,382355,200596,16,1,PEGLARS,neighbour_SG,563.9875885159177
I018,28,2003,16,1,PEGLARS,382355,200596,1,1,29,2004,382355,200596,16,1,PEGLARS,same_SG,0
I019,27,2002,15,1,BOG,382099,200773,1,1,28,2003,382099,200773,15,1,BOG,same_SG,0
I019,28,2003,15,1,BOG,382099,200773,1,1,29,2004,382355,200596,16,1,PEGLARS,neighbour_SG,311.231425148554
I019,31,2006,16,1,PEGLARS,382355,200596,2,1,32,2007,382355,200596,16,1,PEGLARS,same_SG,0
I019,32,2007,16,1,PEGLARS,382355,200596,1,1,33,2008,382464,200922,15,1,KENNEL,neighbour_SG,343.7397271192261
I020,27,2002,15,1,BOG,382099,200773,2,1,28,2003,382355,200596,16,1,PEGLARS,neighbour_SG,311.231425148554
I020,28,2003,16,1,PEGLARS,382355,200596,1,1,29,2004,382355,200596,16,1,PEGLARS,same_SG,0
I022,27,2002,15,1,WYCHELM,382074,201085,3,1,28,2003,382074,201085,15,1,WYCHELM,same_SG,0
I024,27,2002,21,1,COLLIERSWOOD,382931,200706,1,2,28,2003,382931,200706,21,1,COLLIERSWOOD,same_SG,0
I024,28,2003,21,1,COLLIERSWOOD,382931,200706,1,2,29,2004,382931,200706,21,1,COLLIERSWOOD,same_SG,0
I027,27,2002,15,1,BOG,382099,200773,2,1,28,2003,382355,200596,16,1,PEGLARS,neighbour_SG,311.231425148554
I027,28,2003,16,1,PEGLARS,382355,200596,1,1,29,2004,382355,200596,16,1,PEGLARS,same_SG,0
I034,27,2002,6,1,CEDAR,381022,201589,1,2,28,2003,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
I035,27,2002,20,1,PARKMILL,383730,200924,2,1,28,2003,383730,200924,20,1,PARKMILL,same_SG,0
I035,28,2003,20,1,PARKMILL,383730,200924,2,1,29,2004,383730,200924,20,1,PARKMILL,same_SG,0
I035,29,2004,20,1,PARKMILL,383730,200924,1,1,30,2005,383730,200924,20,1,PARKMILL,same_SG,0
I035,30,2005,20,1,PARKMILL,383730,200924,3,1,31,2006,383730,200924,20,1,PARKMILL,same_SG,0
I035,31,2006,20,1,PARKMILL,383730,200924,1,1,32,2007,383730,200924,20,1,PARKMILL,same_SG,0
I035,34,2009,20,1,PARKMILL,383730,200924,2,1,35,2010,383730,200924,20,1,PARKMILL,same_SG,0
I037,27,2002,1,1,WEST,380190,201400,2,1,28,2003,380190,201400,1,1,WEST,same_SG,0
I039,27,2002,1,1,WEST,380190,201400,2,1,28,2003,380190,201400,1,1,WEST,same_SG,0
I043,27,2002,1,1,WEST,380190,201400,1,1,28,2003,380190,201400,1,1,WEST,same_SG,0
I045,27,2002,1,1,WEST,380190,201400,2,1,28,2003,380190,201400,1,1,WEST,same_SG,0
I045,30,2005,1,1,WEST,380190,201400,1,1,31,2006,380190,201400,1,1,WEST,same_SG,0
I047,27,2002,1,1,WEST,380190,201400,2,1,28,2003,380190,201400,1,1,WEST,same_SG,0
I050,27,2002,20,1,PARKMILL,383730,200924,1,1,28,2003,383730,200924,20,1,PARKMILL,same_SG,0
I052,27,2002,20,1,PARKMILL,383730,200924,1,1,28,2003,383730,200924,20,1,PARKMILL,same_SG,0
J002,23,1998,2,1,BOX,380621,201409,2,1,24,1999,379874,201435,1,1,BUCKHOLT,neighbour_SG,747.4523396177177
J003,23,1998,2,1,BOX,380621,201409,1,1,24,1999,380541,201242,2,1,LARCH,same_SG,185.17289218457435
J003,24,1999,2,1,LARCH,380541,201242,2,1,25,2000,380387,201401,2,1,JACOBS,same_SG,221.35265979879256
J003,25,2000,2,1,JACOBS,380387,201401,1,1,26,2001,380541,201242,2,1,LARCH,same_SG,221.35265979879256
J003,26,2001,2,1,LARCH,380541,201242,1,1,27,2002,380621,201409,2,1,BOX,same_SG,185.17289218457435
J003,27,2002,2,1,BOX,380621,201409,1,1,28,2003,380621,201409,2,1,BOX,same_SG,0
J008,23,1998,4,1,JUNCTION,380841,200432,3,1,24,1999,381109,200408,4,1,THISTLEWOODBANK,same_SG,269.0724809414742
J012,23,1998,5,1,JACKSMIREY,380678,200030,2,1,24,1999,380678,200030,5,1,JACKSMIREY,same_SG,0
J012,24,1999,5,1,JACKSMIREY,380678,200030,4,1,25,2000,380678,200030,5,1,JACKSMIREY,same_SG,0
J013,23,1998,5,1,JACKSMIREY,380678,200030,2,1,24,1999,380678,200030,5,1,JACKSMIREY,same_SG,0
J014,23,1998,1,1,WEST,380190,201400,1,1,24,1999,379874,201435,1,1,BUCKHOLT,same_SG,317.9323827482819
J015,23,1998,2,1,BOX,380621,201409,2,1,24,1999,380541,201242,2,1,LARCH,same_SG,185.17289218457435
J015,24,1999,2,1,LARCH,380541,201242,2,1,25,2000,380621,201409,2,1,BOX,same_SG,185.17289218457435
J015,25,2000,2,1,BOX,380621,201409,2,1,26,2001,380541,201242,2,1,LARCH,same_SG,185.17289218457435
J015,26,2001,2,1,LARCH,380541,201242,1,1,27,2002,380621,201409,2,1,BOX,same_SG,185.17289218457435
J015,27,2002,2,1,BOX,380621,201409,1,1,28,2003,380621,201409,2,1,BOX,same_SG,0
J015,28,2003,2,1,BOX,380621,201409,1,1,29,2004,380621,201409,2,1,BOX,same_SG,0
J015,29,2004,2,1,BOX,380621,201409,1,1,30,2005,380541,201242,2,1,LARCH,same_SG,185.17289218457435
J017,23,1998,2,1,BOX,380621,201409,2,1,24,1999,380621,201409,2,1,BOX,same_SG,0
J017,24,1999,2,1,BOX,380621,201409,2,1,25,2000,380541,201242,2,1,LARCH,same_SG,185.17289218457435
J017,25,2000,2,1,LARCH,380541,201242,1,1,26,2001,380541,201242,2,1,LARCH,same_SG,0
J017,26,2001,2,1,LARCH,380541,201242,1,1,27,2002,380621,201409,2,1,BOX,same_SG,185.17289218457435
J017,27,2002,2,1,BOX,380621,201409,1,1,28,2003,380621,201409,2,1,BOX,same_SG,0
J021,23,1998,4,1,ARTHURS,380534,200550,1,1,24,1999,380390,200637,4,1,MEAD,same_SG,168.24089871371942
J022,23,1998,4,1,ARTHURS,380534,200550,2,1,24,1999,380534,200550,4,1,ARTHURS,same_SG,0
J022,24,1999,4,1,ARTHURS,380534,200550,1,1,25,2000,380534,200550,4,1,ARTHURS,same_SG,0
J022,25,2000,4,1,ARTHURS,380534,200550,1,1,26,2001,380534,200550,4,1,ARTHURS,same_SG,0
J023,23,1998,4,1,JUNCTION,380841,200432,3,1,24,1999,380841,200432,4,1,JUNCTION,same_SG,0
J023,24,1999,4,1,JUNCTION,380841,200432,1,1,25,2000,381109,200408,4,1,THISTLEWOODBANK,same_SG,269.0724809414742
J023,25,2000,4,1,THISTLEWOODBANK,381109,200408,2,1,26,2001,381109,200408,4,1,THISTLEWOODBANK,same_SG,0
J024,23,1998,2,1,LARCH,380541,201242,2,1,24,1999,380541,201242,2,1,LARCH,same_SG,0
J026,23,1998,4,1,JUNCTION,380841,200432,1,1,24,1999,381109,200408,4,1,THISTLEWOODBANK,same_SG,269.0724809414742
J028,23,1998,12,1,TOP,381795,200962,3,1,24,1999,381795,200962,12,1,TOP,same_SG,0
J028,24,1999,12,1,TOP,381795,200962,2,1,25,2000,381716,201013,12,1,SAPLING,same_SG,94.03190947758107
J028,25,2000,12,1,SAPLING,381716,201013,1,1,26,2001,381795,200962,12,1,TOP,same_SG,94.03190947758107
J029,23,1998,12,1,TOP,381795,200962,3,1,24,1999,381795,200962,12,1,TOP,same_SG,0
J029,24,1999,12,1,TOP,381795,200962,3,1,25,2000,381795,200962,12,1,TOP,same_SG,0
J029,25,2000,12,1,TOP,381795,200962,2,1,26,2001,381795,200962,12,1,TOP,same_SG,0
J031,23,1998,3,1,CHESNUT,380834,201150,2,1,24,1999,380541,201242,2,1,LARCH,neighbour_SG,307.1042168385188
J033,23,1998,3,1,CHESNUT,380834,201150,2,1,24,1999,380541,201242,2,1,LARCH,neighbour_SG,307.1042168385188
J033,24,1999,2,1,LARCH,380541,201242,1,1,25,2000,380621,201409,2,1,BOX,same_SG,185.17289218457435
J034,23,1998,3,1,CHESNUT,380834,201150,3,1,24,1999,380834,201150,3,1,CHESNUT,same_SG,0
J034,24,1999,3,1,CHESNUT,380834,201150,3,1,25,2000,380931,201164,3,1,BEECH,same_SG,98.00510190801293
J034,25,2000,3,1,BEECH,380931,201164,1,1,26,2001,380901,201150,3,1,MANSION,same_SG,33.1058907144937
J034,26,2001,3,1,MANSION,380901,201150,1,1,27,2002,380931,201164,3,1,BEECH,same_SG,33.1058907144937
J035,23,1998,3,1,CHESNUT,380834,201150,2,1,24,1999,380931,201164,3,1,BEECH,same_SG,98.00510190801293
J035,24,1999,3,1,BEECH,380931,201164,1,1,25,2000,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
J035,25,2000,3,1,CHESNUT,380834,201150,1,1,26,2001,380931,201164,3,1,BEECH,same_SG,98.00510190801293
J035,26,2001,3,1,BEECH,380931,201164,1,1,27,2002,380901,201150,3,1,MANSION,same_SG,33.1058907144937
J035,27,2002,3,1,MANSION,380901,201150,1,1,28,2003,380834,201150,3,1,CHESNUT,same_SG,67
J036,23,1998,15,1,WYCHELM,382074,201085,2,1,24,1999,382074,201085,15,1,WYCHELM,same_SG,0
J039,23,1998,16,1,WOODRUSH,382713,200607,2,1,24,1999,382786,200771,16,1,FORK,same_SG,179.51323071016242
J039,24,1999,16,1,FORK,382786,200771,2,1,25,2000,382786,200771,16,1,FORK,same_SG,0
J039,25,2000,16,1,FORK,382786,200771,2,1,26,2001,382786,200771,16,1,FORK,same_SG,0
J040,23,1998,16,1,WOODRUSH,382713,200607,3,1,24,1999,382713,200607,16,1,WOODRUSH,same_SG,0
J040,24,1999,16,1,WOODRUSH,382713,200607,2,1,25,2000,382786,200771,16,1,FORK,same_SG,179.51323071016242
J040,25,2000,16,1,FORK,382786,200771,2,1,26,2001,382713,200607,16,1,WOODRUSH,same_SG,179.51323071016242
J041,23,1998,16,1,PEGLARS,382355,200596,1,1,24,1999,382355,200596,16,1,PEGLARS,same_SG,0
J041,24,1999,16,1,PEGLARS,382355,200596,3,1,25,2000,382355,200596,16,1,PEGLARS,same_SG,0
J042,23,1998,16,1,WOODRUSH,382713,200607,3,1,24,1999,382713,200607,16,1,WOODRUSH,same_SG,0
J042,24,1999,16,1,WOODRUSH,382713,200607,2,1,25,2000,382713,200607,16,1,WOODRUSH,same_SG,0
J042,25,2000,16,1,WOODRUSH,382713,200607,2,1,26,2001,382713,200607,16,1,WOODRUSH,same_SG,0
J049,23,1998,8,1,HONEYWELL,381931,201706,2,1,24,1999,382142,201424,14,1,OLDCOLEPARK,neighbour_SG,352.2002271435951
J050,23,1998,6,1,FOX,381016,201635,1,1,24,1999,381230,201693,7,1,BULLPEN,neighbour_SG,221.72054483064937
J050,24,1999,7,1,BULLPEN,381230,201693,1,1,25,2000,380931,201164,3,1,BEECH,nonneighbour_SG,607.6528614266537
J051,23,1998,14,1,COLEPARK,382049,201493,2,1,24,1999,382049,201493,14,1,COLEPARK,same_SG,0
J051,24,1999,14,1,COLEPARK,382049,201493,2,1,25,2000,381370,201620,7,1,BREAKHEART,nonneighbour_SG,690.7749271651368
J053,23,1998,6,1,RABBIT,380856,201662,2,1,24,1999,381016,201635,6,1,FOX,same_SG,162.2621335986927
J053,24,1999,6,1,FOX,381016,201635,1,1,25,2000,381230,201693,7,1,BULLPEN,neighbour_SG,221.72054483064937
J053,25,2000,7,1,BULLPEN,381230,201693,2,1,26,2001,381241,201774,7,1,BOXWOOD,same_SG,81.74350127074322
J053,26,2001,7,1,BOXWOOD,381241,201774,2,1,27,2002,381241,201774,7,1,BOXWOOD,same_SG,0
J054,23,1998,18,1,NETTLE,383024,201142,2,1,24,1999,383024,201142,18,1,NETTLE,same_SG,0
J054,29,2004,17,1,TOPOAK,382616,201525,1,1,30,2005,383024,201142,18,1,NETTLE,neighbour_SG,559.6007505355939
J055,23,1998,19,1,DAM,383126,200958,1,1,24,1999,382930,201326,18,1,HOLLOWTREE,neighbour_SG,416.94124286282835
J055,24,1999,18,1,HOLLOWTREE,382930,201326,1,1,25,2000,383024,201142,18,1,NETTLE,same_SG,206.6204249342257
J056,23,1998,18,1,NETTLE,383024,201142,1,1,24,1999,382930,201326,18,1,HOLLOWTREE,same_SG,206.6204249342257
J056,24,1999,18,1,HOLLOWTREE,382930,201326,1,1,25,2000,383126,200958,19,1,DAM,neighbour_SG,416.94124286282835
J056,25,2000,19,1,DAM,383126,200958,1,1,26,2001,383126,200958,19,1,DAM,same_SG,0
J056,26,2001,19,1,DAM,383126,200958,1,1,27,2002,383011,201367,18,1,LINSEED,neighbour_SG,424.8599769335775
J056,27,2002,18,1,LINSEED,383011,201367,1,1,28,2003,382930,201326,18,1,HOLLOWTREE,same_SG,90.78546139112804
J056,28,2003,18,1,HOLLOWTREE,382930,201326,1,1,29,2004,383024,201142,18,1,NETTLE,same_SG,206.6204249342257
J058,23,1998,20,1,PARKMILL,383730,200924,2,1,24,1999,383730,200924,20,1,PARKMILL,same_SG,0
J058,24,1999,20,1,PARKMILL,383730,200924,2,1,25,2000,383730,200924,20,1,PARKMILL,same_SG,0
J058,25,2000,20,1,PARKMILL,383730,200924,2,1,26,2001,383730,200924,20,1,PARKMILL,same_SG,0
J058,26,2001,20,1,PARKMILL,383730,200924,1,1,27,2002,383730,200924,20,1,PARKMILL,same_SG,0
J058,27,2002,20,1,PARKMILL,383730,200924,1,1,28,2003,383730,200924,20,1,PARKMILL,same_SG,0
J058,28,2003,20,1,PARKMILL,383730,200924,1,1,29,2004,383730,200924,20,1,PARKMILL,same_SG,0
J058,29,2004,20,1,PARKMILL,383730,200924,1,1,30,2005,383412,200931,20,1,SCOTLANDBANK,same_SG,318.0770346944274
J060,23,1998,20,1,PARKMILL,383730,200924,2,1,24,1999,383730,200924,20,1,PARKMILL,same_SG,0
J060,28,2003,20,1,PARKMILL,383730,200924,1,1,29,2004,383730,200924,20,1,PARKMILL,same_SG,0
J062,23,1998,6,1,RABBIT,380856,201662,2,1,24,1999,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
J062,24,1999,6,1,CEDAR,381022,201589,1,1,25,2000,381022,201589,6,1,CEDAR,same_SG,0
J062,25,2000,6,1,CEDAR,381022,201589,1,1,26,2001,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
J063,23,1998,6,1,RABBIT,380856,201662,3,1,24,1999,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
J063,24,1999,6,1,CEDAR,381022,201589,2,1,25,2000,380621,201409,2,1,BOX,neighbour_SG,439.5463570546342
J063,25,2000,2,1,BOX,380621,201409,1,1,26,2001,381022,201589,6,1,CEDAR,neighbour_SG,439.5463570546342
J063,26,2001,6,1,CEDAR,381022,201589,1,1,27,2002,381241,201774,7,1,BOXWOOD,neighbour_SG,286.6810073932349
J063,27,2002,7,1,BOXWOOD,381241,201774,1,1,28,2003,381241,201774,7,1,BOXWOOD,same_SG,0
J064,23,1998,6,1,FOX,381016,201635,1,1,24,1999,381103,201676,6,1,SYCAMORE,same_SG,96.17692030835673
J065,23,1998,22,1,WOODFARM,383337,200429,3,1,24,1999,383337,200429,22,1,WOODFARM,same_SG,0
J066,23,1998,22,1,WOODFARM,383337,200429,3,1,24,1999,383337,200429,22,1,WOODFARM,same_SG,0
J066,24,1999,22,1,WOODFARM,383337,200429,3,1,25,2000,383337,200429,22,1,WOODFARM,same_SG,0
J068,23,1998,18,1,QUARRY,383188,201092,1,1,24,1999,382930,201326,18,1,HOLLOWTREE,same_SG,348.3102065687998
J068,24,1999,18,1,HOLLOWTREE,382930,201326,1,1,25,2000,383126,200958,19,1,DAM,neighbour_SG,416.94124286282835
J068,25,2000,19,1,DAM,383126,200958,2,1,26,2001,383024,201142,18,1,NETTLE,neighbour_SG,210.38060747131613
J068,26,2001,18,1,NETTLE,383024,201142,2,1,27,2002,383024,201142,18,1,NETTLE,same_SG,0
J069,23,1998,17,1,OLDOAK,382624,201274,1,1,24,1999,382624,201274,17,1,OLDOAK,same_SG,0
J069,24,1999,17,1,OLDOAK,382624,201274,1,1,25,2000,382616,201525,17,1,TOPOAK,same_SG,251.127457678367
J069,25,2000,17,1,TOPOAK,382616,201525,1,1,26,2001,382624,201274,17,1,OLDOAK,same_SG,251.127457678367
J069,26,2001,17,1,OLDOAK,382624,201274,2,1,27,2002,382680,201174,17,1,XMASTREE,same_SG,114.61239025515522
J070,23,1998,6,1,FOX,381016,201635,1,1,24,1999,381022,201589,6,1,CEDAR,same_SG,46.389654018972806
J070,24,1999,6,1,CEDAR,381022,201589,2,1,25,2000,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
